step,uid,dataset,n_icl,correct,cumulative_regret,mem_size
516,ds1000#315,ds1000,3,1,282.0000,272
517,ddxplus#191,ddxplus,3,1,282.0000,273
518,ds1000#129,ds1000,3,1,282.0000,274
519,ds1000#21,ds1000,3,1,282.0000,275
520,ds1000#373,ds1000,3,0,283.0000,275
521,hotpotqa#162,hotpotqa,3,1,283.0000,276
522,ds1000#598,ds1000,3,0,284.0000,276
523,ds1000#853,ds1000,3,1,284.0000,277
524,hotpotqa#163,hotpotqa,3,0,285.0000,277
525,ds1000#130,ds1000,3,0,286.0000,277
526,ds1000#544,ds1000,3,0,287.0000,277
527,ddxplus#192,ddxplus,3,1,287.0000,278
528,ds1000#35,ds1000,3,0,288.0000,278
529,ddxplus#193,ddxplus,3,1,288.0000,279
530,hotpotqa#164,hotpotqa,3,1,288.0000,280
531,ddxplus#194,ddxplus,3,1,288.0000,281
532,ds1000#867,ds1000,3,0,289.0000,281
533,ddxplus#195,ddxplus,3,0,290.0000,281
534,hotpotqa#165,hotpotqa,3,1,290.0000,282
535,hotpotqa#166,hotpotqa,3,0,291.0000,282
536,ddxplus#196,ddxplus,3,1,291.0000,283
537,hotpotqa#167,hotpotqa,3,0,292.0000,283
538,hotpotqa#168,hotpotqa,3,0,293.0000,283
539,ddxplus#197,ddxplus,3,0,294.0000,283
540,hotpotqa#169,hotpotqa,3,1,294.0000,285
541,ds1000#203,ds1000,3,0,295.0000,285
542,ds1000#86,ds1000,3,0,296.0000,285
543,hotpotqa#170,hotpotqa,3,1,296.0000,286
544,ds1000#146,ds1000,3,1,296.0000,287
545,ds1000#433,ds1000,3,1,296.0000,288
546,ddxplus#198,ddxplus,3,0,297.0000,288
547,ddxplus#199,ddxplus,3,1,297.0000,289
548,ddxplus#200,ddxplus,3,1,297.0000,290
549,ds1000#224,ds1000,3,0,298.0000,290
550,hotpotqa#171,hotpotqa,3,1,298.0000,291
551,hotpotqa#172,hotpotqa,3,1,298.0000,292
552,ds1000#218,ds1000,3,1,298.0000,293
553,ddxplus#201,ddxplus,3,0,299.0000,293
554,ds1000#960,ds1000,3,1,299.0000,294
555,ds1000#417,ds1000,3,0,300.0000,294
556,hotpotqa#173,hotpotqa,3,1,300.0000,295
557,ddxplus#202,ddxplus,3,1,300.0000,296
558,hotpotqa#174,hotpotqa,3,1,300.0000,297
559,ds1000#552,ds1000,3,0,301.0000,297
560,ds1000#88,ds1000,3,0,302.0000,298
561,hotpotqa#175,hotpotqa,3,1,302.0000,299
562,ds1000#624,ds1000,3,0,303.0000,299
563,ddxplus#203,ddxplus,3,1,303.0000,300
564,ds1000#445,ds1000,3,0,304.0000,300
565,hotpotqa#176,hotpotqa,3,0,305.0000,300
566,hotpotqa#177,hotpotqa,3,1,305.0000,301
567,ds1000#268,ds1000,3,1,305.0000,302
568,ds1000#6,ds1000,3,0,306.0000,302
569,ddxplus#204,ddxplus,3,0,307.0000,302
570,ddxplus#205,ddxplus,3,1,307.0000,303
571,hotpotqa#178,hotpotqa,3,0,308.0000,303
572,hotpotqa#179,hotpotqa,3,1,308.0000,304
573,ddxplus#206,ddxplus,3,1,308.0000,305
574,ddxplus#207,ddxplus,3,0,309.0000,305
575,hotpotqa#180,hotpotqa,3,1,309.0000,306
576,ds1000#630,ds1000,3,0,310.0000,306
577,ddxplus#208,ddxplus,3,0,311.0000,306
578,hotpotqa#181,hotpotqa,3,0,312.0000,306
579,ddxplus#209,ddxplus,3,0,313.0000,306
580,hotpotqa#182,hotpotqa,3,0,314.0000,307
581,ds1000#805,ds1000,3,1,314.0000,308
582,ddxplus#210,ddxplus,3,1,314.0000,309
583,hotpotqa#183,hotpotqa,3,1,314.0000,310
584,ds1000#197,ds1000,3,0,315.0000,310
585,ddxplus#211,ddxplus,3,1,315.0000,311
586,ddxplus#212,ddxplus,3,1,315.0000,312
587,hotpotqa#184,hotpotqa,3,1,315.0000,313
588,ds1000#950,ds1000,3,0,316.0000,313
589,ddxplus#213,ddxplus,3,0,317.0000,313
590,hotpotqa#185,hotpotqa,3,0,318.0000,314
591,ddxplus#214,ddxplus,3,1,318.0000,315
592,ds1000#11,ds1000,3,1,318.0000,316
593,hotpotqa#186,hotpotqa,3,1,318.0000,317
594,ds1000#911,ds1000,3,0,319.0000,317
595,hotpotqa#187,hotpotqa,3,1,319.0000,318
596,hotpotqa#188,hotpotqa,3,0,320.0000,318
597,ds1000#356,ds1000,3,1,320.0000,319
598,ddxplus#215,ddxplus,3,0,321.0000,319
599,hotpotqa#189,hotpotqa,3,1,321.0000,320
600,hotpotqa#190,hotpotqa,3,1,321.0000,322
601,ds1000#388,ds1000,3,0,322.0000,322
602,ds1000#281,ds1000,3,0,323.0000,322
603,hotpotqa#191,hotpotqa,3,0,324.0000,322
604,ds1000#511,ds1000,3,0,325.0000,322
605,ddxplus#216,ddxplus,3,1,325.0000,323
606,ds1000#120,ds1000,3,0,326.0000,323
607,hotpotqa#192,hotpotqa,3,0,327.0000,323
608,ddxplus#217,ddxplus,3,0,328.0000,323
609,ddxplus#218,ddxplus,3,1,328.0000,324
610,ds1000#115,ds1000,3,1,328.0000,325
611,ds1000#29,ds1000,3,0,329.0000,325
612,hotpotqa#193,hotpotqa,3,0,330.0000,325
613,hotpotqa#194,hotpotqa,3,0,331.0000,325
614,ds1000#367,ds1000,3,0,332.0000,325
615,hotpotqa#195,hotpotqa,3,1,332.0000,326
616,ds1000#307,ds1000,3,0,333.0000,326
617,hotpotqa#196,hotpotqa,3,1,333.0000,327
618,hotpotqa#197,hotpotqa,3,0,334.0000,327
619,hotpotqa#198,hotpotqa,3,1,334.0000,328
620,hotpotqa#199,hotpotqa,3,0,335.0000,328
621,ds1000#206,ds1000,3,1,335.0000,329
622,ds1000#9,ds1000,3,0,336.0000,329
623,ddxplus#219,ddxplus,3,1,336.0000,330
624,ddxplus#220,ddxplus,3,1,336.0000,331
625,ds1000#319,ds1000,3,0,337.0000,331
626,ds1000#185,ds1000,3,1,337.0000,332
627,ds1000#808,ds1000,3,0,338.0000,332
628,ddxplus#221,ddxplus,3,0,339.0000,332
629,ddxplus#222,ddxplus,3,0,340.0000,332
630,hotpotqa#200,hotpotqa,3,0,341.0000,332
631,ddxplus#223,ddxplus,3,1,341.0000,333
632,ddxplus#224,ddxplus,3,1,341.0000,334
633,hotpotqa#201,hotpotqa,3,1,341.0000,335
634,ds1000#91,ds1000,3,1,341.0000,336
635,ds1000#836,ds1000,3,1,341.0000,337
636,ddxplus#225,ddxplus,3,0,342.0000,337
637,hotpotqa#202,hotpotqa,3,1,342.0000,338
638,ds1000#815,ds1000,3,1,342.0000,339
639,ddxplus#226,ddxplus,3,1,342.0000,340
640,ddxplus#227,ddxplus,3,0,343.0000,340
641,ddxplus#228,ddxplus,3,1,343.0000,341
642,ds1000#479,ds1000,3,1,343.0000,342
643,hotpotqa#203,hotpotqa,3,1,343.0000,343
644,ds1000#154,ds1000,3,0,344.0000,343
645,hotpotqa#204,hotpotqa,3,0,345.0000,343
646,ds1000#126,ds1000,3,1,345.0000,344
647,ds1000#909,ds1000,3,0,346.0000,344
648,ddxplus#229,ddxplus,3,0,347.0000,344
649,hotpotqa#205,hotpotqa,3,1,347.0000,345
650,ddxplus#230,ddxplus,3,0,348.0000,345
651,hotpotqa#206,hotpotqa,3,0,349.0000,345
652,ds1000#455,ds1000,3,0,350.0000,345
653,hotpotqa#207,hotpotqa,3,0,351.0000,345
654,ds1000#363,ds1000,3,1,351.0000,346
655,hotpotqa#208,hotpotqa,3,1,351.0000,347
656,ds1000#424,ds1000,3,0,352.0000,347
657,ds1000#278,ds1000,3,1,352.0000,348
658,hotpotqa#209,hotpotqa,3,0,353.0000,348
659,hotpotqa#210,hotpotqa,3,1,353.0000,349
660,ds1000#567,ds1000,3,0,354.0000,350
661,ddxplus#231,ddxplus,3,1,354.0000,351
662,hotpotqa#211,hotpotqa,3,1,354.0000,352
663,ds1000#43,ds1000,3,0,355.0000,352
664,ddxplus#232,ddxplus,3,1,355.0000,353
665,hotpotqa#212,hotpotqa,3,1,355.0000,354
666,ds1000#243,ds1000,3,0,356.0000,354
667,ds1000#321,ds1000,3,1,356.0000,355
668,ds1000#883,ds1000,3,0,357.0000,355
669,ddxplus#233,ddxplus,3,1,357.0000,356
670,ddxplus#234,ddxplus,3,1,357.0000,358
671,ddxplus#235,ddxplus,3,0,358.0000,358
672,hotpotqa#213,hotpotqa,3,1,358.0000,359
673,hotpotqa#214,hotpotqa,3,0,359.0000,359
674,hotpotqa#215,hotpotqa,3,1,359.0000,360
675,ddxplus#236,ddxplus,3,0,360.0000,360
676,ds1000#304,ds1000,3,0,361.0000,360
677,hotpotqa#216,hotpotqa,3,1,361.0000,361
678,hotpotqa#217,hotpotqa,3,1,361.0000,362
679,ddxplus#237,ddxplus,3,1,361.0000,363
680,hotpotqa#218,hotpotqa,3,1,361.0000,364
681,ddxplus#238,ddxplus,3,0,362.0000,364
682,hotpotqa#219,hotpotqa,3,0,363.0000,364
683,ds1000#717,ds1000,3,1,363.0000,365
684,ddxplus#239,ddxplus,3,1,363.0000,366
685,ddxplus#240,ddxplus,3,1,363.0000,367
686,hotpotqa#220,hotpotqa,3,1,363.0000,368
687,ds1000#231,ds1000,3,1,363.0000,369
688,ds1000#550,ds1000,3,0,364.0000,369
689,ddxplus#241,ddxplus,3,0,365.0000,369
690,ds1000#818,ds1000,3,0,366.0000,369
691,ddxplus#242,ddxplus,3,1,366.0000,370
692,ds1000#776,ds1000,3,1,366.0000,371
693,hotpotqa#221,hotpotqa,3,0,367.0000,371
694,hotpotqa#222,hotpotqa,3,1,367.0000,372
695,ds1000#328,ds1000,3,0,368.0000,372
696,ds1000#350,ds1000,3,1,368.0000,373
697,ds1000#849,ds1000,3,1,368.0000,374
698,ddxplus#243,ddxplus,3,0,369.0000,374
699,ddxplus#244,ddxplus,3,0,370.0000,374
700,hotpotqa#223,hotpotqa,3,0,371.0000,376
701,ds1000#201,ds1000,3,0,372.0000,376
702,ddxplus#245,ddxplus,3,0,373.0000,376
703,ddxplus#246,ddxplus,3,1,373.0000,377
704,hotpotqa#224,hotpotqa,3,1,373.0000,378
705,ds1000#368,ds1000,3,1,373.0000,379
706,ddxplus#247,ddxplus,3,1,373.0000,380
707,ddxplus#248,ddxplus,3,0,374.0000,380
708,ds1000#935,ds1000,3,0,375.0000,380
709,ddxplus#249,ddxplus,3,1,375.0000,381
710,hotpotqa#225,hotpotqa,3,1,375.0000,383
711,hotpotqa#226,hotpotqa,3,1,375.0000,384
712,hotpotqa#227,hotpotqa,3,0,376.0000,384
713,hotpotqa#228,hotpotqa,3,0,377.0000,384
714,hotpotqa#229,hotpotqa,3,0,378.0000,384
715,ddxplus#250,ddxplus,3,0,379.0000,384
716,hotpotqa#230,hotpotqa,3,1,379.0000,385
717,ds1000#107,ds1000,3,0,380.0000,385
718,ddxplus#251,ddxplus,3,1,380.0000,386
719,ds1000#273,ds1000,3,1,380.0000,387
720,ddxplus#252,ddxplus,3,1,380.0000,388
721,hotpotqa#231,hotpotqa,3,0,381.0000,388
722,ds1000#331,ds1000,3,1,381.0000,389
723,hotpotqa#232,hotpotqa,3,0,382.0000,389
724,ds1000#409,ds1000,3,0,383.0000,389
725,ddxplus#253,ddxplus,3,0,384.0000,389
726,hotpotqa#233,hotpotqa,3,0,385.0000,389
727,hotpotqa#234,hotpotqa,3,0,386.0000,389
728,hotpotqa#235,hotpotqa,3,1,386.0000,390
729,hotpotqa#236,hotpotqa,3,1,386.0000,391
730,hotpotqa#237,hotpotqa,3,1,386.0000,393
731,hotpotqa#238,hotpotqa,3,1,386.0000,394
732,hotpotqa#239,hotpotqa,3,1,386.0000,395
733,ds1000#631,ds1000,3,1,386.0000,396
734,hotpotqa#240,hotpotqa,3,1,386.0000,397
735,ds1000#245,ds1000,3,0,387.0000,397
736,ddxplus#254,ddxplus,3,0,388.0000,397
737,ds1000#783,ds1000,3,1,388.0000,398
738,ddxplus#255,ddxplus,3,0,389.0000,398
739,ddxplus#256,ddxplus,3,0,390.0000,398
740,hotpotqa#241,hotpotqa,3,0,391.0000,398
741,ddxplus#257,ddxplus,3,1,391.0000,399
742,ddxplus#258,ddxplus,3,1,391.0000,400
743,ds1000#448,ds1000,3,1,391.0000,401
744,hotpotqa#242,hotpotqa,3,1,391.0000,402
745,hotpotqa#243,hotpotqa,3,1,391.0000,403
746,hotpotqa#244,hotpotqa,3,1,391.0000,404
747,hotpotqa#245,hotpotqa,3,0,392.0000,404
748,hotpotqa#246,hotpotqa,3,0,393.0000,404
749,ds1000#888,ds1000,3,1,393.0000,405
750,ds1000#169,ds1000,3,1,393.0000,406
751,ds1000#612,ds1000,3,0,394.0000,406
752,ds1000#30,ds1000,3,1,394.0000,407
753,ddxplus#259,ddxplus,3,1,394.0000,408
754,ddxplus#260,ddxplus,3,1,394.0000,409
755,ds1000#542,ds1000,3,0,395.0000,409
756,hotpotqa#247,hotpotqa,3,0,396.0000,409
757,hotpotqa#248,hotpotqa,3,0,397.0000,409
758,ddxplus#261,ddxplus,3,1,397.0000,410
759,ddxplus#262,ddxplus,3,0,398.0000,410
760,ddxplus#263,ddxplus,3,1,398.0000,411
761,ddxplus#264,ddxplus,3,0,399.0000,411
762,ds1000#646,ds1000,3,0,400.0000,411
763,ddxplus#265,ddxplus,3,0,401.0000,411
764,hotpotqa#249,hotpotqa,3,1,401.0000,412
765,hotpotqa#250,hotpotqa,3,0,402.0000,412
766,ds1000#813,ds1000,3,0,403.0000,412
767,hotpotqa#251,hotpotqa,3,0,404.0000,412
768,ds1000#241,ds1000,3,1,404.0000,413
769,ds1000#395,ds1000,3,1,404.0000,414
770,ddxplus#266,ddxplus,3,1,404.0000,415
771,hotpotqa#252,hotpotqa,3,0,405.0000,415
772,ddxplus#267,ddxplus,3,0,406.0000,415
773,ddxplus#268,ddxplus,3,1,406.0000,416
774,hotpotqa#253,hotpotqa,3,0,407.0000,416
775,ds1000#119,ds1000,3,1,407.0000,417
776,ddxplus#269,ddxplus,3,1,407.0000,418
777,hotpotqa#254,hotpotqa,3,0,408.0000,418
778,ddxplus#270,ddxplus,3,1,408.0000,419
779,ds1000#902,ds1000,3,0,409.0000,419
780,ds1000#360,ds1000,3,0,410.0000,420
781,ds1000#645,ds1000,3,0,411.0000,420
782,ddxplus#271,ddxplus,3,1,411.0000,421
783,ddxplus#272,ddxplus,3,1,411.0000,422
784,hotpotqa#255,hotpotqa,3,1,411.0000,423
785,ds1000#614,ds1000,3,0,412.0000,423
786,ds1000#532,ds1000,3,0,413.0000,423
787,hotpotqa#256,hotpotqa,3,0,414.0000,423
788,ddxplus#273,ddxplus,3,1,414.0000,424
789,hotpotqa#257,hotpotqa,3,1,414.0000,425
790,ds1000#799,ds1000,3,0,415.0000,427
791,ddxplus#274,ddxplus,3,1,415.0000,428
792,hotpotqa#258,hotpotqa,3,0,416.0000,428
793,hotpotqa#259,hotpotqa,3,0,417.0000,428
794,ds1000#712,ds1000,3,0,418.0000,428
795,ddxplus#275,ddxplus,3,1,418.0000,429
796,ddxplus#276,ddxplus,3,0,419.0000,429
797,ds1000#527,ds1000,3,0,420.0000,429
798,hotpotqa#260,hotpotqa,3,1,420.0000,430
799,hotpotqa#261,hotpotqa,3,0,421.0000,430
800,ddxplus#277,ddxplus,3,1,421.0000,432
801,ds1000#657,ds1000,3,0,422.0000,432
802,hotpotqa#262,hotpotqa,3,1,422.0000,433
803,hotpotqa#263,hotpotqa,3,1,422.0000,434
804,ds1000#581,ds1000,3,0,423.0000,434
805,hotpotqa#264,hotpotqa,3,1,423.0000,435
806,hotpotqa#265,hotpotqa,3,1,423.0000,436
807,hotpotqa#266,hotpotqa,3,1,423.0000,437
808,ds1000#429,ds1000,3,1,423.0000,438
809,hotpotqa#267,hotpotqa,3,1,423.0000,439
810,ds1000#562,ds1000,3,0,424.0000,439
811,ddxplus#278,ddxplus,3,1,424.0000,440
812,ddxplus#279,ddxplus,3,1,424.0000,441
813,ds1000#793,ds1000,3,1,424.0000,442
814,ddxplus#280,ddxplus,3,1,424.0000,443
815,hotpotqa#268,hotpotqa,3,1,424.0000,444
816,ddxplus#281,ddxplus,3,0,425.0000,444
817,hotpotqa#269,hotpotqa,3,0,426.0000,444
818,hotpotqa#270,hotpotqa,3,0,427.0000,444
819,ds1000#0,ds1000,3,1,427.0000,445
820,hotpotqa#271,hotpotqa,3,0,428.0000,446
821,ds1000#156,ds1000,3,0,429.0000,446
822,ds1000#28,ds1000,3,0,430.0000,446
823,hotpotqa#272,hotpotqa,3,1,430.0000,447
824,ds1000#768,ds1000,3,0,431.0000,447
825,hotpotqa#273,hotpotqa,3,1,431.0000,448
826,ds1000#762,ds1000,3,0,432.0000,448
827,ds1000#588,ds1000,3,1,432.0000,449
828,hotpotqa#274,hotpotqa,3,0,433.0000,449
829,ds1000#570,ds1000,3,1,433.0000,450
830,ddxplus#282,ddxplus,3,1,433.0000,452
831,ddxplus#283,ddxplus,3,1,433.0000,453
832,hotpotqa#275,hotpotqa,3,1,433.0000,454
833,hotpotqa#276,hotpotqa,3,1,433.0000,455
834,ddxplus#284,ddxplus,3,1,433.0000,456
835,ddxplus#285,ddxplus,3,1,433.0000,457
836,ds1000#501,ds1000,3,1,433.0000,458
837,ddxplus#286,ddxplus,3,1,433.0000,459
838,ds1000#944,ds1000,3,1,433.0000,460
839,ddxplus#287,ddxplus,3,1,433.0000,461
840,ddxplus#288,ddxplus,3,0,434.0000,462
841,hotpotqa#277,hotpotqa,3,0,435.0000,462
842,ds1000#584,ds1000,3,0,436.0000,462
843,hotpotqa#278,hotpotqa,3,0,437.0000,462
844,ds1000#274,ds1000,3,1,437.0000,463
845,hotpotqa#279,hotpotqa,3,0,438.0000,463
846,ddxplus#289,ddxplus,3,1,438.0000,464
847,ddxplus#290,ddxplus,3,0,439.0000,464
848,ds1000#887,ds1000,3,0,440.0000,464
849,ddxplus#291,ddxplus,3,1,440.0000,465
850,ds1000#101,ds1000,3,1,440.0000,466
851,hotpotqa#280,hotpotqa,3,1,440.0000,467
852,ddxplus#292,ddxplus,3,1,440.0000,468
853,hotpotqa#281,hotpotqa,3,1,440.0000,469
854,ds1000#71,ds1000,3,0,441.0000,469
855,ds1000#464,ds1000,3,1,441.0000,470
856,hotpotqa#282,hotpotqa,3,0,442.0000,470
857,ddxplus#293,ddxplus,3,1,442.0000,471
858,hotpotqa#283,hotpotqa,3,0,443.0000,471
859,hotpotqa#284,hotpotqa,3,1,443.0000,472
860,ds1000#77,ds1000,3,0,444.0000,472
861,hotpotqa#285,hotpotqa,3,0,445.0000,472
862,hotpotqa#286,hotpotqa,3,0,446.0000,472
863,ds1000#940,ds1000,3,1,446.0000,473
864,hotpotqa#287,hotpotqa,3,1,446.0000,474
865,ds1000#937,ds1000,3,0,447.0000,474
866,hotpotqa#288,hotpotqa,3,0,448.0000,474
867,ddxplus#294,ddxplus,3,1,448.0000,475
868,ds1000#512,ds1000,3,0,449.0000,475
869,ddxplus#295,ddxplus,3,1,449.0000,476
870,hotpotqa#289,hotpotqa,3,0,450.0000,476
871,hotpotqa#290,hotpotqa,3,0,451.0000,476
872,hotpotqa#291,hotpotqa,3,0,452.0000,476
873,hotpotqa#292,hotpotqa,3,1,452.0000,477
874,ds1000#352,ds1000,3,1,452.0000,478
875,ddxplus#296,ddxplus,3,1,452.0000,479
876,ds1000#92,ds1000,3,0,453.0000,479
877,hotpotqa#293,hotpotqa,3,1,453.0000,480
878,ddxplus#297,ddxplus,3,1,453.0000,481
879,ds1000#394,ds1000,3,0,454.0000,481
880,ds1000#259,ds1000,3,1,454.0000,482
881,ds1000#868,ds1000,3,1,454.0000,483
882,ds1000#798,ds1000,3,0,455.0000,483
883,ds1000#164,ds1000,3,0,456.0000,483
884,ddxplus#298,ddxplus,3,0,457.0000,483
885,hotpotqa#294,hotpotqa,3,1,457.0000,484
886,ds1000#244,ds1000,3,0,458.0000,484
887,ddxplus#299,ddxplus,3,1,458.0000,485
888,hotpotqa#295,hotpotqa,3,1,458.0000,486
889,hotpotqa#296,hotpotqa,3,1,458.0000,487
890,ds1000#829,ds1000,3,1,458.0000,489
891,hotpotqa#297,hotpotqa,3,0,459.0000,489
892,ds1000#796,ds1000,3,0,460.0000,489
893,ds1000#444,ds1000,3,0,461.0000,489
894,ds1000#354,ds1000,3,0,462.0000,489
895,ds1000#775,ds1000,3,0,463.0000,489
896,hotpotqa#298,hotpotqa,3,1,463.0000,490
897,ds1000#330,ds1000,3,0,464.0000,490
898,ds1000#382,ds1000,3,1,464.0000,491
899,hotpotqa#299,hotpotqa,3,0,465.0000,491
900,hotpotqa#300,hotpotqa,3,0,466.0000,491
901,ddxplus#300,ddxplus,3,1,466.0000,492
902,ddxplus#301,ddxplus,3,1,466.0000,493
903,hotpotqa#301,hotpotqa,3,0,467.0000,493
904,ds1000#62,ds1000,3,1,467.0000,494
905,hotpotqa#302,hotpotqa,3,0,468.0000,494
906,ddxplus#302,ddxplus,3,1,468.0000,495
907,ddxplus#303,ddxplus,3,1,468.0000,496
908,ds1000#878,ds1000,3,0,469.0000,496
909,ddxplus#304,ddxplus,3,1,469.0000,497
900,hotpotqa#300,hotpotqa,3,0,466.0000,491
901,ddxplus#300,ddxplus,3,1,466.0000,492
902,ddxplus#301,ddxplus,3,1,466.0000,493
903,hotpotqa#301,hotpotqa,3,0,467.0000,493
904,ds1000#62,ds1000,3,1,467.0000,494
905,hotpotqa#302,hotpotqa,3,0,468.0000,494
906,ddxplus#302,ddxplus,3,1,468.0000,495
907,ddxplus#303,ddxplus,3,1,468.0000,496
908,ds1000#878,ds1000,3,0,469.0000,496
909,ddxplus#304,ddxplus,3,1,469.0000,497
910,ds1000#842,ds1000,3,1,469.0000,501
911,hotpotqa#303,hotpotqa,3,1,469.0000,502
912,ddxplus#305,ddxplus,3,0,470.0000,502
913,ddxplus#306,ddxplus,3,1,470.0000,503
914,ds1000#344,ds1000,3,1,470.0000,504
915,ds1000#745,ds1000,3,0,471.0000,504
916,ds1000#336,ds1000,3,1,471.0000,505
917,ddxplus#307,ddxplus,3,1,471.0000,506
918,hotpotqa#304,hotpotqa,3,1,471.0000,507
919,hotpotqa#305,hotpotqa,3,1,471.0000,508
920,hotpotqa#306,hotpotqa,3,1,471.0000,509
921,ddxplus#308,ddxplus,3,1,471.0000,510
922,ddxplus#309,ddxplus,3,0,472.0000,510
923,ddxplus#310,ddxplus,3,1,472.0000,511
924,hotpotqa#307,hotpotqa,3,0,473.0000,511
925,hotpotqa#308,hotpotqa,3,1,473.0000,512
926,ds1000#44,ds1000,3,0,474.0000,512
927,ddxplus#311,ddxplus,3,1,474.0000,513
928,ddxplus#312,ddxplus,3,1,474.0000,514
929,ddxplus#313,ddxplus,3,0,475.0000,514
930,hotpotqa#309,hotpotqa,3,0,476.0000,514
931,hotpotqa#310,hotpotqa,3,0,477.0000,514
932,ddxplus#314,ddxplus,3,1,477.0000,515
933,ddxplus#315,ddxplus,3,1,477.0000,516
934,ddxplus#316,ddxplus,3,1,477.0000,517
935,ddxplus#317,ddxplus,3,1,477.0000,518
936,ddxplus#318,ddxplus,3,0,478.0000,518
937,hotpotqa#311,hotpotqa,3,0,479.0000,518
938,ddxplus#319,ddxplus,3,1,479.0000,519
939,hotpotqa#312,hotpotqa,3,0,480.0000,519
940,ddxplus#320,ddxplus,3,1,480.0000,521
941,ds1000#163,ds1000,3,0,481.0000,521
942,hotpotqa#313,hotpotqa,3,0,482.0000,521
943,ddxplus#321,ddxplus,3,1,482.0000,522
944,ddxplus#322,ddxplus,3,1,482.0000,523
945,ds1000#890,ds1000,3,1,482.0000,524
946,ds1000#936,ds1000,3,0,483.0000,524
947,hotpotqa#314,hotpotqa,3,0,484.0000,524
948,hotpotqa#315,hotpotqa,3,0,485.0000,524
949,hotpotqa#316,hotpotqa,3,1,485.0000,525
950,hotpotqa#317,hotpotqa,3,0,486.0000,525
951,ddxplus#323,ddxplus,3,1,486.0000,526
952,hotpotqa#318,hotpotqa,3,1,486.0000,527
953,ddxplus#324,ddxplus,3,0,487.0000,527
954,hotpotqa#319,hotpotqa,3,1,487.0000,528
955,hotpotqa#320,hotpotqa,3,1,487.0000,529
956,ds1000#153,ds1000,3,0,488.0000,529
957,ddxplus#325,ddxplus,3,1,488.0000,530
958,ddxplus#326,ddxplus,3,1,488.0000,531
959,hotpotqa#321,hotpotqa,3,1,488.0000,532
960,ds1000#219,ds1000,3,0,489.0000,534
961,ds1000#213,ds1000,3,1,489.0000,535
962,hotpotqa#322,hotpotqa,3,1,489.0000,536
963,hotpotqa#323,hotpotqa,3,1,489.0000,537
964,ddxplus#327,ddxplus,3,1,489.0000,538
965,ddxplus#328,ddxplus,3,1,489.0000,539
966,ddxplus#329,ddxplus,3,1,489.0000,540
967,ddxplus#330,ddxplus,3,0,490.0000,540
968,ddxplus#331,ddxplus,3,1,490.0000,541
969,hotpotqa#324,hotpotqa,3,1,490.0000,542
970,ds1000#591,ds1000,3,1,490.0000,543
971,ddxplus#332,ddxplus,3,1,490.0000,544
972,hotpotqa#325,hotpotqa,3,0,491.0000,544
973,ddxplus#333,ddxplus,3,1,491.0000,545
974,ddxplus#334,ddxplus,3,1,491.0000,546
975,hotpotqa#326,hotpotqa,3,1,491.0000,547
976,ddxplus#335,ddxplus,3,0,492.0000,547
977,ddxplus#336,ddxplus,3,0,493.0000,547
978,hotpotqa#327,hotpotqa,3,0,494.0000,547
979,ddxplus#337,ddxplus,3,0,495.0000,547
980,hotpotqa#328,hotpotqa,3,0,496.0000,547
981,hotpotqa#329,hotpotqa,3,1,496.0000,548
982,ddxplus#338,ddxplus,3,0,497.0000,548
983,hotpotqa#330,hotpotqa,3,1,497.0000,549
984,hotpotqa#331,hotpotqa,3,1,497.0000,550
985,ddxplus#339,ddxplus,3,1,497.0000,551
986,hotpotqa#332,hotpotqa,3,0,498.0000,551
987,ddxplus#340,ddxplus,3,1,498.0000,552
988,ddxplus#341,ddxplus,3,0,499.0000,552
989,ddxplus#342,ddxplus,3,1,499.0000,553
990,ds1000#12,ds1000,3,0,500.0000,554
991,hotpotqa#333,hotpotqa,3,0,501.0000,554
992,ddxplus#343,ddxplus,3,1,501.0000,555
993,hotpotqa#334,hotpotqa,3,0,502.0000,555
994,hotpotqa#335,hotpotqa,3,1,502.0000,556
995,hotpotqa#336,hotpotqa,3,0,503.0000,556
996,hotpotqa#337,hotpotqa,3,0,504.0000,556
997,ddxplus#344,ddxplus,3,1,504.0000,557
998,ddxplus#345,ddxplus,3,1,504.0000,558
999,ddxplus#346,ddxplus,3,1,504.0000,559
1000,hotpotqa#338,hotpotqa,3,0,505.0000,559
1001,ds1000#56,ds1000,3,0,506.0000,559
1002,ds1000#133,ds1000,3,0,507.0000,559
1003,ddxplus#347,ddxplus,3,1,507.0000,560
1004,ddxplus#348,ddxplus,3,0,508.0000,560
1005,ddxplus#349,ddxplus,3,1,508.0000,561
1006,hotpotqa#339,hotpotqa,3,1,508.0000,562
1007,hotpotqa#340,hotpotqa,3,1,508.0000,563
1008,ds1000#572,ds1000,3,1,508.0000,564
1009,ddxplus#350,ddxplus,3,1,508.0000,565
1010,hotpotqa#341,hotpotqa,3,1,508.0000,566
1011,ddxplus#351,ddxplus,3,1,508.0000,567
1012,hotpotqa#342,hotpotqa,3,0,509.0000,567
1013,ds1000#305,ds1000,3,1,509.0000,568
1014,ds1000#955,ds1000,3,1,509.0000,569
1015,hotpotqa#343,hotpotqa,3,1,509.0000,570
1016,ds1000#785,ds1000,3,1,509.0000,571
1017,ddxplus#352,ddxplus,3,1,509.0000,572
1018,ds1000#334,ds1000,3,1,509.0000,573
1019,ddxplus#353,ddxplus,3,1,509.0000,574
