step,pred_api,gold_api,n_icl,parse_ok,strict_correct,cumulative_regret,mem_size
310,Soccer Data%%Tournament List,Soccer Data%%Tournament List,3,1,1,137.0000,174
311,JAK_API%%Ben 10,JAK_API%%Ben 10,3,1,1,137.0000,175
312,Handball Data%%Daily Match List-Live,Handball Data%%Daily Match List-Live,3,1,1,137.0000,176
313,BART%%Advisory information,BART%%Advisory information,3,1,0,138.0000,176
314,Fluximmo%%get_portail_api,Fluximmo%%get_portail_api,3,1,1,138.0000,177
315,CatchLoc%%[Group Management] API access for modifying group information,PTL%%update,3,1,0,139.0000,177
316,getWolframAlphaResults,get_today_date,3,1,0,140.0000,177
317,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Español,Numbers Translator%%Numbers Translator,3,1,0,141.0000,177
318,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Español,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Español,3,1,1,141.0000,178
319,Numbers%%Get math fact,Numbers%%Get math fact,3,1,1,141.0000,179
320,Token API%%generate,Token API%%generate,3,1,1,141.0000,180
321,siteDomain%%industry list,siteDomain%%industry list,3,1,1,141.0000,181
322,colegiosantaana%%Evaluaciones-1,colegiosantaana%%Evaluaciones-1,3,1,1,141.0000,182
323,MikuAPI%%getRandomImage,MikuAPI%%getRandomImage,3,1,1,141.0000,183
324,colegiosantaana%%Evaluaciones-1,colegiosantaana%%Evaluaciones-1,3,1,1,141.0000,184
325,Numbers Translator%%Numbers Translator,Numbers Translator%%Numbers Translator,3,1,1,141.0000,185
326,CatchLoc%%[Group Management] API access for modifying group information,CatchLoc%%[Group Management] API access for modifying group information,3,1,1,141.0000,186
327,Fake Brightcove%%Temp Upload URLs,Fake Brightcove%%Temp Upload URLs,3,1,0,142.0000,186
328,Numbers%%Get math fact,Numbers%%Get math fact,3,1,1,142.0000,187
329,JAK_API%%Genshin Impact,JAK_API%%Genshin Impact,3,1,1,142.0000,188
330,get_today_date,get_today_date,3,1,1,142.0000,189
331,Soccer Data%%Tournament List,Soccer Data%%Tournament List,3,1,1,142.0000,190
332,get_arxiv_article_information,get_arxiv_article_information,3,1,1,142.0000,191
333,Fake Brightcove%%Temp Upload URLs,Fake Brightcove%%Temp Upload URLs,3,1,0,143.0000,191
334,colegiosantaana%%Disciplina-1,colegiosantaana%%Disciplina-1,3,1,1,143.0000,192
335,search_places,search_places,3,1,0,144.0000,192
336,Token API%%generate,Token API%%generate,3,1,1,144.0000,193
337,forecast_weather,forecast_weather,3,1,0,145.0000,193
338,Password Generator API%%Password of length 50,Password Generator API%%Password of length 50,3,1,1,145.0000,194
339,search_places,search_places,3,1,1,145.0000,195
340,pizzaallapala%%Get Producto Promo,pizzaallapala%%Get Producto Promo,3,1,1,145.0000,196
341,English Talking%%Get an answer,English Talking%%Get an answer,3,1,1,145.0000,197
342,Token API%%generate,Token API%%generate,3,1,1,145.0000,198
343,get_weather_today,get_weather_today,3,1,1,145.0000,199
344,get_weather_today,get_weather_today,3,1,1,145.0000,200
345,GamerPower%%Filter & Group Giveaways,GamerPower%%Live giveaways by type,3,1,0,146.0000,200
346,forecast_weather,forecast_weather,3,1,1,146.0000,201
347,disambiguation,disambiguation,3,1,1,146.0000,202
348,Handball Data%%Daily Match List-Scheduled,Handball Data%%Daily Match List-Live,3,1,0,147.0000,202
349,Numbers%%Get math fact,Numbers%%Get math fact,3,1,1,147.0000,203
350,Global Email V4%%Global Email V4,Global Email V4%%Global Email V4,3,1,1,147.0000,204
351,thailand%%thai4,thailand%%thai4,3,1,1,147.0000,205
352,Fluximmo%%get_portail_api,Fluximmo%%get_portail_api,3,1,1,147.0000,206
353,Marvel Vs Capcom 2%%Show Character,Marvel Vs Capcom 2%%Show Character,3,1,1,147.0000,207
354,JAK_API%%Genshin Impact,JAK_API%%Genshin Impact,3,1,1,147.0000,208
355,CatchLoc%%[Group Management] API access for modifying group information,CatchLoc%%[Group Management] API access for modifying group information,3,1,0,148.0000,208
356,siteDomain%%language list,siteDomain%%language list,3,1,1,148.0000,209
357,Password Generator API%%Password of length 50,Password Generator API%%Base,3,1,0,149.0000,209
358,Soccer Data%%Tournament List,Soccer Data%%Tournament List,3,1,1,149.0000,210
359,JAK_API%%Miraculous,JAK_API%%Miraculous,3,1,1,149.0000,211
360,pizzaallapala%%Get Producto Promo,pizzaallapala%%Get Producto Promo,3,1,1,149.0000,212
361,get_today_date,get_today_date,3,1,1,149.0000,213
362,get_arxiv_article_information,get_arxiv_article_information,3,1,0,150.0000,213
363,pizzaallapala%%Get Producto Promo,pizzaallapala%%Get Producto Promo,3,1,1,150.0000,214
364,Handball Data%%Daily Match List-Scheduled,Handball Data%%Daily Match List-Scheduled,3,1,1,150.0000,215
365,colegiosantaana%%Mensajes-1,colegiosantaana%%Mensajes-1,3,1,1,150.0000,216
366,F1 Latest News%%GET recent F1 news from all sources,F1 Latest News%%GET recent F1 news from all sources,3,1,1,150.0000,217
367,None,PTL%%update,3,1,0,151.0000,217
368,English Talking%%Get an answer,English Talking%%Get an answer,3,1,0,152.0000,217
369,Grup Terbuka%%Kirim Pesan,Grup Terbuka%%Kirim Pesan,3,1,0,153.0000,217
370,getWolframAlphaResults,getWolframAlphaResults,3,1,1,153.0000,218
371,BART%%Advisory information,BART%%Advisory information,3,1,0,154.0000,218
372,Football Dolphin%%Head to head statistics,Football Dolphin%%Head to head statistics,3,1,0,155.0000,218
373,get_arxiv_article_information,get_arxiv_article_information,3,1,0,156.0000,218
374,search,search,3,1,0,157.0000,218
375,Places%%Geographic coordinates by placename,Places%%Geographic coordinates by placename,3,1,1,157.0000,219
376,JAK_API%%Miraculous,JAK_API%%Miraculous,3,1,1,157.0000,220
377,NumbersTranslator%%Numbers Translator,search,3,1,0,158.0000,220
378,JAK_API%%Miraculous,JAK_API%%Miraculous,3,1,1,158.0000,221
379,Football Dolphin%%Head to head statistics,Football Dolphin%%Head to head statistics,3,1,0,159.0000,221
380,Stadia Maps Time Zone API%%TZ Lookup by Location,Stadia Maps Time Zone API%%TZ Lookup by Location,3,1,1,159.0000,222
381,siteDomain%%language list,siteDomain%%language list,3,1,1,159.0000,223
382,forecast_weather,forecast_weather,3,1,1,159.0000,224
383,add_date,add_date,3,1,1,159.0000,225
384,get_arxiv_article_information,get_arxiv_article_information,3,1,0,160.0000,225
385,search,getWolframAlphaResults,3,1,0,161.0000,225
386,English Talking%%Get an answer,English Talking%%Get an answer,3,1,1,161.0000,226
387,siteDomain%%language list,siteDomain%%language list,3,1,1,161.0000,227
388,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Español,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Español,3,1,0,162.0000,227
389,get_arxiv_article_information,get_arxiv_article_information,3,1,0,163.0000,227
390,GamerPower%%Filter & Group Giveaways,GamerPower%%Live giveaways by type,3,1,0,164.0000,227
391,Marvel Vs Capcom 2%%Show Character,Marvel Vs Capcom 2%%Show Character,3,1,1,164.0000,228
392,colegiosantaana%%Evaluaciones-1,colegiosantaana%%Evaluaciones-1,3,1,1,164.0000,229
393,search,search_general,3,1,0,165.0000,229
394,forecast_weather,Weather_dataSet%%Weather_dataSet,3,1,0,166.0000,229
395,JAK_API%%Genshin Impact,JAK_API%%Genshin Impact,3,1,1,166.0000,230
396,colegiosantaana%%Mensajes-1,colegiosantaana%%Mensajes-1,3,1,1,166.0000,231
397,Token API%%generate,Token API%%generate,3,1,1,166.0000,232
398,Grup Terbuka%%Kirim Pesan,Grup Terbuka%%Kirim Pesan,3,1,0,167.0000,232
399,colegiosantaana%%Mensajes-1,colegiosantaana%%Mensajes-1,3,1,1,167.0000,233
400,search,search_general,3,1,0,168.0000,233
401,Stadia Maps Time Zone API%%TZ Lookup by Location,Stadia Maps Time Zone API%%TZ Lookup by Location,3,1,1,168.0000,234
402,BART%%Advisory information,BART%%Advisory information,3,1,1,168.0000,235
403,MikuAPI%%getRandomImage,MikuAPI%%getRandomImage,3,1,1,168.0000,236
404,get_today_date,get_today_date,3,1,1,168.0000,237
405,Car database%%Makes,Car database%%Makes,3,1,1,168.0000,238
406,Fluximmo%%get_portail_api,Fluximmo%%get_portail_api,3,1,1,168.0000,239
407,MikuAPI%%getRandomImage,MikuAPI%%getRandomImage,3,1,1,168.0000,240
408,JAK_API%%Brawl Stars,JAK_API%%Brawl Stars,3,1,1,168.0000,241
409,getWolframAlphaResults,getWolframAlphaResults,3,1,0,169.0000,241
410,Marvel Vs Capcom 2%%Show Character,Marvel Vs Capcom 2%%Show Character,3,1,1,169.0000,242
411,BART%%Advisory information,BART%%Advisory information,3,1,0,170.0000,242
412,BART%%Advisory information,BART%%Advisory information,3,1,0,171.0000,242
413,JAK_API%%Miraculous,JAK_API%%Miraculous,3,1,1,171.0000,243
414,Handball Data%%Daily Match List-Scheduled,Handball Data%%Daily Match List-Scheduled,3,1,0,172.0000,243
415,Handball Data%%Daily Match List-Scheduled,Handball Data%%Daily Match List-Scheduled,3,1,1,172.0000,244
416,Numbers Translator%%Numbers Translator,Numbers Translator%%Numbers Translator,3,1,1,172.0000,245
417,JAK_API%%Brawl Stars,JAK_API%%Brawl Stars,3,1,1,172.0000,246
418,add_date,add_date,3,1,1,172.0000,247
419,pizzaallapala%%Get Producto Promo,pizzaallapala%%Get Producto Promo,3,1,1,172.0000,248
420,Grup Terbuka%%Kirim Pesan,Grup Terbuka%%Kirim Pesan,3,1,0,173.0000,248
421,forecast_weather,forecast_weather,3,1,1,173.0000,249
422,JAK_API%%Miraculous,JAK_API%%Miraculous,3,1,1,173.0000,250
423,CatchLoc%%[Group Management] API access for modifying group information,CatchLoc%%[Group Management] API access for modifying group information,3,1,0,174.0000,250
424,MikuAPI%%getRandomImage,MikuAPI%%getRandomImage,3,1,1,174.0000,251
425,forecast_weather,forecast_weather,3,1,1,174.0000,252
426,BART%%Advisory information,BART%%Advisory information,3,1,1,174.0000,253
427,Fake Brightcove%%Temp Upload URLs,Fake Brightcove%%Temp Upload URLs,3,1,0,175.0000,253
428,Marvel Vs Capcom 2%%Show Character,Marvel Vs Capcom 2%%Show Character,3,1,1,175.0000,254
429,Marvel Vs Capcom 2%%Show Character,Marvel Vs Capcom 2%%Show Character,3,1,1,175.0000,255
430,Global Email V4%%Global Email V4,Global Email V4%%Global Email V4,3,1,0,176.0000,255
431,Stadia Maps Time Zone API%%TZ Lookup by Location,Stadia Maps Time Zone API%%TZ Lookup by Location,3,1,1,176.0000,256
432,Password Generator API%%Password of length 50,Password Generator API%%Password of length 50,3,1,1,176.0000,257
433,Grup Terbuka%%Kirim Pesan,Grup Terbuka%%Kirim Pesan,3,1,0,177.0000,257
434,colegiosantaana%%Disciplina-1,colegiosantaana%%Disciplina-1,3,1,1,177.0000,258
435,colegiosantaana%%Evaluaciones-1,colegiosantaana%%Evaluaciones-1,3,1,1,177.0000,259
436,add_date,add_date,3,1,1,177.0000,260
437,search,search,3,1,1,177.0000,261
438,BART%%Advisory information,BART%%Advisory information,3,1,0,178.0000,261
439,siteDomain%%language list,siteDomain%%language list,3,1,1,178.0000,262
440,Soccer Data%%Tournament List,Soccer Data%%Tournament List,3,1,1,178.0000,263
441,get_weather_today,Weather_dataSet%%Weather_dataSet,3,1,0,179.0000,263
442,siteDomain%%language list,siteDomain%%language list,3,1,1,179.0000,264
443,get_today_date,get_today_date,3,1,1,179.0000,265
444,Numbers Translator%%Numbers Translator,Numbers Translator%%Numbers Translator,3,1,1,179.0000,266
445,JAK_API%%Ben 10,JAK_API%%Ben 10,3,1,1,179.0000,267
446,disambiguation,Places%%Geographic coordinates by placename,3,1,0,180.0000,267
447,Marvel Vs Capcom 2%%All Characters,Marvel Vs Capcom 2%%All Characters,3,1,1,180.0000,268
448,GamerPower%%Filter & Group Giveaways,GamerPower%%Filter & Group Giveaways,3,1,1,180.0000,269
449,JAK_API%%Brawl Stars,JAK_API%%Brawl Stars,3,1,1,180.0000,270
450,pizzaallapala%%Get Producto Promo,pizzaallapala%%Get Producto Promo,3,1,1,180.0000,271
451,get_weather_today,Weather_dataSet%%Weather_dataSet,3,1,0,181.0000,271
452,colegiosantaana%%Disciplina-1,colegiosantaana%%Disciplina-1,3,1,1,181.0000,272
453,English Talking%%Get an answer,English Talking%%Get an answer,3,1,1,181.0000,273
454,F1 Latest News%%GET recent F1 news from all sources,F1 Latest News%%GET recent F1 news from all sources,3,1,1,181.0000,274
455,Numbers Translator%%Numbers Translator,Numbers Translator%%Numbers Translator,3,1,1,181.0000,275
456,siteDomain%%industry list,siteDomain%%industry list,3,1,1,181.0000,276
457,BART%%Advisory information,BART%%Advisory information,3,1,0,182.0000,276
458,getWolframAlphaResults,getWolframAlphaResults,3,1,1,182.0000,277
459,JAK_API%%Brawl Stars,JAK_API%%Brawl Stars,3,1,1,182.0000,278
460,Soccer Data%%Tournament List,Soccer Data%%Tournament List,3,1,1,182.0000,279
461,search,search_general,3,1,0,183.0000,279
462,get_weather_today,get_weather_today,3,1,1,183.0000,280
463,get_arxiv_article_information,get_arxiv_article_information,3,1,0,184.0000,280
464,getWolframAlphaResults,search,3,1,0,185.0000,280
465,getWolframAlphaResults,getWolframAlphaResults,3,1,0,186.0000,280
466,Handball Data%%Daily Match List-Live,Handball Data%%Daily Match List-Live,3,1,0,187.0000,280
467,search,search_general,3,1,0,188.0000,280
468,search_places,search_places,3,1,0,189.0000,280
469,GamerPower%%Filter & Group Giveaways,GamerPower%%Live giveaways by type,3,1,0,190.0000,280
470,Numbers%%Get math fact,Numbers%%Get math fact,3,1,1,190.0000,281
471,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Español,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Español,3,1,0,191.0000,281
472,F1 Latest News%%GET recent F1 news from all sources,F1 Latest News%%GET recent F1 news from all sources,3,1,1,191.0000,282
473,Password Generator API%%Password of length 50,Password Generator API%%Password of length 50,3,1,1,191.0000,283
474,get_weather_today,get_weather_today,3,1,1,191.0000,284
475,get_weather_today,get_weather_today,3,1,1,191.0000,285
476,BART%%Advisory information,BART%%Advisory information,3,1,0,192.0000,285
477,get_weather_today,get_weather_today,3,1,1,192.0000,286
478,GamerPower%%Filter & Group Giveaways,GamerPower%%Filter & Group Giveaways,3,1,0,193.0000,286
479,GamerPower%%Filter & Group Giveaways,GamerPower%%Live giveaways by type,3,1,0,194.0000,286
480,colegiosantaana%%Evaluaciones-1,colegiosantaana%%Evaluaciones-1,3,1,1,194.0000,287
481,thailand%%thai4,thailand%%thai4,3,1,1,194.0000,288
482,Handball Data%%Daily Match List-Scheduled,Handball Data%%Daily Match List-Scheduled,3,1,1,194.0000,289
483,siteDomain%%industry list,siteDomain%%industry list,3,1,1,194.0000,290
484,F1 Latest News%%GET recent F1 news from all sources,F1 Latest News%%GET recent F1 news from all sources,3,1,1,194.0000,291
485,Numbers%%Get math fact,Numbers%%Get math fact,3,1,1,194.0000,292
486,forecast_weather,forecast_weather,3,1,0,195.0000,292
487,siteDomain%%industry list,siteDomain%%industry list,3,1,1,195.0000,293
488,disambiguation,Places%%Geographic coordinates by placename,3,1,0,196.0000,293
489,English Talking%%Get an answer,English Talking%%Get an answer,3,1,0,197.0000,293
490,Marvel Vs Capcom 2%%All Characters,Marvel Vs Capcom 2%%All Characters,3,1,1,197.0000,294
491,add_date,add_date,3,1,0,198.0000,294
492,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Español,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Ingles,3,1,0,199.0000,294
493,colegiosantaana%%Disciplina-1,colegiosantaana%%Disciplina-1,3,1,1,199.0000,295
494,search_places,search,3,1,0,200.0000,295
495,Handball Data%%Daily Match List-Scheduled,Handball Data%%Daily Match List-Live,3,1,0,201.0000,295
496,colegiosantaana%%Evaluaciones-1,colegiosantaana%%Evaluaciones-1,3,1,1,201.0000,296
497,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Español,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Español,3,1,1,201.0000,297
498,GamerPower%%Filter & Group Giveaways,GamerPower%%Live giveaways by type,3,1,0,202.0000,297
499,forecast_weather,forecast_weather,3,1,0,203.0000,297
500,Soccer Data%%Tournament List,Soccer Data%%Tournament List,3,1,1,203.0000,298
501,Password Generator API%%Password of length 50,Password Generator API%%Base,3,1,0,204.0000,298
502,Token API%%generate,Token API%%generate,3,1,1,204.0000,299
503,add_date,add_date,3,1,1,204.0000,300
504,colegiosantaana%%Evaluaciones-1,colegiosantaana%%Evaluaciones-1,3,1,1,204.0000,301
505,forecast_weather,Weather_dataSet%%Weather_dataSet,3,1,0,205.0000,301
506,thailand%%thai4,thailand%%thai4,3,1,1,205.0000,302
507,BART%%Advisory information,BART%%Advisory information,3,1,0,206.0000,302
508,colegiosantaana%%Mensajes-1,colegiosantaana%%Mensajes-1,3,1,1,206.0000,303
509,Global Email V4%%Global Email V4,Global Email V4%%Global Email V4,3,1,0,207.0000,303
510,Handball Data%%Daily Match List-Scheduled,Handball Data%%Daily Match List-Scheduled,3,1,1,207.0000,304
511,NumbersTranslator%%Numbers Translator,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Ingles,3,1,0,208.0000,304
512,Numbers%%Get math fact,Numbers%%Get math fact,3,1,1,208.0000,305
513,GamerPower%%Live giveaways by type,GamerPower%%Live giveaways by type,3,1,1,208.0000,306
514,disambiguation,disambiguation,3,1,0,209.0000,306
515,Stadia Maps Time Zone API%%TZ Lookup by Location,Stadia Maps Time Zone API%%TZ Lookup by Location,3,1,0,210.0000,306
516,JAK_API%%Miraculous,JAK_API%%Miraculous,3,1,1,210.0000,307
517,get_weather_today,get_weather_today,3,1,1,210.0000,308
518,Football Dolphin%%Head to head statistics,Football Dolphin%%Head to head statistics,3,1,1,210.0000,309
519,search,search_general,3,1,0,211.0000,309
520,JAK_API%%Miraculous,JAK_API%%Miraculous,3,1,1,211.0000,310
521,JAK_API%%Genshin Impact,JAK_API%%Genshin Impact,3,1,1,211.0000,311
522,Fluximmo%%get_portail_api,Fluximmo%%get_portail_api,3,1,1,211.0000,312
523,Marvel Vs Capcom 2%%Show Character,Marvel Vs Capcom 2%%Show Character,3,1,1,211.0000,313
524,Global Email V4%%Global Email V4,search_general,3,1,0,212.0000,313
525,forecast_weather,forecast_weather,3,1,1,212.0000,314
526,JAK_API%%Genshin Impact,JAK_API%%Genshin Impact,3,1,1,212.0000,315
527,Numbers Translator%%Numbers Translator,Numbers Translator%%Numbers Translator,3,1,1,212.0000,316
528,F1 Latest News%%GET recent F1 news from all sources,F1 Latest News%%GET recent F1 news from all sources,3,1,1,212.0000,317
529,thailand%%thai4,thailand%%thai4,3,1,1,212.0000,318
530,colegiosantaana%%Disciplina-1,colegiosantaana%%Disciplina-1,3,1,1,212.0000,319
531,get_arxiv_article_information,get_arxiv_article_information,3,1,0,213.0000,319
532,Car database%%Makes,Car database%%Makes,3,1,1,213.0000,320
533,Marvel Vs Capcom 2%%All Characters,Marvel Vs Capcom 2%%All Characters,3,1,1,213.0000,321
534,Grup Terbuka%%Kirim Pesan,Grup Terbuka%%Kirim Pesan,3,1,0,214.0000,321
535,pizzaallapala%%Get Producto Promo,pizzaallapala%%Get Producto Promo,3,1,1,214.0000,322
536,Grup Terbuka%%Kirim Pesan,Grup Terbuka%%Kirim Pesan,3,1,0,215.0000,322
537,thailand%%thai4,thailand%%thai4,3,1,1,215.0000,323
538,Fake Brightcove%%Temp Upload URLs,Fake Brightcove%%Temp Upload URLs,3,1,0,216.0000,323
539,colegiosantaana%%Mensajes-1,colegiosantaana%%Mensajes-1,3,1,1,216.0000,324
540,Handball Data%%Daily Match List-Scheduled,Handball Data%%Daily Match List-Scheduled,3,1,1,216.0000,325
541,Numbers%%Get math fact,Numbers%%Get math fact,3,1,1,216.0000,326
542,Fluximmo%%get_portail_api,Fluximmo%%get_portail_api,3,1,1,216.0000,327
543,Handball Data%%Daily Match List-Live,Handball Data%%Daily Match List-Live,3,1,1,216.0000,328
544,CatchLoc%%[Group Management] API access for modifying group information,PTL%%update,3,1,0,217.0000,328
545,Football Dolphin%%Head to head statistics,Football Dolphin%%Head to head statistics,3,1,0,218.0000,328
546,Token API%%generate,Token API%%generate,3,1,1,218.0000,329
547,get_arxiv_article_information,get_arxiv_article_information,3,1,0,219.0000,329
548,JAK_API%%Miraculous,JAK_API%%Miraculous,3,1,1,219.0000,330
549,siteDomain%%industry list,get_arxiv_article_information,3,1,0,220.0000,330
550,siteDomain%%industry list,siteDomain%%industry list,3,1,1,220.0000,331
551,Grup Terbuka%%Kirim Pesan,Grup Terbuka%%Kirim Pesan,3,1,0,221.0000,331
552,siteDomain%%industry list,getWolframAlphaResults,3,1,0,222.0000,331
553,Stadia Maps Time Zone API%%TZ Lookup by Location,Stadia Maps Time Zone API%%TZ Lookup by Location,3,1,1,222.0000,332
554,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Español,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Español,3,1,0,223.0000,332
555,colegiosantaana%%Evaluaciones-1,colegiosantaana%%Evaluaciones-1,3,1,1,223.0000,333
556,disambiguation,getWolframAlphaResults,3,1,0,224.0000,333
557,JAK_API%%Brawl Stars,JAK_API%%Brawl Stars,3,1,1,224.0000,334
558,GamerPower%%Filter & Group Giveaways,GamerPower%%Filter & Group Giveaways,3,1,0,225.0000,334
559,Password Generator API%%Password of length 50,Password Generator API%%Password of length 50,3,1,1,225.0000,335
560,JAK_API%%Miraculous,JAK_API%%Miraculous,3,1,1,225.0000,336
561,siteDomain%%industry list,siteDomain%%industry list,3,1,1,225.0000,337
562,get_today_date,get_today_date,3,1,1,225.0000,338
563,add_date,add_date,3,1,1,225.0000,339
564,Numbers%%Get math fact,Numbers%%Get math fact,3,1,1,225.0000,340
565,Fake Brightcove%%Temp Upload URLs,Fake Brightcove%%Temp Upload URLs,3,1,0,226.0000,340
566,JAK_API%%Genshin Impact,JAK_API%%Genshin Impact,3,1,1,226.0000,341
567,GamerPower%%Filter & Group Giveaways,GamerPower%%Filter & Group Giveaways,3,1,0,227.0000,341
568,forecast_weather,forecast_weather,3,1,1,227.0000,342
569,disambiguation,disambiguation,3,1,0,228.0000,342
570,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Español,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Español,3,1,1,228.0000,343
571,BART%%Advisory information,BART%%Advisory information,3,1,1,228.0000,344
572,disambiguation,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Ingles,3,1,0,229.0000,344
573,Fake Brightcove%%Temp Upload URLs,Fake Brightcove%%Temp Upload URLs,3,1,0,230.0000,344
574,forecast_weather,forecast_weather,3,1,1,230.0000,345
575,Handball Data%%Daily Match List-Scheduled,Handball Data%%Daily Match List-Live,3,1,0,231.0000,345
576,MikuAPI%%getRandomImage,MikuAPI%%getRandomImage,3,1,1,231.0000,346
577,GamerPower%%Filter & Group Giveaways,GamerPower%%Filter & Group Giveaways,3,1,0,232.0000,346
578,Stadia Maps Time Zone API%%TZ Lookup by Location,Stadia Maps Time Zone API%%TZ Lookup by Location,3,1,1,232.0000,347
579,Places%%Geographic coordinates by placename,Places%%Geographic coordinates by placename,3,1,0,233.0000,347
580,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Español,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Ingles,3,1,0,234.0000,347
581,JAK_API%%Ben 10,JAK_API%%Ben 10,3,1,1,234.0000,348
582,siteDomain%%language list,siteDomain%%language list,3,1,1,234.0000,349
583,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Ingles,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Ingles,3,1,1,234.0000,350
584,Stadia Maps Time Zone API%%TZ Lookup by Location,Places%%Geographic coordinates by placename,3,1,0,235.0000,350
585,JAK_API%%Miraculous,JAK_API%%Miraculous,3,1,1,235.0000,351
586,search,search,3,1,0,236.0000,351
587,add_date,add_date,3,1,1,236.0000,352
588,colegiosantaana%%Mensajes-1,colegiosantaana%%Mensajes-1,3,1,1,236.0000,353
589,pizzaallapala%%Get Producto Promo,pizzaallapala%%Get Producto Promo,3,1,1,236.0000,354
590,Numbers%%Get math fact,Numbers%%Get math fact,3,1,1,236.0000,355
591,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Español,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Español,3,1,0,237.0000,355
592,Grup Terbuka%%Kirim Pesan,Grup Terbuka%%Kirim Pesan,3,1,0,238.0000,355
593,colegiosantaana%%Mensajes-1,colegiosantaana%%Mensajes-1,3,1,1,238.0000,356
594,getWolframAlphaResults,search_general,3,1,0,239.0000,356
595,search_places,search_places,3,1,0,240.0000,356
596,JAK_API%%Brawl Stars,JAK_API%%Brawl Stars,3,1,1,240.0000,357
597,JAK_API%%Genshin Impact,JAK_API%%Genshin Impact,3,1,1,240.0000,358
598,pizzaallapala%%Get Producto Promo,pizzaallapala%%Get Producto Promo,3,1,1,240.0000,359
599,Car database%%Makes,Car database%%Makes,3,1,1,240.0000,360
600,JAK_API%%Brawl Stars,JAK_API%%Brawl Stars,3,1,1,240.0000,361
601,JAK_API%%Ben 10,JAK_API%%Ben 10,3,1,1,240.0000,362
602,MikuAPI%%getRandomImage,MikuAPI%%getRandomImage,3,1,1,240.0000,363
603,Marvel Vs Capcom 2%%Show Character,Marvel Vs Capcom 2%%Show Character,3,1,1,240.0000,364
604,GamerPower%%Filter & Group Giveaways,GamerPower%%Live giveaways by type,3,1,0,241.0000,364
605,JAK_API%%Ben 10,JAK_API%%Ben 10,3,1,1,241.0000,365
606,JAK_API%%Miraculous,JAK_API%%Miraculous,3,1,1,241.0000,366
607,MikuAPI%%getRandomImage,MikuAPI%%getRandomImage,3,1,1,241.0000,367
608,colegiosantaana%%Evaluaciones-1,colegiosantaana%%Evaluaciones-1,3,1,1,241.0000,368
609,getWolframAlphaResults,search,3,1,0,242.0000,368
610,Stadia Maps Time Zone API%%TZ Lookup by Location,Stadia Maps Time Zone API%%TZ Lookup by Location,3,1,1,242.0000,369
611,siteDomain%%industry list,JAK_API%%Ben 10,3,1,0,243.0000,369
612,Global Email V4%%Global Email V4,Global Email V4%%Global Email V4,3,1,0,244.0000,369
613,MikuAPI%%getRandomImage,MikuAPI%%getRandomImage,3,1,1,244.0000,370
614,CatchLoc%%[Group Management] API access for modifying group information,CatchLoc%%[Group Management] API access for modifying group information,3,1,0,245.0000,370
615,Soccer Data%%Tournament List,Soccer Data%%Tournament List,3,1,1,245.0000,371
616,Handball Data%%Daily Match List-Scheduled,Handball Data%%Daily Match List-Live,3,1,0,246.0000,371
617,Password Generator API%%Password of length 50,Password Generator API%%Password of length 50,3,1,1,246.0000,372
618,get_arxiv_article_information,get_arxiv_article_information,3,1,0,247.0000,372
619,disambiguation,disambiguation,3,1,1,247.0000,373
620,English Talking%%Get an answer,English Talking%%Get an answer,3,1,1,247.0000,374
621,JAK_API%%Genshin Impact,JAK_API%%Genshin Impact,3,1,1,247.0000,375
622,disambiguation,Weather_dataSet%%Weather_dataSet,3,1,0,248.0000,375
623,Password Generator API%%Base,Password Generator API%%Base,3,1,1,248.0000,376
624,JAK_API%%Brawl Stars,JAK_API%%Brawl Stars,3,1,1,248.0000,377
625,search,disambiguation,3,1,0,249.0000,377
626,get_arxiv_article_information,get_arxiv_article_information,3,1,0,250.0000,377
627,Handball Data%%Daily Match List-Scheduled,Handball Data%%Daily Match List-Scheduled,3,1,0,251.0000,377
628,Football Dolphin%%Head to head statistics,Football Dolphin%%Head to head statistics,3,1,0,252.0000,377
629,search_places,search_places,3,1,0,253.0000,377
630,search_places,search_places,3,1,1,253.0000,378
631,Car database%%Makes,Car database%%Makes,3,1,1,253.0000,379
