step,pred_api,gold_api,n_icl,strict_correct,cumulative_regret,mem_size
326,CatchLoc%%[Group Management] API access for modifying group information,CatchLoc%%[Group Management] API access for modifying group information,3,1,133.0000,204
327,Fake Brightcove%%Temp Upload URLs,Fake Brightcove%%Temp Upload URLs,3,0,134.0000,204
328,Numbers%%Get math fact,Numbers%%Get math fact,3,1,134.0000,205
329,JAK_API%%Genshin Impact,JAK_API%%Genshin Impact,3,1,134.0000,206
330,get_today_date,get_today_date,3,1,134.0000,207
331,Soccer Data%%Tournament List,Soccer Data%%Tournament List,3,1,134.0000,208
332,get_arxiv_article_information,get_arxiv_article_information,3,1,134.0000,209
333,Fake Brightcove%%Temp Upload URLs,Fake Brightcove%%Temp Upload URLs,3,0,135.0000,209
334,colegiosantaana%%Disciplina-1,colegiosantaana%%Disciplina-1,3,1,135.0000,210
335,search_places,search_places,3,0,136.0000,210
336,Token API%%generate,Token API%%generate,3,1,136.0000,211
337,forecast_weather,forecast_weather,3,0,137.0000,211
338,Password Generator API%%Password of length 50,Password Generator API%%Password of length 50,3,1,137.0000,212
339,search_places,search_places,3,1,137.0000,213
340,pizzaallapala%%Get Producto Promo,pizzaallapala%%Get Producto Promo,3,1,137.0000,214
341,English Talking%%Get an answer,English Talking%%Get an answer,3,1,137.0000,215
342,Token API%%generate,Token API%%generate,3,1,137.0000,216
343,get_weather_today,get_weather_today,3,1,137.0000,217
344,get_weather_today,get_weather_today,3,1,137.0000,218
345,GamerPower%%Live giveaways by type,GamerPower%%Live giveaways by type,3,0,138.0000,218
346,forecast_weather,forecast_weather,3,1,138.0000,219
347,disambiguation,disambiguation,3,1,138.0000,220
348,Handball Data%%Daily Match List-Scheduled,Handball Data%%Daily Match List-Live,3,0,139.0000,220
349,Numbers%%Get math fact,Numbers%%Get math fact,3,1,139.0000,221
350,Global Email V4%%Global Email V4,Global Email V4%%Global Email V4,3,1,139.0000,223
351,thailand%%thai4,thailand%%thai4,3,1,139.0000,224
352,Fluximmo%%get_portail_api,Fluximmo%%get_portail_api,3,1,139.0000,225
353,Marvel Vs Capcom 2%%Show Character,Marvel Vs Capcom 2%%Show Character,3,1,139.0000,226
354,JAK_API%%Genshin Impact,JAK_API%%Genshin Impact,3,1,139.0000,227
355,CatchLoc%%[Group Management] API access for modifying group information,CatchLoc%%[Group Management] API access for modifying group information,3,1,139.0000,228
356,siteDomain%%language list,siteDomain%%language list,3,1,139.0000,229
357,Password Generator API%%Password of length 50,Password Generator API%%Base,3,0,140.0000,229
358,Soccer Data%%Tournament List,Soccer Data%%Tournament List,3,1,140.0000,230
359,JAK_API%%Miraculous,JAK_API%%Miraculous,3,1,140.0000,231
360,pizzaallapala%%Get Producto Promo,pizzaallapala%%Get Producto Promo,3,1,140.0000,232
361,get_today_date,get_today_date,3,1,140.0000,233
362,get_arxiv_article_information,get_arxiv_article_information,3,0,141.0000,233
363,pizzaallapala%%Get Producto Promo,pizzaallapala%%Get Producto Promo,3,1,141.0000,234
364,Handball Data%%Daily Match List-Scheduled,Handball Data%%Daily Match List-Scheduled,3,1,141.0000,235
365,colegiosantaana%%Mensajes-1,colegiosantaana%%Mensajes-1,3,1,141.0000,236
366,F1 Latest News%%GET recent F1 news from all sources,F1 Latest News%%GET recent F1 news from all sources,3,1,141.0000,237
367,None,PTL%%update,3,0,142.0000,237
368,English Talking%%Get an answer,English Talking%%Get an answer,3,0,143.0000,237
369,Grup Terbuka%%Kirim Pesan,Grup Terbuka%%Kirim Pesan,3,0,144.0000,237
370,getWolframAlphaResults,getWolframAlphaResults,3,1,144.0000,238
371,BART%%Advisory information,BART%%Advisory information,3,0,145.0000,238
372,Football Dolphin%%Head to head statistics,Football Dolphin%%Head to head statistics,3,0,146.0000,238
373,get_arxiv_article_information,get_arxiv_article_information,3,0,147.0000,238
374,getWolframAlphaResults,search,3,0,148.0000,238
375,Places%%Geographic coordinates by placename,Places%%Geographic coordinates by placename,3,0,149.0000,238
376,JAK_API%%Miraculous,JAK_API%%Miraculous,3,1,149.0000,239
377,getWolframAlphaResults,search,3,0,150.0000,239
378,JAK_API%%Miraculous,JAK_API%%Miraculous,3,1,150.0000,240
379,Football Dolphin%%Head to head statistics,Football Dolphin%%Head to head statistics,3,0,151.0000,240
380,Stadia Maps Time Zone API%%TZ Lookup by Location,Stadia Maps Time Zone API%%TZ Lookup by Location,3,1,151.0000,241
381,siteDomain%%language list,siteDomain%%language list,3,1,151.0000,242
382,forecast_weather,forecast_weather,3,1,151.0000,243
383,add_date,add_date,3,1,151.0000,244
384,get_arxiv_article_information,get_arxiv_article_information,3,0,152.0000,244
385,search,getWolframAlphaResults,3,0,153.0000,244
386,English Talking%%Get an answer,English Talking%%Get an answer,3,1,153.0000,245
387,siteDomain%%language list,siteDomain%%language list,3,1,153.0000,246
388,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Español,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Español,3,0,154.0000,246
389,get_arxiv_article_information,get_arxiv_article_information,3,0,155.0000,246
390,GamerPower%%Live giveaways by type,GamerPower%%Live giveaways by type,3,0,156.0000,246
391,Marvel Vs Capcom 2%%Show Character,Marvel Vs Capcom 2%%Show Character,3,1,156.0000,247
392,colegiosantaana%%Evaluaciones-1,colegiosantaana%%Evaluaciones-1,3,1,156.0000,248
393,search,search_general,3,0,157.0000,248
394,forecast_weather,Weather_dataSet%%Weather_dataSet,3,0,158.0000,248
395,JAK_API%%Genshin Impact,JAK_API%%Genshin Impact,3,1,158.0000,249
396,colegiosantaana%%Mensajes-1,colegiosantaana%%Mensajes-1,3,1,158.0000,250
397,Token API%%generate,Token API%%generate,3,1,158.0000,251
398,Grup Terbuka%%Kirim Pesan,Grup Terbuka%%Kirim Pesan,3,0,159.0000,251
399,colegiosantaana%%Mensajes-1,colegiosantaana%%Mensajes-1,3,1,159.0000,252
400,search,search_general,3,0,160.0000,252
401,Stadia Maps Time Zone API%%TZ Lookup by Location,Stadia Maps Time Zone API%%TZ Lookup by Location,3,1,160.0000,253
402,BART%%Advisory information,BART%%Advisory information,3,1,160.0000,254
403,MikuAPI%%getRandomImage,MikuAPI%%getRandomImage,3,1,160.0000,255
404,get_today_date,get_today_date,3,1,160.0000,256
405,Car database%%Makes,Car database%%Makes,3,1,160.0000,257
406,Fluximmo%%get_portail_api,Fluximmo%%get_portail_api,3,1,160.0000,258
407,MikuAPI%%getRandomImage,MikuAPI%%getRandomImage,3,1,160.0000,259
408,JAK_API%%Brawl Stars,JAK_API%%Brawl Stars,3,1,160.0000,260
409,getWolframAlphaResults,getWolframAlphaResults,3,0,161.0000,260
410,Marvel Vs Capcom 2%%Show Character,Marvel Vs Capcom 2%%Show Character,3,1,161.0000,261
411,BART%%Advisory information,BART%%Advisory information,3,0,162.0000,261
412,BART%%Advisory information,BART%%Advisory information,3,0,163.0000,261
413,JAK_API%%Miraculous,JAK_API%%Miraculous,3,1,163.0000,262
414,Handball Data%%Daily Match List-Scheduled,Handball Data%%Daily Match List-Scheduled,3,0,164.0000,262
415,Handball Data%%Daily Match List-Scheduled,Handball Data%%Daily Match List-Scheduled,3,1,164.0000,263
416,Numbers Translator%%Numbers Translator,Numbers Translator%%Numbers Translator,3,1,164.0000,264
417,JAK_API%%Brawl Stars,JAK_API%%Brawl Stars,3,1,164.0000,265
418,add_date,add_date,3,1,164.0000,266
419,pizzaallapala%%Get Producto Promo,pizzaallapala%%Get Producto Promo,3,1,164.0000,267
420,Grup Terbuka%%Kirim Pesan,Grup Terbuka%%Kirim Pesan,3,0,165.0000,269
421,forecast_weather,forecast_weather,3,1,165.0000,270
422,JAK_API%%Miraculous,JAK_API%%Miraculous,3,1,165.0000,271
423,CatchLoc%%[Group Management] API access for modifying group information,CatchLoc%%[Group Management] API access for modifying group information,3,1,165.0000,272
424,MikuAPI%%getRandomImage,MikuAPI%%getRandomImage,3,1,165.0000,273
425,forecast_weather,forecast_weather,3,1,165.0000,274
426,BART%%Advisory information,BART%%Advisory information,3,1,165.0000,275
427,Fake Brightcove%%Temp Upload URLs,Fake Brightcove%%Temp Upload URLs,3,0,166.0000,275
428,Marvel Vs Capcom 2%%Show Character,Marvel Vs Capcom 2%%Show Character,3,1,166.0000,276
429,Marvel Vs Capcom 2%%Show Character,Marvel Vs Capcom 2%%Show Character,3,1,166.0000,277
430,Global Email V4%%Global Email V4,Global Email V4%%Global Email V4,3,0,167.0000,278
431,Stadia Maps Time Zone API%%TZ Lookup by Location,Stadia Maps Time Zone API%%TZ Lookup by Location,3,1,167.0000,279
432,Password Generator API%%Password of length 50,Password Generator API%%Password of length 50,3,1,167.0000,280
433,Grup Terbuka%%Kirim Pesan,Grup Terbuka%%Kirim Pesan,3,0,168.0000,280
434,colegiosantaana%%Disciplina-1,colegiosantaana%%Disciplina-1,3,1,168.0000,281
435,colegiosantaana%%Evaluaciones-1,colegiosantaana%%Evaluaciones-1,3,1,168.0000,282
436,add_date,add_date,3,1,168.0000,283
437,search,search,3,1,168.0000,284
438,BART%%Advisory information,BART%%Advisory information,3,1,168.0000,285
439,siteDomain%%language list,siteDomain%%language list,3,1,168.0000,286
440,Soccer Data%%Tournament List,Soccer Data%%Tournament List,3,1,168.0000,287
441,get_weather_today,Weather_dataSet%%Weather_dataSet,3,0,169.0000,287
442,siteDomain%%language list,siteDomain%%language list,3,1,169.0000,288
443,get_today_date,get_today_date,3,1,169.0000,289
444,Numbers Translator%%Numbers Translator,Numbers Translator%%Numbers Translator,3,1,169.0000,290
445,JAK_API%%Ben 10,JAK_API%%Ben 10,3,1,169.0000,291
446,getWolframAlphaResults,Places%%Geographic coordinates by placename,3,0,170.0000,291
447,Marvel Vs Capcom 2%%All Characters,Marvel Vs Capcom 2%%All Characters,3,1,170.0000,292
448,GamerPower%%Filter & Group Giveaways,GamerPower%%Filter & Group Giveaways,3,1,170.0000,293
449,JAK_API%%Brawl Stars,JAK_API%%Brawl Stars,3,1,170.0000,294
450,pizzaallapala%%Get Producto Promo,pizzaallapala%%Get Producto Promo,3,1,170.0000,295
451,get_weather_today,Weather_dataSet%%Weather_dataSet,3,0,171.0000,295
452,colegiosantaana%%Disciplina-1,colegiosantaana%%Disciplina-1,3,1,171.0000,296
453,English Talking%%Get an answer,English Talking%%Get an answer,3,1,171.0000,297
454,F1 Latest News%%GET recent F1 news from all sources,F1 Latest News%%GET recent F1 news from all sources,3,1,171.0000,298
455,Numbers Translator%%Numbers Translator,Numbers Translator%%Numbers Translator,3,1,171.0000,299
456,siteDomain%%industry list,siteDomain%%industry list,3,0,172.0000,299
457,BART%%Advisory information,BART%%Advisory information,3,1,172.0000,300
458,getWolframAlphaResults,getWolframAlphaResults,3,1,172.0000,301
459,JAK_API%%Brawl Stars,JAK_API%%Brawl Stars,3,1,172.0000,302
460,Soccer Data%%Tournament List,Soccer Data%%Tournament List,3,1,172.0000,303
461,search,search_general,3,0,173.0000,303
462,get_weather_today,get_weather_today,3,1,173.0000,304
463,get_arxiv_article_information,get_arxiv_article_information,3,0,174.0000,304
464,getWolframAlphaResults,search,3,0,175.0000,304
465,getWolframAlphaResults,getWolframAlphaResults,3,0,176.0000,304
466,Handball Data%%Daily Match List-Live,Handball Data%%Daily Match List-Live,3,0,177.0000,304
467,search,search_general,3,0,178.0000,304
468,search_places,search_places,3,0,179.0000,304
469,GamerPower%%Live giveaways by type,GamerPower%%Live giveaways by type,3,0,180.0000,304
470,Numbers%%Get math fact,Numbers%%Get math fact,3,1,180.0000,305
471,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Español,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Español,3,0,181.0000,305
472,F1 Latest News%%GET recent F1 news from all sources,F1 Latest News%%GET recent F1 news from all sources,3,1,181.0000,306
473,Password Generator API%%Password of length 50,Password Generator API%%Password of length 50,3,1,181.0000,307
474,get_weather_today,get_weather_today,3,1,181.0000,308
475,get_weather_today,get_weather_today,3,1,181.0000,309
476,BART%%Advisory information,BART%%Advisory information,3,1,181.0000,310
477,get_weather_today,get_weather_today,3,1,181.0000,311
478,GamerPower%%Filter & Group Giveaways,GamerPower%%Filter & Group Giveaways,3,0,182.0000,311
479,GamerPower%%Filter & Group Giveaways,GamerPower%%Live giveaways by type,3,0,183.0000,311
480,colegiosantaana%%Evaluaciones-1,colegiosantaana%%Evaluaciones-1,3,1,183.0000,313
481,thailand%%thai4,thailand%%thai4,3,1,183.0000,314
482,Handball Data%%Daily Match List-Scheduled,Handball Data%%Daily Match List-Scheduled,3,1,183.0000,315
483,siteDomain%%industry list,siteDomain%%industry list,3,0,184.0000,315
484,F1 Latest News%%GET recent F1 news from all sources,F1 Latest News%%GET recent F1 news from all sources,3,1,184.0000,316
485,Numbers%%Get math fact,Numbers%%Get math fact,3,1,184.0000,317
486,forecast_weather,forecast_weather,3,0,185.0000,317
487,siteDomain%%industry list,siteDomain%%industry list,3,0,186.0000,317
488,getWolframAlphaResults,Places%%Geographic coordinates by placename,3,0,187.0000,317
489,English Talking%%Get an answer,English Talking%%Get an answer,3,0,188.0000,317
490,Marvel Vs Capcom 2%%All Characters,Marvel Vs Capcom 2%%All Characters,3,1,188.0000,318
491,add_date,add_date,3,0,189.0000,318
492,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Español,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Ingles,3,0,190.0000,318
493,colegiosantaana%%Disciplina-1,colegiosantaana%%Disciplina-1,3,1,190.0000,319
494,search_places,search,3,0,191.0000,319
495,Handball Data%%Daily Match List-Scheduled,Handball Data%%Daily Match List-Live,3,0,192.0000,319
496,colegiosantaana%%Evaluaciones-1,colegiosantaana%%Evaluaciones-1,3,1,192.0000,320
497,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Español,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Español,3,1,192.0000,321
498,GamerPower%%Live giveaways by type,GamerPower%%Live giveaways by type,3,0,193.0000,321
499,forecast_weather,forecast_weather,3,0,194.0000,321
500,Soccer Data%%Tournament List,Soccer Data%%Tournament List,3,1,194.0000,322
501,Password Generator API%%Password of length 50,Password Generator API%%Base,3,0,195.0000,322
502,Token API%%generate,Token API%%generate,3,1,195.0000,323
503,add_date,add_date,3,1,195.0000,324
504,colegiosantaana%%Evaluaciones-1,colegiosantaana%%Evaluaciones-1,3,1,195.0000,325
505,forecast_weather,Weather_dataSet%%Weather_dataSet,3,0,196.0000,325
506,thailand%%thai4,thailand%%thai4,3,1,196.0000,326
507,BART%%Advisory information,BART%%Advisory information,3,1,196.0000,327
508,colegiosantaana%%Mensajes-1,colegiosantaana%%Mensajes-1,3,1,196.0000,328
509,Global Email V4%%Global Email V4,Global Email V4%%Global Email V4,3,0,197.0000,328
510,Handball Data%%Daily Match List-Scheduled,Handball Data%%Daily Match List-Scheduled,3,1,197.0000,329
511,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Español,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Ingles,3,0,198.0000,329
512,Numbers%%Get math fact,Numbers%%Get math fact,3,1,198.0000,330
513,GamerPower%%Live giveaways by type,GamerPower%%Live giveaways by type,3,0,199.0000,330
514,disambiguation,disambiguation,3,0,200.0000,330
515,Stadia Maps Time Zone API%%TZ Lookup by Location,Stadia Maps Time Zone API%%TZ Lookup by Location,3,1,200.0000,331
516,JAK_API%%Miraculous,JAK_API%%Miraculous,3,1,200.0000,332
517,get_weather_today,get_weather_today,3,1,200.0000,333
518,Football Dolphin%%Head to head statistics,Football Dolphin%%Head to head statistics,3,1,200.0000,334
519,search,search_general,3,0,201.0000,334
520,JAK_API%%Miraculous,JAK_API%%Miraculous,3,1,201.0000,335
521,JAK_API%%Genshin Impact,JAK_API%%Genshin Impact,3,1,201.0000,336
522,Fluximmo%%get_portail_api,Fluximmo%%get_portail_api,3,1,201.0000,337
523,Marvel Vs Capcom 2%%Show Character,Marvel Vs Capcom 2%%Show Character,3,1,201.0000,338
524,Global Email V4%%Global Email V4,search_general,3,0,202.0000,338
525,forecast_weather,forecast_weather,3,1,202.0000,339
526,JAK_API%%Genshin Impact,JAK_API%%Genshin Impact,3,1,202.0000,340
527,Numbers Translator%%Numbers Translator,Numbers Translator%%Numbers Translator,3,1,202.0000,341
528,F1 Latest News%%GET recent F1 news from all sources,F1 Latest News%%GET recent F1 news from all sources,3,1,202.0000,342
529,thailand%%thai4,thailand%%thai4,3,1,202.0000,343
530,colegiosantaana%%Disciplina-1,colegiosantaana%%Disciplina-1,3,1,202.0000,344
531,get_arxiv_article_information,get_arxiv_article_information,3,0,203.0000,344
532,Car database%%Makes,Car database%%Makes,3,1,203.0000,345
533,Marvel Vs Capcom 2%%All Characters,Marvel Vs Capcom 2%%All Characters,3,1,203.0000,346
534,Grup Terbuka%%Kirim Pesan,Grup Terbuka%%Kirim Pesan,3,0,204.0000,346
535,pizzaallapala%%Get Producto Promo,pizzaallapala%%Get Producto Promo,3,1,204.0000,347
536,Grup Terbuka%%Kirim Pesan,Grup Terbuka%%Kirim Pesan,3,0,205.0000,347
537,thailand%%thai4,thailand%%thai4,3,1,205.0000,348
538,Fake Brightcove%%Temp Upload URLs,Fake Brightcove%%Temp Upload URLs,3,0,206.0000,348
539,colegiosantaana%%Mensajes-1,colegiosantaana%%Mensajes-1,3,1,206.0000,349
540,Handball Data%%Daily Match List-Scheduled,Handball Data%%Daily Match List-Scheduled,3,1,206.0000,350
541,Numbers%%Get math fact,Numbers%%Get math fact,3,1,206.0000,351
542,Fluximmo%%get_portail_api,Fluximmo%%get_portail_api,3,1,206.0000,352
543,Handball Data%%Daily Match List-Live,Handball Data%%Daily Match List-Live,3,1,206.0000,353
544,PTL%%update,PTL%%update,3,1,206.0000,354
545,Football Dolphin%%Head to head statistics,Football Dolphin%%Head to head statistics,3,0,207.0000,354
546,Token API%%generate,Token API%%generate,3,1,207.0000,355
547,get_arxiv_article_information,get_arxiv_article_information,3,0,208.0000,355
548,JAK_API%%Miraculous,JAK_API%%Miraculous,3,1,208.0000,356
549,get_arxiv_article_information,get_arxiv_article_information,3,1,208.0000,357
550,siteDomain%%language list,siteDomain%%industry list,3,0,209.0000,357
551,Grup Terbuka%%Kirim Pesan,Grup Terbuka%%Kirim Pesan,3,0,210.0000,357
552,getWolframAlphaResults,getWolframAlphaResults,3,1,210.0000,358
553,Stadia Maps Time Zone API%%TZ Lookup by Location,Stadia Maps Time Zone API%%TZ Lookup by Location,3,1,210.0000,359
554,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Español,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Español,3,0,211.0000,359
555,colegiosantaana%%Evaluaciones-1,colegiosantaana%%Evaluaciones-1,3,1,211.0000,360
556,getWolframAlphaResults,getWolframAlphaResults,3,1,211.0000,361
557,JAK_API%%Brawl Stars,JAK_API%%Brawl Stars,3,1,211.0000,362
558,GamerPower%%Filter & Group Giveaways,GamerPower%%Filter & Group Giveaways,3,0,212.0000,362
559,Password Generator API%%Password of length 50,Password Generator API%%Password of length 50,3,1,212.0000,363
560,JAK_API%%Miraculous,JAK_API%%Miraculous,3,1,212.0000,364
561,siteDomain%%language list,siteDomain%%industry list,3,0,213.0000,364
562,get_today_date,get_today_date,3,1,213.0000,365
563,add_date,add_date,3,1,213.0000,366
564,Numbers%%Get math fact,Numbers%%Get math fact,3,1,213.0000,367
565,Fake Brightcove%%Temp Upload URLs,Fake Brightcove%%Temp Upload URLs,3,0,214.0000,367
566,JAK_API%%Genshin Impact,JAK_API%%Genshin Impact,3,1,214.0000,368
567,GamerPower%%Filter & Group Giveaways,GamerPower%%Filter & Group Giveaways,3,0,215.0000,368
568,forecast_weather,forecast_weather,3,1,215.0000,369
569,disambiguation,disambiguation,3,0,216.0000,369
570,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Español,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Español,3,1,216.0000,370
571,BART%%Advisory information,BART%%Advisory information,3,1,216.0000,371
572,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Español,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Ingles,3,0,217.0000,371
573,Fake Brightcove%%Temp Upload URLs,Fake Brightcove%%Temp Upload URLs,3,0,218.0000,371
574,forecast_weather,forecast_weather,3,1,218.0000,372
575,Handball Data%%Daily Match List-Scheduled,Handball Data%%Daily Match List-Live,3,0,219.0000,372
576,MikuAPI%%getRandomImage,MikuAPI%%getRandomImage,3,1,219.0000,373
577,GamerPower%%Filter & Group Giveaways,GamerPower%%Filter & Group Giveaways,3,0,220.0000,373
578,Stadia Maps Time Zone API%%TZ Lookup by Location,Stadia Maps Time Zone API%%TZ Lookup by Location,3,1,220.0000,374
579,Places%%Geographic coordinates by placename,Places%%Geographic coordinates by placename,3,0,221.0000,374
580,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Español,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Ingles,3,0,222.0000,375
581,JAK_API%%Ben 10,JAK_API%%Ben 10,3,1,222.0000,376
582,siteDomain%%language list,siteDomain%%language list,3,1,222.0000,377
583,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Ingles,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Ingles,3,1,222.0000,378
584,Stadia Maps Time Zone API%%TZ Lookup by Location,Places%%Geographic coordinates by placename,3,0,223.0000,378
585,JAK_API%%Miraculous,JAK_API%%Miraculous,3,1,223.0000,379
586,getWolframAlphaResults,search,3,0,224.0000,379
587,add_date,add_date,3,1,224.0000,380
588,colegiosantaana%%Mensajes-1,colegiosantaana%%Mensajes-1,3,1,224.0000,381
589,pizzaallapala%%Get Producto Promo,pizzaallapala%%Get Producto Promo,3,1,224.0000,382
590,Numbers%%Get math fact,Numbers%%Get math fact,3,1,224.0000,384
591,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Español,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Español,3,0,225.0000,384
592,Grup Terbuka%%Kirim Pesan,Grup Terbuka%%Kirim Pesan,3,0,226.0000,384
593,colegiosantaana%%Mensajes-1,colegiosantaana%%Mensajes-1,3,1,226.0000,385
594,getWolframAlphaResults,search_general,3,0,227.0000,385
595,search_places,search_places,3,0,228.0000,385
596,JAK_API%%Brawl Stars,JAK_API%%Brawl Stars,3,1,228.0000,386
597,JAK_API%%Genshin Impact,JAK_API%%Genshin Impact,3,1,228.0000,387
598,pizzaallapala%%Get Producto Promo,pizzaallapala%%Get Producto Promo,3,1,228.0000,388
599,Car database%%Makes,Car database%%Makes,3,1,228.0000,389
600,JAK_API%%Brawl Stars,JAK_API%%Brawl Stars,3,1,228.0000,390
601,JAK_API%%Ben 10,JAK_API%%Ben 10,3,1,228.0000,391
602,MikuAPI%%getRandomImage,MikuAPI%%getRandomImage,3,1,228.0000,392
603,Marvel Vs Capcom 2%%Show Character,Marvel Vs Capcom 2%%Show Character,3,1,228.0000,393
604,GamerPower%%Live giveaways by type,GamerPower%%Live giveaways by type,3,0,229.0000,393
605,JAK_API%%Ben 10,JAK_API%%Ben 10,3,1,229.0000,394
606,JAK_API%%Miraculous,JAK_API%%Miraculous,3,1,229.0000,395
607,MikuAPI%%getRandomImage,MikuAPI%%getRandomImage,3,1,229.0000,396
608,colegiosantaana%%Evaluaciones-1,colegiosantaana%%Evaluaciones-1,3,1,229.0000,397
609,getWolframAlphaResults,search,3,0,230.0000,397
610,Stadia Maps Time Zone API%%TZ Lookup by Location,Stadia Maps Time Zone API%%TZ Lookup by Location,3,1,230.0000,398
611,JAK_API%%Ben 10,JAK_API%%Ben 10,3,1,230.0000,399
612,Global Email V4%%Global Email V4,Global Email V4%%Global Email V4,3,0,231.0000,399
613,MikuAPI%%getRandomImage,MikuAPI%%getRandomImage,3,1,231.0000,400
614,CatchLoc%%[Group Management] API access for modifying group information,CatchLoc%%[Group Management] API access for modifying group information,3,1,231.0000,401
615,Soccer Data%%Tournament List,Soccer Data%%Tournament List,3,1,231.0000,402
616,Handball Data%%Daily Match List-Scheduled,Handball Data%%Daily Match List-Live,3,0,232.0000,402
617,Password Generator API%%Password of length 50,Password Generator API%%Password of length 50,3,1,232.0000,403
618,get_arxiv_article_information,get_arxiv_article_information,3,0,233.0000,403
619,disambiguation,disambiguation,3,1,233.0000,404
620,English Talking%%Get an answer,English Talking%%Get an answer,3,1,233.0000,405
621,JAK_API%%Genshin Impact,JAK_API%%Genshin Impact,3,1,233.0000,406
622,get_weather_today,Weather_dataSet%%Weather_dataSet,3,0,234.0000,406
623,Password Generator API%%Password of length 50,Password Generator API%%Base,3,0,235.0000,406
624,JAK_API%%Brawl Stars,JAK_API%%Brawl Stars,3,1,235.0000,407
625,search,disambiguation,3,0,236.0000,407
626,get_arxiv_article_information,get_arxiv_article_information,3,0,237.0000,407
627,Handball Data%%Daily Match List-Scheduled,Handball Data%%Daily Match List-Scheduled,3,0,238.0000,407
628,Football Dolphin%%Head to head statistics,Football Dolphin%%Head to head statistics,3,0,239.0000,407
629,search_places,search_places,3,0,240.0000,407
630,search_places,search_places,3,1,240.0000,408
631,Car database%%Makes,Car database%%Makes,3,1,240.0000,409
632,Handball Data%%Daily Match List-Scheduled,Handball Data%%Daily Match List-Live,3,0,241.0000,409
633,Football Dolphin%%Head to head statistics,Football Dolphin%%Head to head statistics,3,0,242.0000,409
634,JAK_API%%Genshin Impact,JAK_API%%Genshin Impact,3,1,242.0000,410
635,Password Generator API%%Password of length 50,Password Generator API%%Base,3,0,243.0000,410
636,Football Dolphin%%Head to head statistics,Football Dolphin%%Head to head statistics,3,0,244.0000,410
637,colegiosantaana%%Evaluaciones-1,colegiosantaana%%Evaluaciones-1,3,1,244.0000,411
638,Numbers%%Get math fact,Numbers%%Get math fact,3,1,244.0000,412
639,add_date,add_date,3,1,244.0000,413
640,PTL%%update,PTL%%update,3,0,245.0000,413
641,thailand%%thai4,thailand%%thai4,3,1,245.0000,414
642,Marvel Vs Capcom 2%%Show Character,Marvel Vs Capcom 2%%Show Character,3,1,245.0000,415
643,siteDomain%%language list,siteDomain%%language list,3,1,245.0000,416
644,JAK_API%%Brawl Stars,JAK_API%%Brawl Stars,3,1,245.0000,417
645,Handball Data%%Daily Match List-Scheduled,Handball Data%%Daily Match List-Live,3,0,246.0000,417
646,Handball Data%%Daily Match List-Scheduled,Handball Data%%Daily Match List-Scheduled,3,1,246.0000,418
647,PTL%%update,PTL%%update,3,0,247.0000,418
648,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Español,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Español,3,0,248.0000,418
649,Token API%%generate,Token API%%generate,3,1,248.0000,419
650,JAK_API%%Brawl Stars,JAK_API%%Brawl Stars,3,1,248.0000,420
651,disambiguation,disambiguation,3,0,249.0000,420
652,Fluximmo%%get_portail_api,Fluximmo%%get_portail_api,3,1,249.0000,421
653,English Talking%%Get an answer,English Talking%%Get an answer,3,1,249.0000,422
654,Global Email V4%%Global Email V4,Global Email V4%%Global Email V4,3,0,250.0000,422
655,getWolframAlphaResults,search_general,3,0,251.0000,422
656,thailand%%thai4,search,3,0,252.0000,422
657,Soccer Data%%Tournament List,Soccer Data%%Tournament List,3,1,252.0000,423
658,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Español,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Español,3,1,252.0000,424
659,PTL%%update,PTL%%update,3,0,253.0000,424
660,GamerPower%%Filter & Group Giveaways,GamerPower%%Filter & Group Giveaways,3,0,254.0000,424
661,siteDomain%%industry list,siteDomain%%industry list,3,0,255.0000,424
662,disambiguation,disambiguation,3,1,255.0000,425
663,Numbers Translator%%Numbers Translator,Numbers Translator%%Numbers Translator,3,1,255.0000,426
664,Numbers%%Get math fact,Numbers%%Get math fact,3,1,255.0000,427
