step,problem_id,pred,label,n_icl,correct,cumulative_regret,mem_size
450,450,Guardians of the Galaxy Vol. 2,Guardians of the Galaxy Vol. 2,3,1,202.0000,275
451,451,Chinch bug,moth,3,0,203.0000,275
452,452,No,no,3,1,203.0000,276
453,453,David Weissman,David Weissman,3,1,203.0000,277
454,454,McLaren Vale,McLaren Vale,3,1,203.0000,278
455,455,Personal History,Personal History,3,1,203.0000,279
456,456,England,England,3,1,203.0000,280
457,457,Lev Yilmaz,Levni Yilmaz,3,0,204.0000,280
458,458,"Bay Ridge, Brooklyn","Bay Ridge, Brooklyn",3,1,204.0000,281
459,459,Copenhagen,Copenhagen,3,1,204.0000,282
460,460,Planet Terror,Planet Terror,3,1,204.0000,283
461,461,Manchester United F.C.,Manchester United,3,0,205.0000,283
462,462,"Franconia, New Hampshire","Franconia, New Hampshire",3,1,205.0000,284
463,463,Nicolas Vanier,Nicolas Vanier,3,1,205.0000,285
464,464,"Kings Point, New York","Kings Point, New York",3,1,205.0000,286
465,465,George Atzerodt,Andrew Johnson,3,0,206.0000,286
466,466,Bill Murray,Bill Murray,3,1,206.0000,287
467,467,"1,800","1,800",3,1,206.0000,288
468,468,Cranberry,acidic,3,0,207.0000,288
469,469,Eddie Collins,Edward Trowbridge Collins Sr.,3,0,208.0000,288
470,470,Video game,video game,3,1,208.0000,290
471,471,Sacramento Kings,Sacramento Kings,3,1,208.0000,291
472,472,Soha Ali Khan,Soha Ali Khan,3,1,208.0000,292
473,473,Shifty Shellshock,Shifty Shellshock,3,1,208.0000,293
474,474,Nandrolone,anabolic–androgenic steroid (AAS),3,0,209.0000,293
475,475,Gordon Carroll,Ronald Shusett,3,0,210.0000,293
476,476,Texas Tech University,Texas Tech University,3,1,210.0000,294
477,477,FBS,NCAA Division I FBS football,3,0,211.0000,294
478,478,Publisher,American schoolteacher and publisher,3,0,212.0000,294
479,479,Robert Mulligan,Robert Patrick Mulligan,3,0,213.0000,294
480,480,"November 15, 1903","November 15, 1903",3,1,213.0000,295
481,481,"Ordos City China Science Flying Universe Science and Technology Co., Ltd.",Ordos City,3,0,214.0000,295
482,482,Boeing EA-18G Growler,Boeing EA-18G Growler,3,1,214.0000,296
483,483,"San Luis Obispo, California","San Luis Obispo, California",3,1,214.0000,297
484,484,Mexico City,Mexico City,3,1,214.0000,298
485,485,Multiple awards,multiple awards,3,1,214.0000,299
486,486,Choral song,played,3,0,215.0000,299
487,487,Arena of Khazan,Arena of Khazan,3,1,215.0000,300
488,488,Pierre Nlend Womé,Pierre Nlend Womé,3,1,215.0000,301
489,489,The Big Bang Theory,"""The Big Bang Theory""",3,1,215.0000,302
490,490,Dave Bautista,David Michael Bautista Jr.,3,0,216.0000,302
491,491,New York City,the world,3,0,217.0000,302
492,492,England,England,3,1,217.0000,303
493,493,Animorphs,Animorphs,3,1,217.0000,304
494,494,Sam Raimi,Sam Raimi,3,1,217.0000,305
495,495,Yes,yes,3,1,217.0000,306
496,496,1901,1901,3,1,217.0000,307
497,497,John Lasseter,John Alan Lasseter,3,0,218.0000,307
498,498,University of the District of Columbia,UDC,3,0,219.0000,307
499,499,Thon Maker,Thon Marial Maker,3,0,220.0000,307
500,500,Seven Days Battles,The Seven Days Battles,3,1,220.0000,308
501,501,Romantic comedy,romantic comedy,3,1,220.0000,309
502,502,Five,five times,3,0,221.0000,309
503,503,Terry Crews,Terry Crews,3,1,221.0000,310
504,504,Restoration Hardware,Restoration Hardware,3,1,221.0000,311
505,505,"January 3, 1989","June 6, 1959",3,0,222.0000,311
506,506,Pavlyuk uprising,Easter Rising of 1916,3,0,223.0000,311
507,507,St. George,St.George,3,0,224.0000,311
508,508,"51,271","51,271",3,1,224.0000,312
509,509,Sir George Cayley,George Cayley,3,0,225.0000,312
510,510,Melanie Owen,Melanie Owen,3,1,225.0000,313
511,511,"Tales of various deities, beings, and heroes","various deities, beings, and heroes",3,0,226.0000,313
512,512,Reinhard Heydrich,Reinhard Heydrich,3,1,226.0000,314
513,513,Ed Martin,Edward Robert Martin Jr.,3,0,227.0000,314
514,514,Two,second,3,0,228.0000,314
515,515,Orchids,flowering plants,3,0,229.0000,314
516,516,1996,1996,3,1,229.0000,315
517,517,Viacom International Media Networks,Prof Media,3,0,230.0000,315
518,518,Felicity Jones,Felicity Rose Hadley Jones,3,0,231.0000,315
519,519,Tea Moderna,Tea Moderna,3,1,231.0000,316
520,520,Marsilea,Marsilea,3,1,231.0000,317
521,521,Exeter College,Exeter College,3,1,231.0000,318
522,522,Tom Warburton,Thomas Warburton,3,0,232.0000,318
523,523,Ride a Wild Pony,Ride a Wild Pony,3,1,232.0000,319
524,524,Video game,video game,3,1,232.0000,320
525,525,Albert Park,Albert Park,3,1,232.0000,321
526,526,Youngor Group,Hero,3,0,233.0000,321
527,527,Minor basilica,a minor basilica,3,1,233.0000,322
528,528,Heavy metal drummer,drummer,3,0,234.0000,322
529,529,"Canary Islands, Spain","Canary Islands, Spain",3,1,234.0000,323
530,530,Rihanna,Stargate,3,0,235.0000,323
531,531,1926 Paris,1926 Paris,3,1,235.0000,324
532,532,CableACE Award for Best Actress in a Dramatic Series,BAFTA TV Award Best Actor,3,0,236.0000,324
533,533,Karen O,Karen O,3,1,236.0000,325
534,534,Detective Inspector Humphrey Goodman,DI Humphrey Goodman,3,0,237.0000,325
535,535,Bismarck,Bismarck,3,1,237.0000,326
536,536,Crystal Dynamics,Crystal Dynamics,3,1,237.0000,327
537,537,William Allen White,middle America,3,0,238.0000,327
538,538,1987,1987,3,1,238.0000,328
539,539,Armenian-American,Armenian–American,3,0,239.0000,328
540,540,Grand Forks International Airport,El Paso International Airport,3,0,240.0000,328
541,541,Ethan Coen,Joel David Coen,3,0,241.0000,328
542,542,Kathleen O'Brien,Kathleen O'Brien,3,1,241.0000,329
543,543,Chaplain to the Forces,Chaplain,3,0,242.0000,329
544,544,203 people per square kilometer / 526 people per square mile,526,3,0,243.0000,329
545,545,Southern State Parkway,Southern State Parkway,3,1,243.0000,330
546,546,Alain Resnais,Scott Sidney,3,0,244.0000,330
547,547,Naked Soldier,"""Naked Killer""",3,0,245.0000,330
548,548,1901,1901,3,1,245.0000,331
549,549,Lismore,Lismore,3,1,245.0000,332
550,550,Hee Haw,Hee Haw,3,1,245.0000,333
551,551,Chris Tarbell,"Christopher ""Chris"" Tarbell",3,0,246.0000,333
552,552,Último Dragón,Mossad,3,0,247.0000,333
553,553,Vanarama,Vanarama,3,1,247.0000,334
554,554,"Film and television writer, director and producer",director and producer,3,0,248.0000,334
555,555,Isla Grande de Tierra del Fuego,Isla de Xativa,3,0,249.0000,334
556,556,Forty-fifth,45th,3,0,250.0000,334
557,557,March and April,March and April,3,1,250.0000,335
558,558,"Alice Springs, Northern Territory, Australia","Alice Springs, Northern Territory",3,0,251.0000,335
559,559,Thomas Mawson,Thomas Mawson,3,1,251.0000,336
560,560,Jesper Myrfors,Jesper Myrfors,3,1,251.0000,338
561,561,Great-grandfather,great-grandfather,3,1,251.0000,339
562,562,Canadian,Canadian,3,1,251.0000,340
563,563,Mrs. Eastwood & Company,Mrs. Eastwood & Company,3,1,251.0000,341
564,564,Erinsborough,Erinsborough,3,1,251.0000,342
565,565,Douglas County,Douglas,3,0,252.0000,342
566,566,Film director,"film director, film producer, writer",3,0,253.0000,342
567,567,Brad Silberling,Brad Silberling,3,1,253.0000,343
568,568,"Kate, Stinky and Lilly","Kairi in the video game series ""Kingdom Hearts"".",3,0,254.0000,343
569,569,Lakeland Square Mall,Winter Haven Mall,3,0,255.0000,343
570,570,World War II,World War II,3,1,255.0000,344
571,571,Fifteen,fifteen,3,1,255.0000,345
572,572,British,British,3,1,255.0000,346
573,573,Asante Traditional Buildings,Gulangyu,3,0,256.0000,346
574,574,Kingdom of the Isles,Kingdom of the Isles,3,1,256.0000,347
575,575,James Packer,James Packer,3,1,256.0000,348
576,576,Argentine Americans,Argentine Americans,3,1,256.0000,349
577,577,Joggers' Park,Kal Ho Naa Ho,3,0,257.0000,349
578,578,"NCAA's all-time leader in total passing yards, touchdowns, and completions",most total touchdowns in NCAA history,3,0,258.0000,349
579,579,"4,613","4,613",3,1,258.0000,350
580,580,2011,2011,3,1,258.0000,351
581,581,Nagapattinam District,Tharangambadi,3,0,259.0000,351
582,582,Rhoda,Perfect Strangers,3,0,260.0000,351
583,583,2006,2006,3,1,260.0000,352
584,584,Death metal,death metal band,3,0,261.0000,352
585,585,Dissection,Dissection,3,1,261.0000,353
586,586,German Spitz,German Spitz,3,1,261.0000,354
587,587,Sarod,strings,3,0,262.0000,354
588,588,Yes,yes,3,1,262.0000,355
589,589,Polypodium,Polypodium,3,1,262.0000,356
590,590,Tigers,Javan leopard,3,0,263.0000,356
591,591,Steeles Avenue,Steeles Avenue,3,1,263.0000,357
592,592,Joe Scarborough,Charles Joseph,3,0,264.0000,357
593,593,7 miles,7 miles,3,1,264.0000,358
594,594,Jim Pugh,Jim Pugh,3,1,264.0000,359
595,595,Pakistan,Pakistani,3,0,265.0000,359
596,596,Province of New Jersey,Province of New York,3,0,266.0000,359
597,597,Sudan,Republic of Chad,3,0,267.0000,359
598,598,Peter Schmeichel,World's Best Goalkeeper,3,0,268.0000,359
599,599,Ogallala Aquifer,Ogallala Aquifer,3,1,268.0000,360
600,600,Giuseppe Verdi,Giuseppe Verdi,3,1,268.0000,361
601,601,Las Vegas Sands,Las Vegas Sands company.,3,0,269.0000,361
602,602,Kvůta Peschke,Květa Peschke,3,0,270.0000,361
603,603,Marktown,Marktown,3,1,270.0000,362
604,604,West Point Foundry,West Point Iron and Cannon Foundry,3,0,271.0000,362
605,605,Yes,yes,3,1,271.0000,363
606,606,"4,000","3,677 seated",3,0,272.0000,363
607,607,Macworld,Macworld,3,1,272.0000,364
608,608,Owsley Stanley,Owsley Stanley,3,1,272.0000,365
609,609,Keeper of the Great Seal of Scotland,Keeper of the Privy Seal of Scotland,3,0,273.0000,365
610,610,28 January 1864,28 January 1864,3,1,273.0000,366
611,611,Ed O'Neill,"Edward Leonard ""Ed"" O'Neill",3,0,274.0000,366
612,612,Yes,yes,3,1,274.0000,367
613,613,October 1922,October 1922,3,1,274.0000,368
614,614,Caligula,Gaius Julius Caesar Augustus Germanicus,3,0,275.0000,368
615,615,FIFA Women's World Cup,international football competition,3,0,276.0000,368
616,616,Robert Z. Leonard,Sinclair Hill,3,0,277.0000,368
617,617,T. R. M. Howard,T. R. M. Howard,3,1,277.0000,369
618,618,Benedict of Nursia,Benedict of Nursia,3,1,277.0000,370
619,619,"Battle Creek, Michigan","Battle Creek, Michigan",3,1,277.0000,371
620,620,Sexy Beast,The Big Lebowski,3,0,278.0000,372
621,621,2015,2013,3,0,279.0000,372
622,622,Walt Disney Productions,Walt Disney Productions,3,1,279.0000,373
623,623,Yes,yes,3,1,279.0000,374
624,624,Treaty of Gandamak,Treaty of Gandamak,3,1,279.0000,375
625,625,Lavatera,Oplismenus,3,0,280.0000,375
626,626,Over 600,over 600 stores,3,0,281.0000,375
627,627,Sasanian Empire,the Parthian Empire,3,0,282.0000,375
628,628,Eddie Izzard,Eddie Izzard,3,1,282.0000,376
629,629,Green Chair,Green Chair,3,1,282.0000,377
630,630,Kang,Kodos,3,0,283.0000,377
631,631,Chloé Agnew,Chloë Alexandra Adele Emily Agnew,3,0,284.0000,377
632,632,Hero,Na Na,3,0,285.0000,377
633,633,Koyaanisqatsi,Mad Hot Ballroom,3,0,286.0000,377
634,634,2017,2017,3,1,286.0000,378
635,635,Queen Elizabeth II,Princess Elizabeth,3,0,287.0000,378
636,636,1916,1916,3,1,287.0000,379
637,637,Phoenix Television,Phoenix Television,3,1,287.0000,380
638,638,Larnelle Harris,Larnelle Harris,3,1,287.0000,381
639,639,NYPD's 83rd Precinct,NYPD's 83rd Precinct,3,1,287.0000,382
640,640,Christina Ricci,Christina Ricci,3,1,287.0000,384
641,641,Over 150 million,150 million copies,3,0,288.0000,384
642,642,Flashback,Fade to Black,3,0,289.0000,384
643,643,Salmita Mine,Kanichee Mine,3,0,290.0000,384
644,644,Warner Bros. Records,Warner Bros,3,0,291.0000,384
645,645,Guadarrama National Park,Sierra de Guadarrama National Park,3,0,292.0000,384
646,646,Ian Schneider,Frederick King Keller,3,0,293.0000,384
647,647,Political correctness,political correctness,3,1,293.0000,385
648,648,16th Street and Georgetown Road,16th Street and Georgetown Road,3,1,293.0000,386
649,649,Brooklyn,"Brooklyn, New York",3,0,294.0000,386
650,650,Chief of the Operations Staff of the Armed Forces High Command,Oberkommando der Wehrmacht,3,0,295.0000,387
651,651,Awake,Awake,3,1,295.0000,388
652,652,Dead Poets Society,Dead Poets Society,3,1,295.0000,389
653,653,Los Alamos National Laboratory,Manhattan Project,3,0,296.0000,389
654,654,Yes,yes,3,1,296.0000,390
655,655,"Cleveland, Ohio","Cleveland, Ohio",3,1,296.0000,391
656,656,Orlando Magic,Orlando Magic,3,1,296.0000,392
657,657,Oklahoma City,Norman,3,0,297.0000,392
658,658,"July 26, 1959","July 26, 1959",3,1,297.0000,393
659,659,"3,384,569","3,384,569",3,1,297.0000,394
660,660,No,no,3,1,297.0000,395
661,661,Maurice Ravel,Maurice Ravel,3,1,297.0000,396
662,662,Margarine Unie,Margarine Unie,3,1,297.0000,397
663,663,1948,1977,3,0,298.0000,397
664,664,Old Dominion,Charles Kelley,3,0,299.0000,397
665,665,Queen City,"""Queen City""",3,1,299.0000,398
666,666,Multinational Monitor,Multinational Monitor,3,1,299.0000,399
667,667,Limerick,Limerick,3,1,299.0000,400
668,668,X Ambassadors,X Ambassadors,3,1,299.0000,401
669,669,Michael Graves,architect Michael Graves,3,0,300.0000,401
670,670,Buckingham Palace,reigning monarch of the United Kingdom,3,0,301.0000,405
671,671,Connie Willis,Margaret Landon,3,0,302.0000,405
672,672,Luca Parmitano,Luca Parmitano,3,1,302.0000,406
673,673,Dinosaur,Dinosaur,3,1,302.0000,407
674,674,Stephen Christian,and lead guitarist,3,0,303.0000,407
675,675,MGM Resorts International,MGM Resorts International,3,1,303.0000,408
676,676,Graduation,My Beautiful Dark Twisted Fantasy,3,0,304.0000,408
677,677,Eastern shore,Firth of Clyde,3,0,305.0000,408
678,678,Stadio Olimpico,Stadio Olimpico,3,1,305.0000,409
679,679,Boston Celtics,Boston Celtics,3,1,305.0000,410
680,680,Ronald Reagan,Ronald Wilson Reagan,3,0,306.0000,410
681,681,Daron Malakian,Daron Vartan Malakian,3,0,307.0000,410
682,682,Magazine,magazine,3,1,307.0000,411
683,683,Zachary Levi,Zachary Levi,3,1,307.0000,412
684,684,IT products and services,IT products and services,3,1,307.0000,413
685,685,1865,1865,3,1,307.0000,414
686,686,Fagaceae,trees,3,0,308.0000,414
687,687,Ehretia,Ehretia,3,1,308.0000,415
688,688,Vince Guaraldi,Vincent Anthony Guaraldi,3,0,309.0000,415
689,689,No,no,3,1,309.0000,416
690,690,Ferdi Taygan,Ferdi Taygan,3,1,309.0000,417
691,691,Bedknobs and Broomsticks,Bedknobs and Broomsticks,3,1,309.0000,418
692,692,Finding Nemo,Finding Nemo,3,1,309.0000,419
693,693,Toshi Ichiyanagi,Toshi Ichiyanagi,3,1,309.0000,420
694,694,Roy Scheider,Roy Richard Scheider,3,0,310.0000,420
695,695,George Archainbaud,George Archainbaud,3,1,310.0000,421
696,696,Boston,Boston,3,1,310.0000,422
697,697,Regional Rural Bank,Regional Rural Bank,3,1,310.0000,423
698,698,Pennacook,the Pennacook people,3,0,311.0000,423
699,699,Orange,orange,3,1,311.0000,424
700,700,Fort Worth,Fort Worth,3,1,311.0000,426
701,701,Ready to Die,"September 13, 1994",3,0,312.0000,426
702,702,Musician,musician,3,1,312.0000,427
703,703,Murray Hill,Murray Hill,3,1,312.0000,428
704,704,More than 70,more than 70 countries,3,0,313.0000,428
705,705,Teen Titans,Teen Titans Go!,3,0,314.0000,428
706,706,Xcel Energy,Xcel Energy Inc.,3,0,315.0000,428
707,707,1,three singles titles,3,0,316.0000,428
708,708,Slaughterhouse-Five,Slaughterhouse-Five,3,1,316.0000,429
709,709,Anandji Virji Shah,Anandji Virji Shah,3,1,316.0000,430
710,710,"1,267","5,112 feet",3,0,317.0000,430
711,711,Yes,yes,3,1,317.0000,431
712,712,Royal Australian Navy,Australian Defence Force,3,0,318.0000,431
713,713,Jack Ryan,Jack Ryan,3,1,318.0000,432
714,714,Miller Brewing,Miller Brewing,3,1,318.0000,433
715,715,Great Neck,"New York, United States",3,0,319.0000,433
716,716,Michael Seater,Michael Seater,3,1,319.0000,434
717,717,Anthony Hopkins,Anthony Hopkins,3,1,319.0000,435
718,718,D. Ross Lederman,David Ross Lederman,3,0,320.0000,435
719,719,3 June 2016,3 December,3,0,321.0000,435
720,720,1990,28th,3,0,322.0000,435
721,721,Fox hunting,hunting,3,0,323.0000,435
722,722,Requiem for a Dream,Swan Lake,3,0,324.0000,435
723,723,No,no,3,1,324.0000,436
724,724,Business process outsourcing,IT,3,0,325.0000,436
725,725,Phoenix Suns,the Phoenix Suns,3,1,325.0000,437
726,726,"9,984","9,984",3,1,325.0000,438
727,727,No,no,3,1,325.0000,439
728,728,Man Booker Prize,Man Booker Prize for Fiction,3,0,326.0000,439
729,729,Eenasul Fateh,Eenasul Fateh,3,1,326.0000,440
730,730,More than 10 million,more than 10 million,3,1,326.0000,441
731,731,New York Giants,New York Giants,3,1,326.0000,442
732,732,Kathantara,1999 Odisha cyclone,3,0,327.0000,442
733,733,Martha Coolidge,Martha Coolidge,3,1,327.0000,443
734,734,Early 1970s,early 1970s,3,1,327.0000,444
735,735,North Carolina,North Carolina,3,1,327.0000,445
736,736,March,The High Sheriff changes every March.,3,0,328.0000,445
737,737,Chauncey Billups,signing free agent Chauncey Billups,3,0,329.0000,445
738,738,Exploration and settlement of Kentucky,Wilderness Road,3,0,330.0000,445
739,739,Fantastic Voyage,Gangsta's Paradise,3,0,331.0000,445
740,740,Lucie Šafářová,Kenneth Eliot Flach,3,0,332.0000,445
741,741,9,9 venues,3,0,333.0000,445
742,742,Gerry Adams,"Gerard ""Gerry"" Adams",3,0,334.0000,445
743,743,Tom Hiddleston,Tom Hiddleston,3,1,334.0000,446
744,744,Don Hahn,Don Hahn,3,1,334.0000,447
745,745,Anna Clyne,Anna Clyne,3,1,334.0000,448
746,746,New York Yankees,New York Yankees,3,1,334.0000,449
747,747,Circus Diablo,Magic Dirt,3,0,335.0000,449
748,748,Eucryphia,Eucryphia,3,1,335.0000,450
749,749,Götene,Götene in Sweden,3,0,336.0000,450
750,750,"John Vereker, 6th Viscount Gort",Lord Gort,3,0,337.0000,450
751,751,Ridley Scott,Philip K. Dick,3,0,338.0000,450
752,752,Horror,South Korean horror film,3,0,339.0000,450
753,753,Distillery,Distillery,3,1,339.0000,451
754,754,Maryland,Maryland,3,1,339.0000,452
755,755,1936,7 January 1936,3,0,340.0000,452
756,756,Religious authority,belief in many deities and spirits,3,0,341.0000,452
757,757,Cuyler Reynolds,Cuyler Reynolds,3,1,341.0000,453
758,758,"Fujioka, Gunma","Fujioka, Gunma",3,1,341.0000,454
759,759,Umaro Sissoco Embaló,Umaro Mokhtar Sissoco Embaló,3,0,342.0000,454
760,760,The Saturdays,The Saturdays,3,1,342.0000,456
761,761,Scandinavian design,Scandinavian design,3,1,342.0000,457
762,762,Foo Fighters,Foo Fighters,3,1,342.0000,458
763,763,Yes,yes,3,1,342.0000,459
764,764,Documentary,documentary,3,1,342.0000,460
765,765,A5117 road,The A41,3,0,343.0000,460
766,766,More than 230,230,3,0,344.0000,460
767,767,Teacher,member of the Executive Council of the General Anthroposophical Society,3,0,345.0000,460
768,768,Happy Death Day,Happy Death Day,3,1,345.0000,461
769,769,Laurus,Laurus,3,1,345.0000,462
770,770,Sponsorship scandal,The sponsorship scandal,3,1,345.0000,463
771,771,1830,6 April 1830,3,0,346.0000,463
772,772,Oceans,The Bears and I,3,0,347.0000,463
773,773,Oakland County,Oakland County,3,1,347.0000,464
774,774,867 feet,867,3,0,348.0000,464
775,775,2015,2015,3,1,348.0000,465
776,776,No,no,3,1,348.0000,466
777,777,Yes,yes,3,1,348.0000,467
778,778,The Life of Larry and Larry & Steve,The Life of Larry and Larry & Steve,3,1,348.0000,468
779,779,John John Florence,John John Florence,3,1,348.0000,469
780,780,Chevalier Field,Warrington,3,0,349.0000,469
781,781,Johan Leysen,Johan Leysen,3,1,349.0000,470
782,782,1991's 'The Changing Scottish Landscape',The Changing Scottish Landscape,3,0,350.0000,470
783,783,219,219,3,1,350.0000,471
784,784,U.S. Bancorp,U.S. Bancorp,3,1,350.0000,472
785,785,Crystal Palace F.C. Player of the Year,Player of the Year,3,0,351.0000,472
786,786,Jim Davis,Jim Davis,3,1,351.0000,473
787,787,Taylor Swift,Taylor Swift,3,1,351.0000,474
788,788,Liberty,Liberty,3,1,351.0000,475
789,789,Stanisław Drzewiecki,Maria Szraiber,3,0,352.0000,475
790,790,Apsley Cherry-Garrard,Apsley George Benet Cherry-Garrard,3,0,353.0000,475
791,791,Michael Edwards,"Eddie ""The Eagle"" Edwards",3,0,354.0000,475
792,792,2010,2008,3,0,355.0000,475
793,793,Victor Reinier,Ryan Guno Babel,3,0,356.0000,475
794,794,1851,1851,3,1,356.0000,476
795,795,Tannenberg,26–30 August 1914,3,0,357.0000,476
796,796,CBS Corporation,CBS Corporation,3,1,357.0000,477
797,797,Selle v. Gibb,1964,3,0,358.0000,477
798,798,Salford City,Salford City Football Club,3,0,359.0000,477
799,799,Tetrapolis,northeastern,3,0,360.0000,477
800,800,Pete Sell,Peter 'Drago' Sell,3,0,361.0000,477
801,801,Valuation method,business,3,0,362.0000,477
802,802,Kew Gardens,Kew Gardens,3,1,362.0000,478
803,803,Austrian,American,3,0,363.0000,478
804,804,Family member,a family member,3,1,363.0000,479
805,805,Sun Valley,"Sun Valley, Idaho",3,0,364.0000,479
806,806,Filthy Rich & Catflap,"""The Comic Strip Presents...""",3,0,365.0000,479
807,807,Roman Empire,Roman,3,0,366.0000,479
808,808,John Faso,John Faso,3,1,366.0000,480
809,809,"Pioneer in watch design, manufacturing and distribution",Swiss made,3,0,367.0000,480
810,810,No,no,3,1,367.0000,481
811,811,Tufts University,Tufts College,3,0,368.0000,481
812,812,Punk rock,punk rock,3,1,368.0000,482
813,813,Presbyterian Church (USA),Presbyterian Church,3,0,369.0000,482
814,814,Fictional character,fictional character,3,1,369.0000,483
815,815,1964 to 1974,1964 to 1974,3,1,369.0000,484
816,816,Yes,yes,3,1,369.0000,485
817,817,Orange,orange,3,1,369.0000,486
818,818,Philadelphia,Philadelphia,3,1,369.0000,487
819,819,John Lennon,John Lennon,3,1,369.0000,488
820,820,"8,211","8,211 at the 2010 census",3,0,370.0000,488
821,821,"5,042","5,042",3,1,370.0000,489
822,822,Vikram Bhatt,Tinu Suresh Desai,3,0,371.0000,489
823,823,Pyotr Ilyich Tchaikovsky,Pyotr Ilyich Tchaikovsky,3,1,371.0000,490
824,824,Yes,no,3,0,372.0000,490
825,825,American,American,3,1,372.0000,491
826,826,Rocky Boy's Indian Reservation,Rocky Boy's Indian Reservation,3,1,372.0000,492
827,827,1986,1986,3,1,372.0000,493
828,828,Armada,Ready Player One,3,0,373.0000,493
829,829,Hugo Award,Hugo Award,3,1,373.0000,494
830,830,"Chiba, Japan",Korea,3,0,374.0000,496
831,831,4,4 albums,3,0,375.0000,496
832,832,Carrefour,Carrefour,3,1,375.0000,497
833,833,Nikolai Morozov,Nikolai Morozov,3,1,375.0000,498
834,834,No,no,3,1,375.0000,499
835,835,Pavel Alexandrov,Pavel Sergeyevich Alexandrov,3,0,376.0000,499
836,836,May Revolution,May Revolution,3,1,376.0000,500
837,837,No,no,3,1,376.0000,501
838,838,Stunt performer,stunt performances,3,0,377.0000,501
839,839,Archbishop of Canterbury,Archbishop of Canterbury,3,1,377.0000,502
840,840,Gloria Trevi,Gloria Trevi,3,1,377.0000,504
841,841,Robert Smigel,"Robert Smigel, Michael Koman and David Feldman",3,0,378.0000,504
842,842,Frank Thomas' Big Hurt,a pinball machine,3,0,379.0000,504
843,843,Princess Jessica,Princess Jessica,3,1,379.0000,505
844,844,Justin Spitzer,Justin Spitzer,3,1,379.0000,506
845,845,Apium,Apium,3,1,379.0000,507
846,846,Bill Clinton,William Jefferson Clinton,3,0,380.0000,507
847,847,2005,2005,3,1,380.0000,508
848,848,Fazoli's,Fazoli's,3,1,380.0000,509
849,849,Future,The Bomb Factory,3,0,381.0000,509
850,850,Evangelical Christianity,evangelical Christian,3,0,382.0000,509
851,851,Laura Osnes,Laura Ann Osnes,3,0,383.0000,509
852,852,Impresario,impresario,3,1,383.0000,510
853,853,Fifth-largest,fifth-largest,3,1,383.0000,511
854,854,Bhabananda Deka,Prof Bhabananda Deka,3,0,384.0000,511
855,855,ZZ Top,ZZ Top,3,1,384.0000,512
856,856,"276,170","276,170 inhabitants",3,0,385.0000,512
857,857,Leo Varadkar,Leo Varadkar,3,1,385.0000,513
858,858,Violin Sonata No. 4,Symphony No. 7,3,0,386.0000,513
859,859,Pepper Keenan,"Robert ""Rob"" Parissi",3,0,387.0000,513
860,860,Boston and Maine Railroad's Southern Division,Boston and Maine Railroad's Southern Division,3,1,387.0000,514
861,861,Yes,no,3,0,388.0000,514
862,862,1946,1945,3,0,389.0000,514
863,863,Mark Ciardi,Kurt Russell,3,0,390.0000,514
864,864,Australian Supercars Championship,Australian Supercars Championship,3,1,390.0000,515
865,865,Urijah Faber,Urijah Christopher Faber,3,0,391.0000,515
866,866,Nuptse,It lies two kilometres WSW of Mount Everest.,3,0,392.0000,515
867,867,"Las Vegas, Nevada",Las Vegas Strip in Paradise,3,0,393.0000,515
868,868,Piaggio,Piaggio,3,1,393.0000,516
869,869,"Hotel, Airport, Wheels","Hotel"" (1965), ""Airport"" (1968), ""Wheels"" (1971)",3,0,394.0000,516
870,870,John F. Kelly,John Francis Kelly,3,0,395.0000,516
871,871,Charlie Albright,Atsushi Ogata,3,0,396.0000,516
872,872,Greenwich Village,"Greenwich Village, New York City",3,0,397.0000,516
873,873,Chris Lee,Sean Yseult.,3,0,398.0000,516
874,874,"46 Albert Square, Walford, London E20","46 Albert Square, Walford, London E20",3,1,398.0000,517
875,875,AngloGold Ashanti,AngloGold Ashanti,3,1,398.0000,518
876,876,Dennis Hull,"Dennis Hull, as well as painter Manley MacDonald.",3,0,399.0000,518
877,877,Blue,Blue,3,1,399.0000,519
878,878,Front Row,keyboard function keys,3,0,400.0000,519
879,879,"March 24, 2001 - $129","April 29, 2005 for US$129.95",3,0,401.0000,519
880,880,Yes,yes,3,1,401.0000,520
881,881,1614,1614,3,1,401.0000,521
882,882,More than two decades,more than two decades,3,1,401.0000,522
883,883,Ratatat,Ratatat,3,1,401.0000,523
884,884,Alceste,"""Alceste""",3,1,401.0000,524
885,885,Virginia Woolf,Adeline Virginia Woolf,3,0,402.0000,524
886,886,Babylon,Babylon,3,1,402.0000,525
887,887,Berea College,Berea College,3,1,402.0000,526
888,888,Severe acute respiratory syndrome,severe acute respiratory syndrome,3,1,402.0000,527
889,889,Hamlet,Hamlet,3,1,402.0000,528
890,890,January,January 2001,3,0,403.0000,529
891,891,"Royce da 5'9"" and Eminem","Royce da 5'9"" (Bad) and Eminem (Evil)",3,0,404.0000,529
892,892,Nelson Rockefeller,Nelson Rockefeller,3,1,404.0000,530
893,893,Kelly Osbourne,Kelly Lee Osbourne,3,0,405.0000,530
894,894,Peabody Ducks,Ducks,3,0,406.0000,530
895,895,Yes,yes,3,1,406.0000,531
896,896,Seven,seven,3,1,406.0000,532
897,897,Mathieu Kassovitz,Mathieu Kassovitz,3,1,406.0000,533
898,898,Viaport Rotterdam,Viaport Rotterdam,3,1,406.0000,534
