step,problem_id,greedy_reward,cumulative_regret,batch_idx
744,abc381_d,0.0000,442.2667,74
745,3714,0.3333,442.9333,74
746,abc312_f,0.0000,443.9333,74
747,3141,0.0000,444.9333,74
748,abc333_b,0.6667,445.2667,74
749,abc378_g,0.0000,446.2667,74
750,abc347_c,0.0000,447.2667,75
751,2879,0.0000,448.2667,75
752,3046,0.0000,449.2667,75
753,abc373_f,0.0000,450.2667,75
754,arc182_d,0.6667,450.6000,75
755,3795,0.2500,451.3500,75
756,2869,0.0000,452.3500,75
757,abc400_e,0.0000,453.3500,75
758,3364,0.3333,454.0167,75
759,abc348_e,0.0000,455.0167,75
760,3610,0.5000,455.5167,76
761,abc336_c,0.0000,456.5167,76
762,abc352_d,0.3333,457.1833,76
763,arc183_c,0.0000,458.1833,76
764,3791,0.0000,459.1833,76
765,3033,1.0000,459.1833,76
766,abc301_e,0.0000,460.1833,76
767,abc348_c,1.0000,460.1833,76
768,abc382_f,0.0000,461.1833,76
769,abc311_e,0.2500,461.9333,76
770,3355,1.0000,461.9333,77
771,3507,1.0000,461.9333,77
772,3494,0.0000,462.9333,77
773,abc377_d,1.0000,462.9333,77
774,3206,1.0000,462.9333,77
775,arc189_d,0.0000,463.9333,77
776,abc306_c,1.0000,463.9333,77
777,3631,0.3333,464.6000,77
778,3563,0.0000,465.6000,77
779,3783,0.0000,466.6000,77
780,abc310_f,0.0000,467.6000,78
781,abc359_c,0.0000,468.6000,78
782,abc385_b,0.3333,469.2667,78
783,abc331_b,0.3333,469.9333,78
784,3762,0.0000,470.9333,78
785,2888,1.0000,470.9333,78
786,abc397_b,0.0000,471.9333,78
787,2877,1.0000,471.9333,78
788,abc371_b,0.0000,472.9333,78
789,abc375_d,0.0000,473.9333,78
790,2893,0.0000,474.9333,79
791,1899_C,0.0000,475.9333,79
792,abc307_d,0.2500,476.6833,79
793,abc386_f,0.6667,477.0167,79
794,abc309_c,0.0000,478.0167,79
795,3450,1.0000,478.0167,79
796,3460,0.0000,479.0167,79
797,2791,1.0000,479.0167,79
798,abc333_a,1.0000,479.0167,79
799,abc389_f,0.0000,480.0167,79
800,abc308_d,0.0000,481.0167,80
801,abc312_e,0.0000,482.0167,80
802,3183,1.0000,482.0167,80
803,3337,0.5000,482.5167,80
804,abc359_a,1.0000,482.5167,80
805,abc354_a,1.0000,482.5167,80
806,arc194_e,0.5000,483.0167,80
807,arc181_d,0.0000,484.0167,80
808,3567,0.5000,484.5167,80
809,abc392_d,0.0000,485.5167,80
810,abc327_d,0.5000,486.0167,81
811,abc376_a,0.3333,486.6833,81
812,abc303_d,0.0000,487.6833,81
813,3570,0.3333,488.3500,81
814,3768,1.0000,488.3500,81
815,3721,0.0000,489.3500,81
816,3594,0.0000,490.3500,81
817,abc396_d,0.0000,491.3500,81
818,abc351_e,0.0000,492.3500,81
819,abc367_a,0.0000,493.3500,81
820,abc361_c,0.3333,494.0167,82
821,abc394_a,1.0000,494.0167,82
822,3262,1.0000,494.0167,82
823,abc365_d,0.0000,495.0167,82
824,3379,1.0000,495.0167,82
825,arc183_a,0.0000,496.0167,82
826,3196,0.5000,496.5167,82
827,3193,1.0000,496.5167,82
828,abc384_c,0.0000,497.5167,82
829,abc362_a,1.0000,497.5167,82
830,3789,0.0000,498.5167,83
831,2891,0.0000,499.5167,83
832,3388,0.3333,500.1833,83
833,abc379_e,0.0000,501.1833,83
834,2999,0.5000,501.6833,83
835,3760,1.0000,501.6833,83
836,abc396_b,0.0000,502.6833,83
837,abc311_c,0.0000,503.6833,83
838,2876,1.0000,503.6833,83
839,abc311_b,0.0000,504.6833,83
840,abc326_d,0.0000,505.6833,84
841,3781,0.0000,506.6833,84
842,abc338_c,0.2500,507.4333,84
843,arc196_b,0.0000,508.4333,84
844,2785,1.0000,508.4333,84
845,3383,0.0000,509.4333,84
846,abc329_f,0.0000,510.4333,84
847,abc366_b,0.0000,511.4333,84
848,1873_A,0.0000,512.4333,84
849,abc362_e,0.0000,513.4333,84
850,arc184_d,0.0000,514.4333,85
851,abc363_e,0.0000,515.4333,85
852,3249,1.0000,515.4333,85
853,3744,0.0000,516.4333,85
854,abc340_d,0.0000,517.4333,85
855,abc390_f,0.0000,518.4333,85
856,abc303_b,0.0000,519.4333,85
857,arc190_d,0.0000,520.4333,85
858,abc398_a,1.0000,520.4333,85
859,abc372_c,0.0000,521.4333,85
860,abc325_a,1.0000,521.4333,86
861,abc370_g,0.0000,522.4333,86
862,3104,0.0000,523.4333,86
863,abc357_b,0.0000,524.4333,86
864,3311,1.0000,524.4333,86
865,abc384_g,0.0000,525.4333,86
866,abc356_d,0.0000,526.4333,86
867,abc393_e,0.0000,527.4333,86
868,abc377_a,1.0000,527.4333,86
869,abc377_e,0.0000,528.4333,86
870,1883_B,0.0000,529.4333,87
871,arc194_d,0.0000,530.4333,87
872,3243,1.0000,530.4333,87
873,abc353_e,0.0000,531.4333,87
874,3697,0.0000,532.4333,87
875,3153,0.0000,533.4333,87
876,abc333_c,0.0000,534.4333,87
877,abc372_g,0.0000,535.4333,87
878,abc385_c,0.3333,536.1000,87
879,arc192_d,0.0000,537.1000,87
880,abc382_a,0.0000,538.1000,88
881,3771,0.0000,539.1000,88
882,3531,0.0000,540.1000,88
883,3164,1.0000,540.1000,88
884,abc377_f,0.0000,541.1000,88
885,abc390_g,0.0000,542.1000,88
886,2730,1.0000,542.1000,88
887,abc391_d,0.0000,543.1000,88
888,3436,0.0000,544.1000,88
889,abc313_c,0.0000,545.1000,88
890,abc361_e,0.0000,546.1000,89
891,3367,0.0000,547.1000,89
892,abc389_e,0.0000,548.1000,89
893,abc342_a,1.0000,548.1000,89
894,abc342_e,0.0000,549.1000,89
895,3692,0.0000,550.1000,89
896,3526,0.3333,550.7667,89
897,abc351_b,1.0000,550.7667,89
898,3794,0.0000,551.7667,89
899,arc188_b,1.0000,551.7667,89
900,3245,1.0000,551.7667,90
901,abc370_d,0.0000,552.7667,90
902,3235,0.0000,553.7667,90
903,3150,1.0000,553.7667,90
904,abc387_f,0.0000,554.7667,90
905,2854,1.0000,554.7667,90
906,abc383_c,0.0000,555.7667,90
907,3025,0.0000,556.7667,90
908,3451,1.0000,556.7667,90
909,abc358_e,0.0000,557.7667,90
910,3213,1.0000,557.7667,91
911,abc399_e,0.0000,558.7667,91
912,3725,1.0000,558.7667,91
913,abc346_b,0.3333,559.4333,91
914,3447,1.0000,559.4333,91
915,abc352_a,0.6667,559.7667,91
916,3413,0.5000,560.2667,91
917,abc381_b,1.0000,560.2667,91
918,abc315_f,0.0000,561.2667,91
919,abc363_d,0.0000,562.2667,91
920,3461,0.5000,562.7667,92
921,abc381_a,1.0000,562.7667,92
922,abc312_d,0.0000,563.7667,92
923,3219,0.0000,564.7667,92
924,abc318_b,0.0000,565.7667,92
925,3224,0.0000,566.7667,92
926,3371,1.0000,566.7667,92
927,abc372_a,1.0000,566.7667,92
928,abc391_f,1.0000,566.7667,92
929,abc345_d,0.0000,567.7667,92
930,abc356_a,1.0000,567.7667,93
931,arc182_a,0.0000,568.7667,93
932,abc306_a,1.0000,568.7667,93
933,abc328_b,0.0000,569.7667,93
934,abc377_b,1.0000,569.7667,93
935,abc390_e,1.0000,569.7667,93
936,3453,0.5000,570.2667,93
937,abc396_f,0.0000,571.2667,93
938,abc305_e,0.0000,572.2667,93
939,2886,1.0000,572.2667,93
940,abc318_e,0.3333,572.9333,94
941,abc346_a,1.0000,572.9333,94
942,abc328_c,0.5000,573.4333,94
943,3593,0.6667,573.7667,94
944,2824,1.0000,573.7667,94
945,3604,0.0000,574.7667,94
946,abc309_b,0.0000,575.7667,94
947,2872,1.0000,575.7667,94
948,abc386_c,0.6667,576.1000,94
949,abc385_a,0.3333,576.7667,94
950,3656,0.6667,577.1000,95
951,abc330_a,1.0000,577.1000,95
952,3571,0.0000,578.1000,95
953,abc307_c,0.0000,579.1000,95
954,3421,1.0000,579.1000,95
955,3573,0.0000,580.1000,95
956,abc372_d,0.0000,581.1000,95
957,abc398_f,0.0000,582.1000,95
958,abc319_c,0.0000,583.1000,95
959,abc341_e,0.0000,584.1000,95
960,3346,0.0000,585.1000,96
961,3252,1.0000,585.1000,96
962,abc312_b,0.0000,586.1000,96
963,abc378_a,1.0000,586.1000,96
964,abc362_b,1.0000,586.1000,96
965,3291,0.6667,586.4333,96
966,arc194_a,0.0000,587.4333,96
967,abc367_b,1.0000,587.4333,96
968,2902,1.0000,587.4333,96
969,abc373_c,0.0000,588.4333,96
970,3558,1.0000,588.4333,97
971,abc400_c,0.0000,589.4333,97
972,abc374_a,1.0000,589.4333,97
973,abc318_d,0.0000,590.4333,97
974,3551,0.0000,591.4333,97
975,abc305_c,0.0000,592.4333,97
976,abc336_d,0.0000,593.4333,97
977,abc340_a,1.0000,593.4333,97
978,3251,1.0000,593.4333,97
979,abc338_e,0.3333,594.1000,97
980,3653,0.3333,594.7667,98
981,abc371_c,0.0000,595.7667,98
982,3327,0.0000,596.7667,98
983,abc321_a,1.0000,596.7667,98
984,abc341_f,0.0000,597.7667,98
985,3080,0.0000,598.7667,98
986,abc388_c,0.0000,599.7667,98
987,abc310_a,0.0000,600.7667,98
988,3715,0.0000,601.7667,98
989,2953,1.0000,601.7667,98
990,abc323_c,0.0000,602.7667,99
991,abc386_e,0.0000,603.7667,99
992,abc309_a,0.6667,604.1000,99
993,3026,0.0000,605.1000,99
994,2849,0.0000,606.1000,99
995,2892,0.7500,606.3500,99
996,abc375_b,0.0000,607.3500,99
997,abc302_a,0.6667,607.6833,99
998,3479,0.0000,608.6833,99
999,abc338_b,1.0000,608.6833,99
1000,abc387_a,1.0000,608.6833,100
1001,abc391_a,1.0000,608.6833,100
1002,abc369_d,0.0000,609.6833,100
1003,abc370_e,0.0000,610.6833,100
1004,3648,0.0000,611.6833,100
1005,abc324_b,1.0000,611.6833,100
1006,3430,0.0000,612.6833,100
1007,2952,0.0000,613.6833,100
1008,abc341_d,0.0000,614.6833,100
1009,abc397_e,0.0000,615.6833,100
1010,3731,0.0000,616.6833,101
1011,3192,1.0000,616.6833,101
1012,abc363_b,0.0000,617.6833,101
1013,3374,0.0000,618.6833,101
1014,abc378_c,0.0000,619.6833,101
1015,2847,1.0000,619.6833,101
1016,3608,0.0000,620.6833,101
1017,abc318_a,0.0000,621.6833,101
1018,abc366_g,0.0000,622.6833,101
1019,abc334_b,0.0000,623.6833,101
1020,3699,0.0000,624.6833,102
1021,abc337_d,0.0000,625.6833,102
1022,3045,1.0000,625.6833,102
1023,abc384_b,0.0000,626.6833,102
1024,3347,1.0000,626.6833,102
1025,3776,0.0000,627.6833,102
1026,3528,0.0000,628.6833,102
1027,abc352_b,0.0000,629.6833,102
1028,abc327_c,1.0000,629.6833,102
1029,3736,1.0000,629.6833,102
1030,3540,1.0000,629.6833,103
1031,3690,0.0000,630.6833,103
1032,abc329_a,1.0000,630.6833,103
1033,2755,0.0000,631.6833,103
1034,3442,0.0000,632.6833,103
1035,abc393_d,0.0000,633.6833,103
1036,abc354_d,0.0000,634.6833,103
1037,3632,1.0000,634.6833,103
1038,abc346_d,0.0000,635.6833,103
1039,2868,0.0000,636.6833,103
1040,3717,0.0000,637.6833,104
1041,3373,0.5000,638.1833,104
1042,abc354_b,0.0000,639.1833,104
1043,abc301_b,0.0000,640.1833,104
1044,2878,0.5000,640.6833,104
1045,2883,0.3333,641.3500,104
1046,3620,0.0000,642.3500,104
1047,3298,0.0000,643.3500,104
1048,abc304_c,0.0000,644.3500,104
1049,abc321_b,0.0000,645.3500,104
1050,3334,1.0000,645.3500,105
1051,3429,1.0000,645.3500,105
1052,abc365_c,0.3333,646.0167,105
1053,2857,0.5000,646.5167,105
1054,abc308_b,0.0000,647.5167,105
