step,problem_id,n_icl,greedy_reward,cumulative_regret,accepted_into_mem,kl_loss_batch,batch_idx
501,abc370_c,3,0.0000,283.9000,1,0.021283,50
502,3454,3,0.0000,283.9000,1,0.021283,50
503,3017,3,0.6667,283.9000,1,0.021283,50
504,arc185_d,3,0.0000,283.9000,1,0.021283,50
505,abc340_e,3,0.6667,283.9000,1,0.021283,50
506,arc184_c,3,0.0000,283.9000,1,0.021283,50
507,abc359_d,3,0.2500,283.9000,1,0.021283,50
508,abc376_e,3,0.0000,283.9000,1,0.021283,50
509,3437,3,0.5000,283.9000,1,0.021283,50
510,abc382_c,3,0.6667,289.2333,1,0.029500,51
511,3616,3,0.5000,289.2333,1,0.029500,51
512,abc382_g,3,0.0000,289.2333,1,0.029500,51
513,abc324_d,3,0.3333,289.2333,1,0.029500,51
514,abc379_c,3,0.5000,289.2333,1,0.029500,51
515,abc330_c,3,1.0000,289.2333,1,0.029500,51
516,abc348_a,3,1.0000,289.2333,1,0.029500,51
517,abc327_a,3,0.6667,289.2333,1,0.029500,51
518,abc379_f,3,0.0000,289.2333,1,0.029500,51
519,3779,3,0.0000,289.2333,1,0.029500,51
520,arc182_e,3,1.0000,293.6500,1,0.026826,52
521,abc384_f,3,1.0000,293.6500,1,0.026826,52
522,arc190_a,3,0.0000,293.6500,1,0.026826,52
523,abc394_c,3,1.0000,293.6500,1,0.026826,52
524,abc338_d,3,0.3333,293.6500,1,0.026826,52
525,abc302_f,3,0.2500,293.6500,1,0.026826,52
526,1873_B,3,1.0000,293.6500,1,0.026826,52
527,abc360_a,3,1.0000,293.6500,1,0.026826,52
528,abc389_b,3,0.0000,293.6500,1,0.026826,52
529,abc314_c,3,0.0000,293.6500,1,0.026826,52
530,arc188_a,3,0.3333,298.9833,1,0.022565,53
531,abc389_g,3,0.0000,298.9833,1,0.022565,53
532,3522,3,1.0000,298.9833,1,0.022565,53
533,abc358_b,3,0.0000,298.9833,1,0.022565,53
534,abc353_d,3,1.0000,298.9833,1,0.022565,53
535,arc181_c,3,0.0000,298.9833,1,0.022565,53
536,abc334_c,3,0.3333,298.9833,1,0.022565,53
537,abc353_a,3,1.0000,298.9833,1,0.022565,53
538,arc189_a,3,0.0000,298.9833,1,0.022565,53
539,3463,3,1.0000,298.9833,1,0.022565,53
540,abc371_d,3,1.0000,304.3167,1,0.021212,54
541,3778,3,1.0000,304.3167,1,0.021212,54
542,arc181_a,3,0.0000,304.3167,1,0.021212,54
543,abc368_b,3,1.0000,304.3167,1,0.021212,54
544,2812,3,1.0000,304.3167,1,0.021212,54
545,abc331_c,3,0.0000,304.3167,1,0.021212,54
546,abc346_e,3,0.6667,304.3167,1,0.021212,54
547,abc391_b,3,0.0000,304.3167,1,0.021212,54
548,abc335_d,3,0.0000,304.3167,1,0.021212,54
549,3773,3,0.0000,304.3167,1,0.021212,54
550,3674,3,0.0000,309.3167,1,0.017584,55
551,abc388_d,3,0.0000,309.3167,1,0.017584,55
552,abc330_e,3,1.0000,309.3167,1,0.017584,55
553,arc187_b,3,0.0000,309.3167,1,0.017584,55
554,abc302_b,3,0.0000,309.3167,1,0.017584,55
555,2802,3,1.0000,309.3167,1,0.017584,55
556,3765,3,0.0000,309.3167,1,0.017584,55
557,3708,3,1.0000,309.3167,1,0.017584,55
558,abc326_b,3,1.0000,309.3167,1,0.017584,55
559,abc335_c,3,1.0000,309.3167,1,0.017584,55
560,3344,3,1.0000,313.3167,1,0.022837,56
561,abc303_c,3,1.0000,313.3167,1,0.022837,56
562,abc308_a,3,1.0000,313.3167,1,0.022837,56
563,3354,3,0.0000,313.3167,1,0.022837,56
564,2834,3,1.0000,313.3167,1,0.022837,56
565,abc342_b,3,1.0000,313.3167,1,0.022837,56
566,3114,3,0.0000,313.3167,1,0.022837,56
567,abc390_b,3,1.0000,313.3167,1,0.022837,56
568,3688,3,0.0000,313.3167,1,0.022837,56
569,abc380_c,3,0.0000,313.3167,1,0.022837,56
570,abc349_c,3,0.3333,317.6500,1,0.032141,57
571,abc331_d,3,0.0000,317.6500,1,0.032141,57
572,3312,3,1.0000,317.6500,1,0.032141,57
573,2808,3,1.0000,317.6500,1,0.032141,57
574,abc349_a,3,0.3333,317.6500,1,0.032141,57
575,3309,3,1.0000,317.6500,1,0.032141,57
576,arc194_c,3,0.3333,317.6500,1,0.032141,57
577,abc375_f,3,1.0000,317.6500,1,0.032141,57
578,3579,3,0.0000,317.6500,1,0.032141,57
579,abc385_e,3,0.6667,317.6500,1,0.032141,57
580,3471,3,1.0000,321.6500,1,0.019006,58
581,abc380_b,3,1.0000,321.6500,1,0.019006,58
582,3091,3,0.3333,321.6500,1,0.019006,58
583,3682,3,1.0000,321.6500,1,0.019006,58
584,3588,3,0.0000,321.6500,1,0.019006,58
585,abc337_c,3,0.3333,321.6500,1,0.019006,58
586,3606,3,1.0000,321.6500,1,0.019006,58
587,arc194_b,3,0.0000,321.6500,1,0.019006,58
588,abc326_e,3,0.3333,321.6500,1,0.019006,58
589,2844,3,1.0000,321.6500,1,0.019006,58
590,3195,3,0.3333,326.9833,1,0.021864,59
591,3801,3,0.0000,326.9833,1,0.021864,59
592,3229,3,1.0000,326.9833,1,0.021864,59
593,3748,3,0.3333,326.9833,1,0.021864,59
594,abc390_d,3,0.3333,326.9833,1,0.021864,59
595,2831,3,1.0000,326.9833,1,0.021864,59
596,abc364_a,3,0.6667,326.9833,1,0.021864,59
597,3230,3,1.0000,326.9833,1,0.021864,59
598,abc396_c,3,0.0000,326.9833,1,0.021864,59
599,3587,3,0.0000,326.9833,1,0.021864,59
600,3684,3,0.3333,333.3167,1,0.020017,60
601,abc393_b,3,0.3333,333.3167,1,0.020017,60
602,abc352_e,3,0.0000,333.3167,1,0.020017,60
603,3426,3,1.0000,333.3167,1,0.020017,60
604,abc355_e,3,0.0000,333.3167,1,0.020017,60
605,3651,3,0.0000,333.3167,1,0.020017,60
606,abc315_e,3,0.0000,333.3167,1,0.020017,60
607,3200,3,0.0000,333.3167,1,0.020017,60
608,abc331_e,3,1.0000,333.3167,1,0.020017,60
609,3659,3,1.0000,333.3167,1,0.020017,60
610,2848,3,1.0000,338.8167,1,0.030959,61
611,abc320_e,3,0.0000,338.8167,1,0.030959,61
612,3584,3,0.0000,338.8167,1,0.030959,61
613,3031,3,0.0000,338.8167,1,0.030959,61
614,2866,3,1.0000,338.8167,1,0.030959,61
615,abc388_f,3,0.3333,338.8167,1,0.030959,61
616,3622,3,0.0000,338.8167,1,0.030959,61
617,abc357_a,3,0.6667,338.8167,1,0.030959,61
618,abc368_f,3,0.5000,338.8167,1,0.030959,61
619,abc304_b,3,1.0000,338.8167,1,0.030959,61
620,abc334_a,3,1.0000,345.3167,1,0.030055,62
621,abc305_d,3,0.0000,345.3167,1,0.030055,62
622,abc367_e,3,0.6667,345.3167,1,0.030055,62
623,abc321_e,3,0.0000,345.3167,1,0.030055,62
624,abc319_e,3,0.0000,345.3167,1,0.030055,62
625,3240,3,0.5000,345.3167,1,0.030055,62
626,abc388_a,3,1.0000,345.3167,1,0.030055,62
627,3106,3,0.3333,345.3167,1,0.030055,62
628,3166,3,0.0000,345.3167,1,0.030055,62
629,3705,3,0.0000,345.3167,1,0.030055,62
630,3209,3,0.0000,351.6500,1,0.025567,63
631,3093,3,1.0000,351.6500,1,0.025567,63
632,abc325_b,3,0.0000,351.6500,1,0.025567,63
633,abc386_b,3,0.3333,351.6500,1,0.025567,63
634,1899_D,3,0.0000,351.6500,1,0.025567,63
635,abc388_e,3,1.0000,351.6500,1,0.025567,63
636,abc368_g,3,0.0000,351.6500,1,0.025567,63
637,abc325_e,3,0.3333,351.6500,1,0.025567,63
638,abc364_d,3,1.0000,351.6500,1,0.025567,63
639,arc186_d,3,0.0000,351.6500,1,0.025567,63
640,3559,3,0.0000,358.3167,1,0.021941,64
641,abc322_c,3,0.0000,358.3167,1,0.021941,64
642,abc339_d,3,0.3333,358.3167,1,0.021941,64
643,abc400_b,3,1.0000,358.3167,1,0.021941,64
644,arc186_c,3,0.0000,358.3167,1,0.021941,64
645,abc335_b,3,0.0000,358.3167,1,0.021941,64
646,abc383_a,3,1.0000,358.3167,1,0.021941,64
647,abc373_e,3,0.0000,358.3167,1,0.021941,64
648,abc357_d,3,0.0000,358.3167,1,0.021941,64
649,3709,3,1.0000,358.3167,1,0.021941,64
650,abc363_c,3,0.0000,361.3167,1,0.019696,65
651,2916,3,1.0000,361.3167,1,0.019696,65
652,3055,3,1.0000,361.3167,1,0.019696,65
653,3469,3,0.5000,361.3167,1,0.019696,65
654,abc369_a,3,1.0000,361.3167,1,0.019696,65
655,abc394_d,3,1.0000,361.3167,1,0.019696,65
656,2727,3,1.0000,361.3167,1,0.019696,65
657,2915,3,0.5000,361.3167,1,0.019696,65
658,abc379_a,3,1.0000,361.3167,1,0.019696,65
659,3376,3,0.0000,361.3167,1,0.019696,65
660,abc325_c,3,1.0000,368.3167,1,0.019101,66
661,abc373_b,3,0.0000,368.3167,1,0.019101,66
662,3203,3,0.0000,368.3167,1,0.019101,66
663,abc395_f,3,0.0000,368.3167,1,0.019101,66
664,abc374_f,3,0.0000,368.3167,1,0.019101,66
665,abc311_a,3,1.0000,368.3167,1,0.019101,66
666,arc191_a,3,0.0000,368.3167,1,0.019101,66
667,3750,3,1.0000,368.3167,1,0.019101,66
668,abc315_d,3,0.0000,368.3167,1,0.019101,66
669,abc397_c,3,0.0000,368.3167,1,0.019101,66
670,abc360_d,3,0.0000,373.8167,1,0.017021,67
671,3439,3,1.0000,373.8167,1,0.017021,67
672,abc392_f,3,1.0000,373.8167,1,0.017021,67
673,arc183_b,3,0.0000,373.8167,1,0.017021,67
674,abc350_c,3,0.0000,373.8167,1,0.017021,67
675,2955,3,1.0000,373.8167,1,0.017021,67
676,abc369_g,3,0.0000,373.8167,1,0.017021,67
677,2837,3,1.0000,373.8167,1,0.017021,67
678,3498,3,0.0000,373.8167,1,0.017021,67
679,3478,3,0.5000,373.8167,1,0.017021,67
680,abc394_b,3,1.0000,377.2333,1,0.017066,68
681,3484,3,0.0000,377.2333,1,0.017066,68
682,3176,3,1.0000,377.2333,1,0.017066,68
683,abc347_a,3,1.0000,377.2333,1,0.017066,68
684,abc310_c,3,1.0000,377.2333,1,0.017066,68
685,abc385_f,3,0.2500,377.2333,1,0.017066,68
686,3519,3,0.6667,377.2333,1,0.017066,68
687,3646,3,0.0000,377.2333,1,0.017066,68
688,abc301_a,3,0.6667,377.2333,1,0.017066,68
689,2954,3,1.0000,377.2333,1,0.017066,68
690,abc357_e,3,0.0000,383.7333,1,0.012677,69
691,3704,3,0.0000,383.7333,1,0.012677,69
692,3700,3,0.3333,383.7333,1,0.012677,69
693,3754,3,0.0000,383.7333,1,0.012677,69
694,abc356_c,3,0.0000,383.7333,1,0.012677,69
695,3408,3,0.3333,383.7333,1,0.012677,69
696,abc393_a,3,0.5000,383.7333,1,0.012677,69
697,abc376_f,3,0.3333,383.7333,1,0.012677,69
698,2873,3,1.0000,383.7333,1,0.012677,69
699,abc328_a,3,1.0000,383.7333,1,0.012677,69
700,abc379_d,3,0.0000,391.5667,1,0.013208,70
701,abc364_f,3,0.3333,391.5667,1,0.013208,70
702,3517,3,0.0000,391.5667,1,0.013208,70
703,3675,3,0.0000,391.5667,1,0.013208,70
704,abc307_a,3,1.0000,391.5667,1,0.013208,70
705,abc324_e,3,0.0000,391.5667,1,0.013208,70
706,abc378_f,3,0.3333,391.5667,1,0.013208,70
707,3239,3,0.0000,391.5667,1,0.013208,70
708,3406,3,0.0000,391.5667,1,0.013208,70
709,3677,3,0.5000,391.5667,1,0.013208,70
710,3809,3,1.0000,398.9000,1,0.020480,71
711,abc380_g,3,0.3333,398.9000,1,0.020480,71
712,abc322_d,3,0.0000,398.9000,1,0.020480,71
713,3349,3,1.0000,398.9000,1,0.020480,71
714,3502,3,0.0000,398.9000,1,0.020480,71
715,abc343_e,3,0.0000,398.9000,1,0.020480,71
716,1873_D,3,0.0000,398.9000,1,0.020480,71
717,arc192_e,3,0.0000,398.9000,1,0.020480,71
718,3261,3,0.0000,398.9000,1,0.020480,71
719,3716,3,0.3333,398.9000,1,0.020480,71
720,abc397_f,3,0.0000,405.2333,1,0.017357,72
721,abc306_b,3,1.0000,405.2333,1,0.017357,72
722,3396,3,1.0000,405.2333,1,0.017357,72
723,abc383_d,3,0.0000,405.2333,1,0.017357,72
724,abc382_d,3,1.0000,405.2333,1,0.017357,72
725,3263,3,0.6667,405.2333,1,0.017357,72
726,abc310_e,3,0.0000,405.2333,1,0.017357,72
727,3032,3,0.0000,405.2333,1,0.017357,72
728,2757,3,0.0000,405.2333,1,0.017357,72
729,abc364_b,3,0.0000,405.2333,1,0.017357,72
730,arc181_b,3,0.5000,410.3167,1,0.019602,73
731,3805,3,0.2500,410.3167,1,0.019602,73
732,abc379_g,3,0.0000,410.3167,1,0.019602,73
733,3811,3,1.0000,410.3167,1,0.019602,73
734,abc355_b,3,1.0000,410.3167,1,0.019602,73
735,2919,3,1.0000,410.3167,1,0.019602,73
736,abc313_a,3,0.6667,410.3167,1,0.019602,73
737,abc400_d,3,0.0000,410.3167,1,0.019602,73
738,abc384_d,3,0.5000,410.3167,1,0.019602,73
739,3329,3,0.0000,410.3167,1,0.019602,73
740,abc396_e,3,0.3333,416.3167,1,0.016122,74
741,3220,3,1.0000,416.3167,1,0.016122,74
742,3356,3,1.0000,416.3167,1,0.016122,74
743,arc195_d,3,0.0000,416.3167,1,0.016122,74
744,abc381_d,3,0.6667,416.3167,1,0.016122,74
745,3714,3,0.0000,416.3167,1,0.016122,74
746,abc312_f,3,0.3333,416.3167,1,0.016122,74
747,3141,3,0.6667,416.3167,1,0.016122,74
748,abc333_b,3,0.0000,416.3167,1,0.016122,74
749,abc378_g,3,0.0000,416.3167,1,0.016122,74
750,abc347_c,3,1.0000,423.3167,1,0.023192,75
751,2879,3,0.0000,423.3167,1,0.023192,75
752,3046,3,0.3333,423.3167,1,0.023192,75
753,abc373_f,3,0.0000,423.3167,1,0.023192,75
754,arc182_d,3,0.6667,423.3167,1,0.023192,75
755,3795,3,0.0000,423.3167,1,0.023192,75
756,2869,3,1.0000,423.3167,1,0.023192,75
757,abc400_e,3,0.0000,423.3167,1,0.023192,75
758,3364,3,0.0000,423.3167,1,0.023192,75
759,abc348_e,3,0.0000,423.3167,1,0.023192,75
750,abc347_c,3,1.0000,423.3167,1,0.028536,75
751,2879,3,0.0000,423.3167,1,0.028536,75
752,3046,3,0.3333,423.3167,1,0.028536,75
753,abc373_f,3,0.0000,423.3167,1,0.028536,75
754,arc182_d,3,0.6667,423.3167,1,0.028536,75
755,3795,3,0.0000,423.3167,1,0.028536,75
756,2869,3,1.0000,423.3167,1,0.028536,75
757,abc400_e,3,0.0000,423.3167,1,0.028536,75
758,3364,3,0.0000,423.3167,1,0.028536,75
759,abc348_e,3,0.0000,423.3167,1,0.028536,75
760,3610,3,1.0000,431.7333,1,0.029618,76
761,abc336_c,3,0.0000,431.7333,1,0.029618,76
762,abc352_d,3,0.0000,431.7333,1,0.029618,76
763,arc183_c,3,0.2500,431.7333,1,0.029618,76
764,3791,3,0.0000,431.7333,1,0.029618,76
765,3033,3,0.0000,431.7333,1,0.029618,76
766,abc301_e,3,0.3333,431.7333,1,0.029618,76
767,abc348_c,3,0.0000,431.7333,1,0.029618,76
768,abc382_f,3,0.0000,431.7333,1,0.029618,76
769,abc311_e,3,0.0000,431.7333,1,0.029618,76
770,3355,3,0.6667,437.9000,1,0.029212,77
771,3507,3,0.0000,437.9000,1,0.029212,77
772,3494,3,0.0000,437.9000,1,0.029212,77
773,abc377_d,3,0.0000,437.9000,1,0.029212,77
774,3206,3,1.0000,437.9000,1,0.029212,77
775,arc189_d,3,0.0000,437.9000,1,0.029212,77
776,abc306_c,3,1.0000,437.9000,1,0.029212,77
777,3631,3,0.3333,437.9000,1,0.029212,77
778,3563,3,0.5000,437.9000,1,0.029212,77
779,3783,3,0.3333,437.9000,1,0.029212,77
780,abc310_f,3,0.0000,443.0667,1,0.032314,78
781,abc359_c,3,0.0000,443.0667,1,0.032314,78
782,abc385_b,3,1.0000,443.0667,1,0.032314,78
783,abc331_b,3,0.6667,443.0667,1,0.032314,78
784,3762,3,0.5000,443.0667,1,0.032314,78
785,2888,3,1.0000,443.0667,1,0.032314,78
786,abc397_b,3,0.6667,443.0667,1,0.032314,78
787,2877,3,1.0000,443.0667,1,0.032314,78
788,abc371_b,3,0.0000,443.0667,1,0.032314,78
789,abc375_d,3,0.0000,443.0667,1,0.032314,78
790,2893,3,0.0000,449.0667,1,0.039987,79
791,1899_C,3,0.0000,449.0667,1,0.039987,79
792,abc307_d,3,0.0000,449.0667,1,0.039987,79
793,abc386_f,3,0.6667,449.0667,1,0.039987,79
794,abc309_c,3,0.0000,449.0667,1,0.039987,79
795,3450,3,1.0000,449.0667,1,0.039987,79
796,3460,3,0.3333,449.0667,1,0.039987,79
797,2791,3,1.0000,449.0667,1,0.039987,79
798,abc333_a,3,1.0000,449.0667,1,0.039987,79
799,abc389_f,3,0.0000,449.0667,1,0.039987,79
800,abc308_d,3,0.3333,453.7333,1,0.029407,80
801,abc312_e,3,0.3333,453.7333,1,0.029407,80
802,3183,3,1.0000,453.7333,1,0.029407,80
803,3337,3,1.0000,453.7333,1,0.029407,80
804,abc359_a,3,1.0000,453.7333,1,0.029407,80
805,abc354_a,3,0.6667,453.7333,1,0.029407,80
806,arc194_e,3,0.0000,453.7333,1,0.029407,80
807,arc181_d,3,0.0000,453.7333,1,0.029407,80
808,3567,3,1.0000,453.7333,1,0.029407,80
809,abc392_d,3,0.0000,453.7333,1,0.029407,80
810,abc327_d,3,0.2500,459.8167,1,0.032260,81
811,abc376_a,3,1.0000,459.8167,1,0.032260,81
812,abc303_d,3,0.0000,459.8167,1,0.032260,81
813,3570,3,1.0000,459.8167,1,0.032260,81
814,3768,3,1.0000,459.8167,1,0.032260,81
815,3721,3,0.3333,459.8167,1,0.032260,81
816,3594,3,0.0000,459.8167,1,0.032260,81
817,abc396_d,3,0.0000,459.8167,1,0.032260,81
818,abc351_e,3,0.0000,459.8167,1,0.032260,81
819,abc367_a,3,0.3333,459.8167,1,0.032260,81
820,abc361_c,3,0.3333,462.9833,1,0.033643,82
821,abc394_a,3,1.0000,462.9833,1,0.033643,82
822,3262,3,1.0000,462.9833,1,0.033643,82
823,abc365_d,3,0.0000,462.9833,1,0.033643,82
824,3379,3,1.0000,462.9833,1,0.033643,82
825,arc183_a,3,0.0000,462.9833,1,0.033643,82
826,3196,3,0.5000,462.9833,1,0.033643,82
827,3193,3,1.0000,462.9833,1,0.033643,82
828,abc384_c,3,1.0000,462.9833,1,0.033643,82
829,abc362_a,3,1.0000,462.9833,1,0.033643,82
830,3789,3,0.0000,465.9833,1,0.028039,83
831,2891,3,1.0000,465.9833,1,0.028039,83
832,3388,3,1.0000,465.9833,1,0.028039,83
833,abc379_e,3,1.0000,465.9833,1,0.028039,83
834,2999,3,1.0000,465.9833,1,0.028039,83
835,3760,3,0.0000,465.9833,1,0.028039,83
836,abc396_b,3,1.0000,465.9833,1,0.028039,83
837,abc311_c,3,0.0000,465.9833,1,0.028039,83
838,2876,3,1.0000,465.9833,1,0.028039,83
839,abc311_b,3,1.0000,465.9833,1,0.028039,83
840,abc326_d,3,0.0000,471.7333,1,0.028430,84
841,3781,3,0.6667,471.7333,1,0.028430,84
842,abc338_c,3,0.2500,471.7333,1,0.028430,84
843,arc196_b,3,0.0000,471.7333,1,0.028430,84
844,2785,3,1.0000,471.7333,1,0.028430,84
845,3383,3,0.0000,471.7333,1,0.028430,84
846,abc329_f,3,1.0000,471.7333,1,0.028430,84
847,abc366_b,3,0.0000,471.7333,1,0.028430,84
848,1873_A,3,1.0000,471.7333,1,0.028430,84
849,abc362_e,3,0.3333,471.7333,1,0.028430,84
850,arc184_d,3,0.0000,478.4000,1,0.024369,85
851,abc363_e,3,0.0000,478.4000,1,0.024369,85
852,3249,3,1.0000,478.4000,1,0.024369,85
853,3744,3,0.0000,478.4000,1,0.024369,85
854,abc340_d,3,0.3333,478.4000,1,0.024369,85
855,abc390_f,3,0.0000,478.4000,1,0.024369,85
856,abc303_b,3,0.3333,478.4000,1,0.024369,85
857,arc190_d,3,0.0000,478.4000,1,0.024369,85
858,abc398_a,3,1.0000,478.4000,1,0.024369,85
859,abc372_c,3,0.6667,478.4000,1,0.024369,85
860,abc325_a,3,1.0000,483.7333,1,0.022707,86
861,abc370_g,3,0.0000,483.7333,1,0.022707,86
862,3104,3,0.0000,483.7333,1,0.022707,86
863,abc357_b,3,1.0000,483.7333,1,0.022707,86
864,3311,3,1.0000,483.7333,1,0.022707,86
865,abc384_g,3,0.0000,483.7333,1,0.022707,86
866,abc356_d,3,0.6667,483.7333,1,0.022707,86
867,abc393_e,3,0.0000,483.7333,1,0.022707,86
868,abc377_a,3,1.0000,483.7333,1,0.022707,86
869,abc377_e,3,0.0000,483.7333,1,0.022707,86
870,1883_B,3,1.0000,490.7333,1,0.034124,87
871,arc194_d,3,0.0000,490.7333,1,0.034124,87
872,3243,3,0.0000,490.7333,1,0.034124,87
873,abc353_e,3,0.0000,490.7333,1,0.034124,87
874,3697,3,0.3333,490.7333,1,0.034124,87
875,3153,3,1.0000,490.7333,1,0.034124,87
876,abc333_c,3,0.6667,490.7333,1,0.034124,87
877,abc372_g,3,0.0000,490.7333,1,0.034124,87
878,abc385_c,3,0.0000,490.7333,1,0.034124,87
879,arc192_d,3,0.0000,490.7333,1,0.034124,87
880,abc382_a,3,1.0000,498.0667,1,0.024748,88
881,3771,3,0.6667,498.0667,1,0.024748,88
882,3531,3,0.0000,498.0667,1,0.024748,88
883,3164,3,0.0000,498.0667,1,0.024748,88
884,abc377_f,3,0.0000,498.0667,1,0.024748,88
885,abc390_g,3,0.0000,498.0667,1,0.024748,88
886,2730,3,0.0000,498.0667,1,0.024748,88
887,abc391_d,3,0.0000,498.0667,1,0.024748,88
888,3436,3,0.6667,498.0667,1,0.024748,88
889,abc313_c,3,0.3333,498.0667,1,0.024748,88
890,abc361_e,3,0.0000,504.4833,1,0.022155,89
891,3367,3,1.0000,504.4833,1,0.022155,89
892,abc389_e,3,0.0000,504.4833,1,0.022155,89
893,abc342_a,3,1.0000,504.4833,1,0.022155,89
894,abc342_e,3,0.0000,504.4833,1,0.022155,89
895,3692,3,0.2500,504.4833,1,0.022155,89
896,3526,3,0.3333,504.4833,1,0.022155,89
897,abc351_b,3,1.0000,504.4833,1,0.022155,89
898,3794,3,0.0000,504.4833,1,0.022155,89
899,arc188_b,3,0.0000,504.4833,1,0.022155,89
900,3245,3,1.0000,509.9833,1,0.027047,90
901,abc370_d,3,1.0000,509.9833,1,0.027047,90
902,3235,3,1.0000,509.9833,1,0.027047,90
903,3150,3,0.6667,509.9833,1,0.027047,90
904,abc387_f,3,0.0000,509.9833,1,0.027047,90
905,2854,3,0.0000,509.9833,1,0.027047,90
906,abc383_c,3,0.3333,509.9833,1,0.027047,90
907,3025,3,0.0000,509.9833,1,0.027047,90
908,3451,3,0.5000,509.9833,1,0.027047,90
909,abc358_e,3,0.0000,509.9833,1,0.027047,90
910,3213,3,1.0000,514.7333,1,0.024386,91
911,abc399_e,3,0.2500,514.7333,1,0.024386,91
912,3725,3,0.0000,514.7333,1,0.024386,91
913,abc346_b,3,1.0000,514.7333,1,0.024386,91
914,3447,3,1.0000,514.7333,1,0.024386,91
915,abc352_a,3,1.0000,514.7333,1,0.024386,91
916,3413,3,0.0000,514.7333,1,0.024386,91
917,abc381_b,3,1.0000,514.7333,1,0.024386,91
918,abc315_f,3,0.0000,514.7333,1,0.024386,91
919,abc363_d,3,0.0000,514.7333,1,0.024386,91
920,3461,3,0.5000,519.7333,1,0.028619,92
921,abc381_a,3,1.0000,519.7333,1,0.028619,92
922,abc312_d,3,0.0000,519.7333,1,0.028619,92
923,3219,3,0.0000,519.7333,1,0.028619,92
924,abc318_b,3,0.0000,519.7333,1,0.028619,92
925,3224,3,0.0000,519.7333,1,0.028619,92
926,3371,3,1.0000,519.7333,1,0.028619,92
927,abc372_a,3,1.0000,519.7333,1,0.028619,92
928,abc391_f,3,1.0000,519.7333,1,0.028619,92
929,abc345_d,3,0.5000,519.7333,1,0.028619,92
930,abc356_a,3,1.0000,525.5667,1,0.032090,93
931,arc182_a,3,0.0000,525.5667,1,0.032090,93
932,abc306_a,3,1.0000,525.5667,1,0.032090,93
933,abc328_b,3,0.0000,525.5667,1,0.032090,93
934,abc377_b,3,0.6667,525.5667,1,0.032090,93
935,abc390_e,3,0.0000,525.5667,1,0.032090,93
936,3453,3,0.5000,525.5667,1,0.032090,93
937,abc396_f,3,0.0000,525.5667,1,0.032090,93
938,abc305_e,3,0.0000,525.5667,1,0.032090,93
939,2886,3,1.0000,525.5667,1,0.032090,93
940,abc318_e,3,0.3333,530.2333,1,0.026881,94
941,abc346_a,3,1.0000,530.2333,1,0.026881,94
942,abc328_c,3,0.0000,530.2333,1,0.026881,94
943,3593,3,0.3333,530.2333,1,0.026881,94
944,2824,3,1.0000,530.2333,1,0.026881,94
945,3604,3,0.0000,530.2333,1,0.026881,94
946,abc309_b,3,0.3333,530.2333,1,0.026881,94
947,2872,3,1.0000,530.2333,1,0.026881,94
948,abc386_c,3,0.6667,530.2333,1,0.026881,94
949,abc385_a,3,0.6667,530.2333,1,0.026881,94
950,3656,3,0.3333,536.7333,1,0.022963,95
951,abc330_a,3,1.0000,536.7333,1,0.022963,95
952,3571,3,0.0000,536.7333,1,0.022963,95
953,abc307_c,3,0.0000,536.7333,1,0.022963,95
954,3421,3,1.0000,536.7333,1,0.022963,95
955,3573,3,0.3333,536.7333,1,0.022963,95
956,abc372_d,3,0.0000,536.7333,1,0.022963,95
957,abc398_f,3,0.3333,536.7333,1,0.022963,95
958,abc319_c,3,0.0000,536.7333,1,0.022963,95
959,abc341_e,3,0.5000,536.7333,1,0.022963,95
960,3346,3,0.0000,542.0667,1,0.033980,96
961,3252,3,1.0000,542.0667,1,0.033980,96
962,abc312_b,3,0.0000,542.0667,1,0.033980,96
963,abc378_a,3,1.0000,542.0667,1,0.033980,96
964,abc362_b,3,0.0000,542.0667,1,0.033980,96
965,3291,3,0.3333,542.0667,1,0.033980,96
966,arc194_a,3,0.3333,542.0667,1,0.033980,96
967,abc367_b,3,1.0000,542.0667,1,0.033980,96
968,2902,3,1.0000,542.0667,1,0.033980,96
969,abc373_c,3,0.0000,542.0667,1,0.033980,96
970,3558,3,0.0000,547.4000,1,0.027221,97
971,abc400_c,3,0.0000,547.4000,1,0.027221,97
972,abc374_a,3,1.0000,547.4000,1,0.027221,97
973,abc318_d,3,0.0000,547.4000,1,0.027221,97
974,3551,3,0.0000,547.4000,1,0.027221,97
975,abc305_c,3,1.0000,547.4000,1,0.027221,97
976,abc336_d,3,0.0000,547.4000,1,0.027221,97
977,abc340_a,3,1.0000,547.4000,1,0.027221,97
978,3251,3,1.0000,547.4000,1,0.027221,97
979,abc338_e,3,0.6667,547.4000,1,0.027221,97
980,3653,3,0.0000,553.2333,1,0.031299,98
981,abc371_c,3,0.0000,553.2333,1,0.031299,98
982,3327,3,0.0000,553.2333,1,0.031299,98
983,abc321_a,3,1.0000,553.2333,1,0.031299,98
984,abc341_f,3,0.0000,553.2333,1,0.031299,98
985,3080,3,0.5000,553.2333,1,0.031299,98
986,abc388_c,3,0.6667,553.2333,1,0.031299,98
987,abc310_a,3,1.0000,553.2333,1,0.031299,98
988,3715,3,0.0000,553.2333,1,0.031299,98
989,2953,3,1.0000,553.2333,1,0.031299,98
990,abc323_c,3,0.0000,557.7333,1,0.027864,99
991,abc386_e,3,0.0000,557.7333,1,0.027864,99
