q_id,bucket_idx,sim_min,sim_max,sim_mean,n_total_in_bucket,n_qualified,avg_base_r_all,avg_base_r_qualified,n_sampled,sampled_anchor_ids,avg_r_1shot,max_r_1shot
abc355_a,0,0.41593989729881287,0.7494552135467529,0.4913463890552521,105,68,0.6206349206349205,0.8664215686274509,10,"[""abc309_a"", ""abc370_a"", ""abc389_a"", ""abc342_a"", ""abc393_a"", ""abc355_c"", ""abc352_a"", ""abc365_b"", ""abc390_a"", ""abc386_a""]",0.8000,1.0000
abc355_a,1,0.3594100773334503,0.41517674922943115,0.38264670968055725,105,53,0.5028571428571428,0.8861635220125786,10,"[""abc321_a"", ""abc348_a"", ""abc369_b"", ""abc319_b"", ""arc194_e"", ""abc343_c"", ""abc327_c"", ""abc324_a"", ""abc356_a"", ""abc361_c""]",0.7667,1.0000
abc355_a,2,0.3132430911064148,0.35924744606018066,0.33484306931495667,105,37,0.3485714285714286,0.8315315315315315,10,"[""abc329_d"", ""3469"", ""abc377_c"", ""3568"", ""abc355_b"", ""abc359_a"", ""abc371_b"", ""abc338_b"", ""abc390_e"", ""abc390_c""]",0.9000,1.0000
abc355_a,3,0.2829670310020447,0.31229743361473083,0.2967093288898468,105,33,0.32301587301587303,0.8838383838383838,10,"[""abc338_a"", ""abc353_d"", ""3625"", ""2850"", ""3607"", ""abc302_c"", ""abc306_a"", ""abc310_a"", ""3018"", ""abc322_e""]",0.9333,1.0000
abc355_a,4,0.25146251916885376,0.28277072310447693,0.2666202783584595,105,30,0.30396825396825394,0.9166666666666666,10,"[""abc365_c"", ""abc336_b"", ""abc352_e"", ""3055"", ""abc382_a"", ""abc335_c"", ""abc379_b"", ""abc397_e"", ""abc342_c"", ""abc346_c""]",0.8333,1.0000
abc355_a,5,0.22335284948349,0.25132378935813904,0.2363128662109375,105,33,0.3182539682539683,0.904040404040404,10,"[""abc361_a"", ""3510"", ""abc329_a"", ""3484"", ""abc315_c"", ""abc304_c"", ""3637"", ""3507"", ""abc357_a"", ""3373""]",0.8333,1.0000
abc355_a,6,0.19241681694984436,0.2233208864927292,0.20660701394081116,105,23,0.22380952380952382,0.898550724637681,10,"[""3631"", ""abc363_c"", ""abc320_b"", ""3106"", ""abc397_c"", ""2998"", ""3312"", ""abc344_c"", ""abc335_b"", ""abc344_e""]",0.8667,1.0000
abc355_a,7,0.15714387595653534,0.19225209951400757,0.17580562829971313,105,29,0.25555555555555554,0.8563218390804598,10,"[""arc186_a"", ""3811"", ""abc346_a"", ""3636"", ""abc328_a"", ""3328"", ""abc366_e"", ""3593"", ""3493"", ""abc322_c""]",0.9000,1.0000
abc355_a,8,0.11708596348762512,0.1568039059638977,0.13711993396282196,105,29,0.2650793650793651,0.8908045977011494,10,"[""3426"", ""2819"", ""2786"", ""abc307_a"", ""3495"", ""3540"", ""3114"", ""2816"", ""3353"", ""2878""]",0.9000,1.0000
abc355_a,9,-0.03633884713053703,0.1164107397198677,0.08293577283620834,109,23,0.2048929663608563,0.898550724637681,10,"[""3337"", ""3570"", ""3771"", ""3680"", ""3356"", ""3639"", ""3453"", ""3455"", ""2887"", ""3451""]",0.7667,1.0000
1883_C,0,0.44897976517677307,0.6956812143325806,0.5186501741409302,105,17,0.18412698412698414,0.872549019607843,10,"[""3631"", ""abc400_e"", ""abc328_e"", ""abc388_b"", ""abc367_g"", ""1873_D"", ""abc346_c"", ""abc366_c"", ""abc399_f"", ""abc347_a""]",0.0000,0.0000
1883_C,1,0.39373281598091125,0.4483482241630554,0.41765788197517395,105,22,0.19365079365079368,0.8333333333333333,10,"[""abc391_f"", ""3607"", ""3626"", ""abc386_e"", ""abc353_d"", ""abc376_a"", ""3384"", ""abc380_e"", ""abc344_e"", ""3622""]",0.0000,0.0000
1883_C,2,0.345599502325058,0.3934066593647003,0.3669866919517517,105,32,0.29444444444444445,0.875,10,"[""abc326_c"", ""abc330_c"", ""3801"", ""abc364_d"", ""abc356_e"", ""3680"", ""abc333_c"", ""abc322_e"", ""abc398_b"", ""3543""]",0.0000,0.0000
1883_C,3,0.3103896677494049,0.3453527092933655,0.3294394016265869,105,30,0.30714285714285716,0.9,10,"[""arc194_d"", ""abc371_d"", ""abc305_a"", ""abc397_f"", ""abc322_c"", ""abc384_f"", ""3809"", ""abc379_b"", ""3245"", ""abc400_b""]",0.0000,0.0000
1883_C,4,0.277385413646698,0.3102118670940399,0.2947053909301758,105,28,0.2846031746031746,0.8976190476190476,10,"[""abc379_e"", ""abc392_a"", ""3540"", ""arc182_d"", ""abc340_a"", ""2812"", ""abc348_a"", ""abc367_f"", ""abc302_f"", ""abc375_e""]",0.0000,0.0000
1883_C,5,0.2482217252254486,0.27706843614578247,0.2627500295639038,105,30,0.3238095238095238,0.9166666666666666,10,"[""3114"", ""abc392_b"", ""abc325_e"", ""3507"", ""abc334_b"", ""abc333_a"", ""3150"", ""abc386_a"", ""2952"", ""abc361_e""]",0.0000,0.0000
1883_C,6,0.22522065043449402,0.2479008138179779,0.23701302707195282,105,37,0.3325396825396825,0.8986486486486487,10,"[""abc308_c"", ""abc389_a"", ""3510"", ""3709"", ""abc315_c"", ""abc380_f"", ""abc366_a"", ""abc395_b"", ""abc354_a"", ""abc394_a""]",0.0000,0.0000
1883_C,7,0.19831880927085876,0.22519439458847046,0.2137145847082138,105,42,0.37793650793650796,0.8555555555555556,10,"[""abc397_a"", ""2819"", ""abc304_d"", ""abc301_d"", ""abc323_b"", ""2837"", ""abc327_d"", ""abc304_c"", ""abc398_c"", ""abc307_b""]",0.0000,0.0000
1883_C,8,0.16234908998012543,0.19822198152542114,0.18027709424495697,105,53,0.4880952380952381,0.8742138364779873,10,"[""abc355_b"", ""3484"", ""abc382_a"", ""abc364_b"", ""abc329_a"", ""3312"", ""abc397_b"", ""3636"", ""abc369_b"", ""3018""]",0.0000,0.0000
1883_C,9,0.013697046786546707,0.16205346584320068,0.13157567381858826,109,68,0.5756880733944955,0.8799019607843137,10,"[""3567"", ""abc374_a"", ""abc393_a"", ""abc351_b"", ""3019"", ""abc391_a"", ""3455"", ""abc338_a"", ""abc353_a"", ""2825""]",0.0000,0.0000
3634,0,0.4899304509162903,0.7789478898048401,0.5559787750244141,105,48,0.4087301587301588,0.8402777777777777,10,"[""3349"", ""3543"", ""2828"", ""3384"", ""3308"", ""3768"", ""2786"", ""3353"", ""3493"", ""2886""]",0.7000,1.0000
3634,1,0.41740530729293823,0.48986268043518066,0.4501102566719055,105,26,0.26666666666666666,0.9487179487179487,10,"[""abc311_a"", ""abc325_c"", ""abc342_c"", ""3150"", ""abc382_a"", ""abc375_a"", ""3207"", ""3631"", ""abc374_b"", ""3570""]",0.8000,1.0000
3634,2,0.3763698935508728,0.41712436079978943,0.3961001932621002,105,23,0.223015873015873,0.8623188405797101,10,"[""abc323_c"", ""abc322_b"", ""3196"", ""arc192_a"", ""2877"", ""abc380_b"", ""3361"", ""abc399_a"", ""abc379_e"", ""abc381_b""]",0.8500,1.0000
3634,3,0.3371560573577881,0.37564387917518616,0.3577401340007782,105,24,0.2303174603174603,0.8722222222222221,10,"[""abc351_a"", ""abc397_f"", ""2819"", ""abc306_a"", ""3017"", ""abc358_c"", ""abc384_a"", ""3553"", ""abc301_c"", ""3371""]",0.8000,1.0000
3634,4,0.3032679557800293,0.3367152214050293,0.31969597935676575,105,33,0.3119047619047619,0.8737373737373737,10,"[""3593"", ""abc323_b"", ""abc386_c"", ""3680"", ""3376"", ""abc315_a"", ""abc307_c"", ""abc302_c"", ""arc182_d"", ""3172""]",0.8500,1.0000
3634,5,0.26997411251068115,0.3027297854423523,0.28534194827079773,105,38,0.33968253968253975,0.8552631578947368,10,"[""3558"", ""abc348_d"", ""arc194_e"", ""abc366_c"", ""3568"", ""abc339_a"", ""1873_D"", ""abc336_b"", ""3199"", ""abc391_b""]",0.8000,1.0000
3634,6,0.23468807339668274,0.26994165778160095,0.2523968815803528,105,32,0.27698412698412694,0.7864583333333333,10,"[""abc356_d"", ""abc384_d"", ""abc305_a"", ""3759"", ""3420"", ""abc398_b"", ""abc349_c"", ""abc394_d"", ""abc322_d"", ""abc322_c""]",0.8500,1.0000
3634,7,0.1959330141544342,0.23422017693519592,0.21603888273239136,105,43,0.41349206349206347,0.8875968992248061,10,"[""abc327_d"", ""abc389_a"", ""abc377_a"", ""abc370_a"", ""abc380_a"", ""abc380_f"", ""3626"", ""abc399_f"", ""abc362_a"", ""abc337_a""]",0.8500,1.0000
3634,8,0.1450670063495636,0.1948525309562683,0.1705709844827652,105,42,0.4203174603174603,0.9337301587301587,10,"[""abc308_a"", ""abc329_d"", ""abc357_a"", ""abc358_d"", ""abc355_b"", ""abc345_b"", ""abc364_d"", ""abc341_a"", ""abc395_b"", ""abc328_e""]",1.0000,1.0000
3634,9,-0.01494739018380642,0.14495806396007538,0.10568229109048843,109,49,0.46559633027522934,0.9285714285714286,10,"[""abc368_a"", ""abc400_b"", ""abc343_e"", ""abc346_a"", ""abc308_c"", ""abc397_a"", ""abc340_a"", ""abc322_e"", ""abc398_c"", ""abc333_a""]",0.9500,1.0000
abc301_f,0,0.4564162492752075,0.8375795483589172,0.5288313627243042,105,24,0.2444444444444444,0.8541666666666666,10,"[""2882"", ""abc379_e"", ""abc311_a"", ""abc353_d"", ""abc301_d"", ""3637"", ""arc194_d"", ""abc399_f"", ""abc363_c"", ""abc388_a""]",0.0000,0.0000
abc301_f,1,0.39981499314308167,0.45491823554039,0.4255704879760742,105,43,0.4142857142857143,0.9108527131782945,10,"[""abc367_g"", ""abc335_c"", ""2879"", ""3771"", ""2817"", ""abc382_a"", ""abc380_e"", ""abc356_d"", ""1883_B"", ""3337""]",0.0000,0.0000
abc301_f,2,0.36370885372161865,0.3997659385204315,0.38168665766716003,105,46,0.43730158730158736,0.9021739130434783,10,"[""3379"", ""2802"", ""abc307_c"", ""abc322_b"", ""3174"", ""abc327_c"", ""abc348_d"", ""3207"", ""3396"", ""abc307_b""]",0.0000,0.0000
abc301_f,3,0.3244563639163971,0.36349916458129883,0.3425549864768982,105,48,0.42079365079365083,0.8736111111111112,10,"[""abc372_a"", ""2824"", ""3019"", ""abc343_e"", ""abc394_d"", ""3195"", ""3568"", ""abc322_a"", ""abc358_a"", ""abc369_b""]",0.0000,0.0000
abc301_f,4,0.2866867780685425,0.3242170512676239,0.30369532108306885,105,34,0.30396825396825394,0.8627450980392156,10,"[""abc386_d"", ""abc397_f"", ""3371"", ""abc384_b"", ""abc355_a"", ""2998"", ""abc389_a"", ""abc336_b"", ""abc338_a"", ""abc386_e""]",0.0000,0.0000
abc301_f,5,0.2568967044353485,0.28642240166664124,0.2706492841243744,105,40,0.37539682539682545,0.8875,10,"[""abc370_b"", ""3279"", ""abc331_a"", ""abc325_a"", ""abc371_a"", ""3720"", ""abc380_f"", ""abc352_e"", ""abc397_c"", ""abc347_c""]",0.0000,0.0000
abc301_f,6,0.22506414353847504,0.25689029693603516,0.24078942835330963,105,36,0.3412698412698412,0.8425925925925926,10,"[""abc352_a"", ""abc338_e"", ""3625"", ""3172"", ""2952"", ""abc304_c"", ""abc305_a"", ""abc361_b"", ""abc344_c"", ""abc397_e""]",0.0000,0.0000
abc301_f,7,0.20112749934196472,0.22475174069404602,0.212600439786911,105,28,0.2357142857142857,0.8244047619047619,10,"[""3622"", ""abc327_d"", ""3607"", ""abc394_b"", ""abc391_b"", ""abc376_a"", ""3106"", ""abc371_d"", ""abc338_d"", ""abc354_a""]",0.0000,0.0000
abc301_f,8,0.15846037864685059,0.2005300670862198,0.18241971731185913,105,26,0.2623809523809524,0.8705128205128206,10,"[""abc365_b"", ""3510"", ""abc388_b"", ""abc356_e"", ""2955"", ""abc304_a"", ""arc195_b"", ""abc348_b"", ""2878"", ""abc362_b""]",0.0000,0.0000
abc301_f,9,0.02465321309864521,0.15837296843528748,0.11996933072805405,109,34,0.33562691131498473,0.946078431372549,10,"[""abc348_c"", ""abc364_d"", ""arc185_c"", ""abc368_a"", ""abc332_b"", ""3114"", ""abc328_a"", ""abc357_a"", ""abc392_b"", ""2873""]",0.0000,0.0000
abc369_c,0,0.4720059335231781,0.826969563961029,0.5687651038169861,105,20,0.2523809523809524,0.975,10,"[""abc346_a"", ""abc315_c"", ""abc378_a"", ""abc397_c"", ""abc368_b"", ""abc328_a"", ""abc353_d"", ""3114"", ""abc307_a"", ""2849""]",0.1667,1.0000
abc369_c,1,0.3832462430000305,0.4703426659107208,0.42670658230781555,105,21,0.22777777777777775,0.9126984126984126,10,"[""abc361_e"", ""abc361_c"", ""abc326_c"", ""abc384_d"", ""abc369_b"", ""abc364_d"", ""abc351_a"", ""abc306_c"", ""abc391_f"", ""abc376_a""]",0.0667,0.3333
abc369_c,2,0.3352033793926239,0.38289976119995117,0.3570924699306488,105,23,0.22142857142857142,0.855072463768116,10,"[""abc366_c"", ""abc375_a"", ""2802"", ""abc382_a"", ""abc357_a"", ""arc194_d"", ""abc324_c"", ""abc363_c"", ""abc376_f"", ""abc320_b""]",0.1000,0.3333
abc369_c,3,0.2971816956996918,0.33483168482780457,0.31656408309936523,105,31,0.28174603174603174,0.8924731182795699,10,"[""abc347_a"", ""arc182_d"", ""2848"", ""abc358_d"", ""2878"", ""abc325_c"", ""abc328_e"", ""3637"", ""abc377_c"", ""abc367_g""]",0.0667,0.3333
abc369_c,4,0.26448094844818115,0.29689815640449524,0.28016194701194763,105,39,0.3682539682539683,0.9123931623931623,10,"[""abc329_d"", ""3634"", ""3811"", ""abc397_b"", ""abc322_a"", ""arc189_c"", ""abc332_a"", ""3379"", ""3636"", ""3306""]",0.1333,0.3333
abc369_c,5,0.23143264651298523,0.26366737484931946,0.24755628407001495,105,32,0.3176190476190476,0.8677083333333333,10,"[""abc314_c"", ""abc315_b"", ""abc365_c"", ""abc400_e"", ""abc390_e"", ""abc398_c"", ""abc387_a"", ""3199"", ""abc302_a"", ""3172""]",0.1333,0.3333
abc369_c,6,0.2023392766714096,0.23122185468673706,0.2166956514120102,105,49,0.44809523809523805,0.9142857142857143,10,"[""abc304_a"", ""abc382_b"", ""2882"", ""3426"", ""3349"", ""abc304_b"", ""3371"", ""abc374_b"", ""arc195_a"", ""3019""]",0.1666,0.3333
abc369_c,7,0.17158374190330505,0.2023293375968933,0.1877434104681015,105,34,0.3055555555555555,0.8676470588235294,10,"[""3817"", ""3312"", ""2800"", ""abc395_b"", ""abc389_a"", ""abc356_b"", ""abc337_a"", ""3543"", ""3174"", ""2873""]",0.1333,0.3333
abc369_c,8,0.13364416360855103,0.17032551765441895,0.15179026126861572,105,52,0.4603174603174603,0.8493589743589743,10,"[""abc400_b"", ""abc361_b"", ""abc360_a"", ""abc377_a"", ""abc354_a"", ""abc323_a"", ""abc397_a"", ""arc181_b"", ""abc321_a"", ""3793""]",0.1000,0.3333
abc369_c,9,-0.049277372658252716,0.13353650271892548,0.09354738146066666,109,58,0.47935779816513757,0.8333333333333333,10,"[""3055"", ""abc334_a"", ""3361"", ""3809"", ""abc326_a"", ""3558"", ""abc364_b"", ""abc386_d"", ""abc372_a"", ""2816""]",0.1333,0.3333
3466,0,0.48344993591308594,0.7711595296859741,0.5658089518547058,105,25,0.21904761904761902,0.8,10,"[""3337"", ""3328"", ""3543"", ""3150"", ""3639"", ""2878"", ""3297"", ""3631"", ""3771"", ""2811""]",0.0333,0.3333
3466,1,0.40908709168434143,0.4825681149959564,0.4445153474807739,105,22,0.21349206349206348,0.9166666666666665,10,"[""3420"", ""abc359_a"", ""abc363_c"", ""3174"", ""3493"", ""3637"", ""3230"", ""abc399_f"", ""3195"", ""3540""]",0.0333,0.3333
3466,2,0.3562750518321991,0.40896743535995483,0.3823232352733612,105,19,0.18095238095238095,0.9035087719298245,10,"[""abc373_a"", ""3199"", ""3764"", ""abc388_c"", ""abc356_d"", ""arc186_a"", ""abc366_c"", ""3507"", ""3636"", ""3312""]",0.0000,0.0000
3466,3,0.3183756470680237,0.35611286759376526,0.33694788813591003,105,34,0.30158730158730157,0.8529411764705882,10,"[""abc311_a"", ""3356"", ""abc398_b"", ""3033"", ""3018"", ""2882"", ""abc336_b"", ""abc361_c"", ""3607"", ""3453""]",0.0333,0.3333
3466,4,0.2865307331085205,0.3181668519973755,0.3014454245567322,105,31,0.29761904761904756,0.9139784946236559,10,"[""3279"", ""abc368_a"", ""3593"", ""abc344_c"", ""1883_B"", ""3626"", ""abc324_c"", ""abc340_b"", ""3026"", ""3371""]",0.1000,0.3333
3466,5,0.25322234630584717,0.2858606278896332,0.2713626027107239,105,33,0.3049206349206349,0.8313131313131312,10,"[""2802"", ""abc302_f"", ""3396"", ""3484"", ""abc376_f"", ""abc338_d"", ""abc351_a"", ""abc396_a"", ""abc311_b"", ""abc367_f""]",0.0667,0.3333
3466,6,0.2171899974346161,0.2531982660293579,0.2354678213596344,105,32,0.2873015873015873,0.7604166666666666,10,"[""abc305_a"", ""2873"", ""3793"", ""abc386_a"", ""abc303_c"", ""abc379_e"", ""3447"", ""abc356_e"", ""2877"", ""abc322_d""]",0.0667,0.3333
3466,7,0.17750360071659088,0.21680870652198792,0.1987902671098709,105,50,0.4785714285714286,0.89,10,"[""abc301_d"", ""abc332_b"", ""abc334_b"", ""abc380_f"", ""abc338_e"", ""abc314_c"", ""abc380_b"", ""abc374_b"", ""abc348_d"", ""abc342_c""]",0.1000,0.3333
3466,8,0.13579308986663818,0.17739038169384003,0.15816746652126312,105,46,0.463968253968254,0.9231884057971014,10,"[""abc318_a"", ""abc343_e"", ""abc354_a"", ""abc392_f"", ""abc307_b"", ""abc390_b"", ""abc384_a"", ""abc327_a"", ""abc330_b"", ""abc301_c""]",0.1666,0.3333
3466,9,-0.020018812268972397,0.13520069420337677,0.09595620632171631,109,67,0.6131498470948014,0.9365671641791045,10,"[""abc388_b"", ""abc338_b"", ""abc304_b"", ""abc304_c"", ""abc397_a"", ""abc306_a"", ""abc353_a"", ""abc365_a"", ""abc308_c"", ""abc365_c""]",0.0667,0.3333
3174,0,0.4862951636314392,0.8682313561439514,0.5758681297302246,105,40,0.3658730158730159,0.8875,10,"[""3543"", ""3230"", ""2800"", ""2817"", ""3631"", ""3019"", ""3312"", ""3634"", ""3379"", ""3297""]",1.0000,1.0000
3174,1,0.4172056019306183,0.48550406098365784,0.45045891404151917,105,33,0.29619047619047617,0.8414141414141414,10,"[""abc320_b"", ""3018"", ""abc336_b"", ""3447"", ""abc311_a"", ""3709"", ""3361"", ""3353"", ""2837"", ""abc311_b""]",1.0000,1.0000
3174,2,0.3648145794868469,0.4171864688396454,0.39121013879776,105,27,0.24365079365079367,0.7839506172839507,10,"[""3453"", ""2952"", ""3540"", ""2878"", ""2886"", ""abc368_b"", ""abc323_c"", ""3607"", ""abc378_d"", ""abc378_a""]",1.0000,1.0000
3174,3,0.3199923038482666,0.36452335119247437,0.34090888500213623,105,32,0.2865079365079365,0.859375,10,"[""3511"", ""abc363_c"", ""3680"", ""2955"", ""3396"", ""3558"", ""3507"", ""3622"", ""3373"", ""3279""]",1.0000,1.0000
3174,4,0.28193801641464233,0.3193659484386444,0.30297282338142395,105,34,0.3206349206349206,0.8627450980392156,10,"[""abc366_c"", ""abc307_b"", ""abc324_e"", ""abc397_f"", ""abc356_d"", ""abc322_a"", ""2877"", ""abc379_e"", ""abc341_a"", ""2811""]",1.0000,1.0000
3174,5,0.24139876663684845,0.28157559037208557,0.2599472999572754,105,34,0.30126984126984124,0.842156862745098,10,"[""abc335_a"", ""abc327_a"", ""abc398_b"", ""arc182_d"", ""1883_B"", ""abc377_c"", ""abc344_a"", ""abc301_c"", ""abc382_b"", ""3510""]",1.0000,1.0000
3174,6,0.19722141325473785,0.2413233518600464,0.21812088787555695,105,44,0.4087301587301588,0.8825757575757575,10,"[""abc351_b"", ""abc302_c"", ""abc304_b"", ""3817"", ""abc367_g"", ""abc374_a"", ""abc397_a"", ""abc363_a"", ""abc357_a"", ""abc308_a""]",1.0000,1.0000
3174,7,0.15428738296031952,0.19718988239765167,0.17730863392353058,105,34,0.34285714285714286,0.9142156862745098,10,"[""abc365_a"", ""abc380_f"", ""3764"", ""abc377_a"", ""abc338_e"", ""arc195_a"", ""abc340_b"", ""abc334_a"", ""abc326_b"", ""abc312_a""]",1.0000,1.0000
3174,8,0.10638144612312317,0.15397806465625763,0.13245126605033875,105,36,0.3682539682539682,0.9166666666666666,10,"[""abc332_a"", ""abc399_f"", ""abc356_e"", ""abc358_d"", ""abc338_a"", ""abc336_a"", ""abc322_c"", ""abc385_a"", ""abc302_d"", ""abc353_a""]",1.0000,1.0000
3174,9,-0.03553231805562973,0.10574233531951904,0.06085330992937088,109,44,0.4243119266055046,0.962121212121212,10,"[""abc307_a"", ""abc348_b"", ""abc352_a"", ""abc390_b"", ""abc346_a"", ""abc331_a"", ""abc304_a"", ""abc309_a"", ""abc392_f"", ""abc335_b""]",1.0000,1.0000
3292,0,0.4854143261909485,0.6887059807777405,0.5370462536811829,105,24,0.22,0.7888888888888888,10,"[""3033"", ""abc311_b"", ""2837"", ""abc375_e"", ""2952"", ""arc182_d"", ""3172"", ""abc326_c"", ""abc358_c"", ""arc189_c""]",0.1666,0.3333
3292,1,0.4446612596511841,0.48490238189697266,0.46103203296661377,105,19,0.19603174603174606,0.850877192982456,10,"[""3114"", ""abc398_c"", ""abc328_e"", ""abc376_a"", ""3306"", ""abc370_b"", ""2920"", ""3580"", ""abc318_a"", ""3207""]",0.2000,0.6667
3292,2,0.4086494743824005,0.44426143169403076,0.4238128960132599,105,25,0.22936507936507936,0.8533333333333333,10,"[""abc322_b"", ""abc384_b"", ""abc391_b"", ""3634"", ""3376"", ""abc390_e"", ""abc361_c"", ""abc393_a"", ""abc329_d"", ""abc367_g""]",0.3000,0.6667
3292,3,0.3815874457359314,0.4073910415172577,0.3930410146713257,105,25,0.24761904761904763,0.8533333333333333,10,"[""abc376_f"", ""abc362_a"", ""abc397_c"", ""3279"", ""abc327_d"", ""abc329_b"", ""abc356_b"", ""abc322_e"", ""3196"", ""arc195_a""]",0.0667,0.3333
3292,4,0.3470059335231781,0.3812960088253021,0.36506688594818115,105,36,0.31825396825396823,0.8194444444444444,10,"[""3384"", ""abc324_c"", ""3759"", ""abc397_f"", ""3018"", ""3455"", ""abc322_c"", ""3426"", ""abc340_b"", ""abc361_e""]",0.1000,0.6667
3292,5,0.31832554936408997,0.34594738483428955,0.3327809274196625,105,33,0.34841269841269834,0.9292929292929292,10,"[""abc304_d"", ""abc365_b"", ""abc371_d"", ""abc368_b"", ""abc325_e"", ""abc315_b"", ""abc330_a"", ""abc332_a"", ""2879"", ""3543""]",0.1000,0.3333
3292,6,0.2811349928379059,0.3177904188632965,0.29858288168907166,105,37,0.3349206349206349,0.8603603603603603,10,"[""3354"", ""2811"", ""abc332_b"", ""3308"", ""abc371_a"", ""abc311_a"", ""abc384_d"", ""3540"", ""abc337_a"", ""3801""]",0.2000,0.6667
3292,7,0.23305220901966095,0.28099265694618225,0.25933972001075745,105,41,0.3703174603174603,0.8772357723577237,10,"[""abc380_b"", ""arc194_e"", ""abc371_b"", ""abc384_f"", ""abc379_e"", ""abc353_d"", ""2819"", ""3511"", ""3484"", ""arc192_a""]",0.1333,0.3333
3292,8,0.17497633397579193,0.2327629178762436,0.2065686136484146,105,49,0.4611111111111111,0.891156462585034,10,"[""abc322_d"", ""2999"", ""abc335_c"", ""3567"", ""abc330_b"", ""abc320_b"", ""2886"", ""abc396_a"", ""abc388_c"", ""abc398_b""]",0.1666,0.3333
3292,9,0.012483909726142883,0.17471590638160706,0.1190570518374443,109,70,0.6337920489296637,0.9535714285714286,10,"[""abc372_a"", ""3353"", ""abc350_a"", ""abc381_a"", ""2824"", ""2998"", ""abc361_b"", ""abc301_b"", ""abc335_b"", ""abc348_a""]",0.2000,0.6667
abc310_d,0,0.4528007507324219,0.7751666903495789,0.5261064767837524,105,17,0.19523809523809524,0.8823529411764706,10,"[""3279"", ""abc352_e"", ""abc358_c"", ""abc355_c"", ""abc328_e"", ""abc330_d"", ""arc184_e"", ""abc322_b"", ""abc377_c"", ""abc375_e""]",0.1500,0.2500
abc310_d,1,0.3867080509662628,0.451777845621109,0.4151275157928467,105,32,0.2976190476190476,0.8229166666666666,10,"[""abc376_f"", ""abc366_c"", ""abc366_e"", ""abc355_b"", ""arc182_d"", ""abc367_g"", ""abc326_c"", ""abc386_d"", ""abc323_c"", ""abc380_f""]",0.1250,0.2500
abc310_d,2,0.3450746238231659,0.3861950635910034,0.3648112416267395,105,35,0.3277777777777778,0.8809523809523809,10,"[""abc397_e"", ""abc315_c"", ""abc349_e"", ""abc379_e"", ""abc332_b"", ""abc368_b"", ""abc378_a"", ""abc354_e"", ""abc320_a"", ""abc348_d""]",0.1250,0.2500
abc310_d,3,0.3034330904483795,0.34411460161209106,0.3241320252418518,105,29,0.2874603174603174,0.8942528735632184,10,"[""abc311_a"", ""abc304_d"", ""abc349_c"", ""abc384_f"", ""abc348_c"", ""abc314_c"", ""abc311_b"", ""abc399_f"", ""abc322_c"", ""abc378_d""]",0.1250,0.2500
abc310_d,4,0.26462477445602417,0.3034292459487915,0.28296899795532227,105,26,0.2698412698412698,0.9038461538461539,10,"[""abc389_a"", ""2882"", ""arc194_e"", ""abc365_c"", ""abc322_d"", ""abc337_a"", ""arc186_a"", ""abc342_a"", ""2849"", ""abc351_a""]",0.1250,0.2500
abc310_d,5,0.234908327460289,0.26450973749160767,0.24925829470157623,105,39,0.36349206349206353,0.9017094017094016,10,"[""abc380_a"", ""abc362_a"", ""abc335_c"", ""abc393_a"", ""abc367_f"", ""abc364_b"", ""3469"", ""abc394_a"", ""abc307_b"", ""abc310_a""]",0.1250,0.2500
abc310_d,6,0.2062859982252121,0.2347763478755951,0.21980156004428864,105,40,0.38888888888888884,0.8958333333333333,10,"[""abc371_a"", ""abc360_a"", ""2920"", ""abc323_b"", ""abc356_a"", ""abc326_a"", ""3510"", ""abc340_a"", ""abc368_f"", ""abc328_a""]",0.1000,0.2500
abc310_d,7,0.17361894249916077,0.2059003710746765,0.19032467901706696,105,42,0.40476190476190477,0.9226190476190477,10,"[""abc319_b"", ""3207"", ""2802"", ""abc384_d"", ""abc342_c"", ""3543"", ""3312"", ""3759"", ""3426"", ""abc301_d""]",0.2250,0.2500
abc310_d,8,0.14366291463375092,0.17353491485118866,0.15902885794639587,105,43,0.38222222222222224,0.8713178294573642,10,"[""3625"", ""abc327_a"", ""3558"", ""abc361_b"", ""2879"", ""abc333_a"", ""abc334_a"", ""abc372_a"", ""abc329_b"", ""2755""]",0.1250,0.2500
abc310_d,9,0.017790891230106354,0.14340147376060486,0.10971119999885559,109,56,0.44954128440366964,0.8452380952380951,10,"[""abc367_b"", ""abc338_b"", ""abc354_a"", ""3493"", ""2837"", ""abc365_a"", ""3055"", ""3245"", ""abc350_a"", ""3354""]",0.2000,0.2500
3423,0,0.47628265619277954,0.7211319804191589,0.5508009791374207,105,16,0.14523809523809525,0.8333333333333333,10,"[""3306"", ""arc184_e"", ""2882"", ""3420"", ""3495"", ""abc367_g"", ""abc399_f"", ""2848"", ""3631"", ""3026""]",0.5000,1.0000
3423,1,0.4214158356189728,0.4753304123878479,0.44629788398742676,105,16,0.1492063492063492,0.8854166666666666,10,"[""abc344_c"", ""abc386_e"", ""2811"", ""2878"", ""2849"", ""3764"", ""abc380_e"", ""abc344_e"", ""abc356_d"", ""abc365_e""]",0.2500,0.5000
3423,2,0.38029420375823975,0.4199831187725067,0.3994123041629791,105,18,0.16428571428571428,0.8518518518518517,10,"[""2812"", ""3759"", ""abc358_d"", ""arc189_c"", ""abc364_d"", ""abc376_f"", ""3768"", ""abc328_e"", ""2802"", ""abc367_f""]",0.4500,1.0000
