step,problem_id,reward,cumulative_regret,accuracy,n_examples,memory_size,cached
503,3017,0.3333,297.4500,0.5417,3,206,0
504,arc185_d,0.0000,298.4500,0.5406,3,206,0
505,abc340_e,0.0000,299.4500,0.5395,3,206,0
506,arc184_c,0.0000,300.4500,0.5385,3,206,0
507,abc359_d,0.2500,301.2000,0.5394,3,206,0
508,abc376_e,0.0000,302.2000,0.5383,3,206,0
509,3437,0.0000,303.2000,0.5373,3,206,0
510,abc382_c,1.0000,303.2000,0.5382,3,207,1
511,3616,0.0000,304.2000,0.5371,3,207,0
512,abc382_g,0.0000,305.2000,0.5361,3,207,0
513,abc324_d,0.6667,305.5333,0.5370,3,208,1
514,abc379_c,0.0000,306.5333,0.5359,3,208,0
515,abc330_c,0.6667,306.8667,0.5368,3,209,1
516,abc348_a,1.0000,306.8667,0.5377,3,210,1
517,abc327_a,1.0000,306.8667,0.5386,3,211,1
518,abc379_f,0.0000,307.8667,0.5376,3,211,0
519,3779,0.5000,308.3667,0.5385,3,212,1
520,arc182_e,0.0000,309.3667,0.5374,3,212,0
521,abc384_f,1.0000,309.3667,0.5383,3,213,1
522,arc190_a,0.2500,310.1167,0.5392,3,213,0
523,abc394_c,1.0000,310.1167,0.5401,3,214,1
524,abc338_d,0.0000,311.1167,0.5390,3,214,0
525,abc302_f,0.0000,312.1167,0.5380,3,214,0
526,1873_B,0.0000,313.1167,0.5370,3,214,0
527,abc360_a,1.0000,313.1167,0.5379,3,215,1
528,abc389_b,0.5000,313.6167,0.5388,3,216,1
529,abc314_c,0.0000,314.6167,0.5377,3,216,0
530,arc188_a,0.0000,315.6167,0.5367,3,216,0
531,abc389_g,0.0000,316.6167,0.5357,3,216,0
532,3522,1.0000,316.6167,0.5366,3,217,1
533,abc358_b,0.0000,317.6167,0.5356,3,217,0
534,abc353_d,1.0000,317.6167,0.5364,3,218,1
535,arc181_c,0.0000,318.6167,0.5354,3,218,0
536,abc334_c,0.0000,319.6167,0.5345,3,218,0
537,abc353_a,1.0000,319.6167,0.5353,3,219,1
538,arc189_a,0.0000,320.6167,0.5343,3,219,0
539,3463,1.0000,320.6167,0.5352,3,220,1
540,abc371_d,1.0000,320.6167,0.5360,3,221,1
541,3778,1.0000,320.6167,0.5369,3,222,1
542,arc181_a,0.0000,321.6167,0.5359,3,222,0
543,abc368_b,1.0000,321.6167,0.5368,3,223,1
544,2812,1.0000,321.6167,0.5376,3,224,1
545,abc331_c,0.3333,322.2833,0.5385,3,224,0
546,abc346_e,0.0000,323.2833,0.5375,3,224,0
547,abc391_b,1.0000,323.2833,0.5383,3,225,1
548,abc335_d,0.0000,324.2833,0.5373,3,225,0
549,3773,0.0000,325.2833,0.5364,3,225,0
550,3674,0.0000,326.2833,0.5354,3,225,0
551,abc388_d,0.0000,327.2833,0.5344,3,225,0
552,abc330_e,1.0000,327.2833,0.5353,3,226,1
553,arc187_b,0.3333,327.9500,0.5361,3,226,0
554,abc302_b,0.0000,328.9500,0.5351,3,226,0
555,2802,1.0000,328.9500,0.5360,3,227,1
556,3765,0.0000,329.9500,0.5350,3,227,0
557,3708,0.0000,330.9500,0.5341,3,227,0
558,abc326_b,1.0000,330.9500,0.5349,3,228,1
559,abc335_c,0.0000,331.9500,0.5339,3,228,0
560,3344,1.0000,331.9500,0.5348,3,229,1
561,abc303_c,1.0000,331.9500,0.5356,3,230,1
562,abc308_a,1.0000,331.9500,0.5364,3,231,1
563,3354,0.5000,332.4500,0.5372,3,232,1
564,2834,1.0000,332.4500,0.5381,3,233,1
565,abc342_b,1.0000,332.4500,0.5389,3,234,1
566,3114,0.0000,333.4500,0.5379,3,234,0
567,abc390_b,1.0000,333.4500,0.5387,3,235,1
568,3688,1.0000,333.4500,0.5395,3,236,1
569,abc380_c,1.0000,333.4500,0.5404,3,237,1
570,abc349_c,0.3333,334.1167,0.5412,3,237,0
571,abc331_d,0.0000,335.1167,0.5402,3,237,0
572,3312,0.0000,336.1167,0.5393,3,237,0
573,2808,0.0000,337.1167,0.5383,3,237,0
574,abc349_a,0.0000,338.1167,0.5374,3,237,0
575,3309,0.0000,339.1167,0.5365,3,237,0
576,arc194_c,0.3333,339.7833,0.5373,3,237,0
577,abc375_f,1.0000,339.7833,0.5381,3,238,1
578,3579,0.0000,340.7833,0.5371,3,238,0
579,abc385_e,0.0000,341.7833,0.5362,3,238,0
580,3471,1.0000,341.7833,0.5370,3,239,1
581,abc380_b,0.0000,342.7833,0.5361,3,239,0
582,3091,0.0000,343.7833,0.5352,3,239,0
583,3682,0.3333,344.4500,0.5360,3,239,0
584,3588,0.0000,345.4500,0.5350,3,239,0
585,abc337_c,0.0000,346.4500,0.5341,3,239,0
586,3606,1.0000,346.4500,0.5349,3,240,1
587,arc194_b,0.6667,346.7833,0.5357,3,241,1
588,abc326_e,0.0000,347.7833,0.5348,3,241,0
589,2844,0.0000,348.7833,0.5339,3,241,0
590,3195,0.3333,349.4500,0.5347,3,241,0
591,3801,1.0000,349.4500,0.5355,3,242,1
592,3229,0.0000,350.4500,0.5346,3,242,0
593,3748,0.6667,350.7833,0.5354,3,243,1
594,abc390_d,0.3333,351.4500,0.5361,3,243,0
595,2831,1.0000,351.4500,0.5369,3,244,1
596,abc364_a,0.6667,351.7833,0.5377,3,245,1
597,3230,1.0000,351.7833,0.5385,3,246,1
598,abc396_c,0.0000,352.7833,0.5376,3,246,0
599,3587,0.0000,353.7833,0.5367,3,246,0
600,3684,0.3333,354.4500,0.5374,3,246,0
601,abc393_b,1.0000,354.4500,0.5382,3,247,1
602,abc352_e,0.3333,355.1167,0.5390,3,247,0
603,3426,1.0000,355.1167,0.5397,3,248,1
604,abc355_e,0.0000,356.1167,0.5388,3,248,0
605,3651,0.0000,357.1167,0.5380,3,248,0
606,abc315_e,0.0000,358.1167,0.5371,3,248,0
607,3200,0.0000,359.1167,0.5362,3,248,0
608,abc331_e,1.0000,359.1167,0.5369,3,249,1
609,3659,1.0000,359.1167,0.5377,3,250,1
610,2848,1.0000,359.1167,0.5385,3,251,1
611,abc320_e,0.0000,360.1167,0.5376,3,251,0
612,3584,0.7500,360.3667,0.5383,3,252,1
613,3031,0.0000,361.3667,0.5375,3,252,0
614,2866,0.3333,362.0333,0.5382,3,252,0
615,abc388_f,0.3333,362.7000,0.5390,3,252,0
616,3622,1.0000,362.7000,0.5397,3,253,1
617,abc357_a,0.6667,363.0333,0.5405,3,254,1
618,abc368_f,0.5000,363.5333,0.5412,3,255,1
619,abc304_b,1.0000,363.5333,0.5419,3,256,1
620,abc334_a,1.0000,363.5333,0.5427,3,257,1
621,abc305_d,1.0000,363.5333,0.5434,3,258,1
622,abc367_e,0.6667,363.8667,0.5441,3,259,1
623,abc321_e,0.0000,364.8667,0.5433,3,259,0
624,abc319_e,0.0000,365.8667,0.5424,3,259,0
625,3240,0.0000,366.8667,0.5415,3,259,0
626,abc388_a,1.0000,366.8667,0.5423,3,260,1
627,3106,1.0000,366.8667,0.5430,3,261,1
628,3166,0.0000,367.8667,0.5421,3,261,0
629,3705,0.0000,368.8667,0.5413,3,261,0
630,3209,0.5000,369.3667,0.5420,3,262,1
631,3093,1.0000,369.3667,0.5427,3,263,1
632,abc325_b,0.3333,370.0333,0.5434,3,263,0
633,abc386_b,0.3333,370.7000,0.5442,3,263,0
634,1899_D,0.0000,371.7000,0.5433,3,263,0
635,abc388_e,0.3333,372.3667,0.5440,3,263,0
636,abc368_g,0.0000,373.3667,0.5432,3,263,0
637,abc325_e,0.0000,374.3667,0.5423,3,263,0
638,abc364_d,0.0000,375.3667,0.5415,3,263,0
639,arc186_d,0.0000,376.3667,0.5406,3,263,0
640,3559,0.0000,377.3667,0.5398,3,263,0
641,abc322_c,0.0000,378.3667,0.5389,3,263,0
642,abc339_d,0.3333,379.0333,0.5397,3,263,0
643,abc400_b,0.0000,380.0333,0.5388,3,263,0
644,arc186_c,0.0000,381.0333,0.5380,3,263,0
645,abc335_b,0.0000,382.0333,0.5372,3,263,0
646,abc383_a,1.0000,382.0333,0.5379,3,264,1
647,abc373_e,0.0000,383.0333,0.5370,3,264,0
648,abc357_d,0.0000,384.0333,0.5362,3,264,0
649,3709,0.5000,384.5333,0.5369,3,265,1
650,abc363_c,1.0000,384.5333,0.5376,3,266,1
651,2916,0.3333,385.2000,0.5383,3,266,0
652,3055,1.0000,385.2000,0.5391,3,267,1
653,3469,0.7500,385.4500,0.5398,3,268,1
654,abc369_a,0.6667,385.7833,0.5405,3,269,1
655,abc394_d,1.0000,385.7833,0.5412,3,270,1
656,2727,1.0000,385.7833,0.5419,3,271,1
657,2915,1.0000,385.7833,0.5426,3,272,1
658,abc379_a,1.0000,385.7833,0.5432,3,273,1
659,3376,0.0000,386.7833,0.5424,3,273,0
660,abc325_c,1.0000,386.7833,0.5431,3,274,1
661,abc373_b,0.5000,387.2833,0.5438,3,275,1
662,3203,0.0000,388.2833,0.5430,3,275,0
663,abc395_f,0.2500,389.0333,0.5437,3,275,0
664,abc374_f,0.3333,389.7000,0.5444,3,275,0
665,abc311_a,1.0000,389.7000,0.5450,3,276,1
666,arc191_a,0.0000,390.7000,0.5442,3,276,0
667,3750,0.0000,391.7000,0.5434,3,276,0
668,abc315_d,0.3333,392.3667,0.5441,3,276,0
669,abc397_c,1.0000,392.3667,0.5448,3,277,1
670,abc360_d,0.0000,393.3667,0.5440,3,277,0
671,3439,0.5000,393.8667,0.5446,3,278,1
672,abc392_f,1.0000,393.8667,0.5453,3,279,1
673,arc183_b,0.0000,394.8667,0.5445,3,279,0
674,abc350_c,0.0000,395.8667,0.5437,3,279,0
675,2955,0.5000,396.3667,0.5444,3,280,1
676,abc369_g,0.0000,397.3667,0.5436,3,280,0
677,2837,0.0000,398.3667,0.5428,3,280,0
678,3498,0.0000,399.3667,0.5420,3,280,0
679,3478,0.7500,399.6167,0.5426,3,281,1
680,abc394_b,1.0000,399.6167,0.5433,3,282,1
681,3484,0.5000,400.1167,0.5440,3,283,1
682,3176,0.0000,401.1167,0.5432,3,283,0
683,abc347_a,1.0000,401.1167,0.5439,3,284,1
684,abc310_c,0.0000,402.1167,0.5431,3,284,0
685,abc385_f,0.0000,403.1167,0.5423,3,284,0
686,3519,0.0000,404.1167,0.5415,3,284,0
687,3646,0.0000,405.1167,0.5407,3,284,0
688,abc301_a,0.6667,405.4500,0.5414,3,285,1
689,2954,1.0000,405.4500,0.5420,3,286,1
690,abc357_e,0.0000,406.4500,0.5412,3,286,0
691,3704,0.6667,406.7833,0.5419,3,287,1
692,3700,0.0000,407.7833,0.5411,3,287,0
693,3754,0.0000,408.7833,0.5403,3,287,0
694,abc356_c,0.0000,409.7833,0.5396,3,287,0
695,3408,1.0000,409.7833,0.5402,3,288,1
696,abc393_a,1.0000,409.7833,0.5409,3,289,1
697,abc376_f,0.0000,410.7833,0.5401,3,289,0
698,2873,0.5000,411.2833,0.5408,3,290,1
699,abc328_a,1.0000,411.2833,0.5414,3,291,1
700,abc379_d,0.0000,412.2833,0.5407,3,291,0
701,abc364_f,0.3333,412.9500,0.5413,3,291,0
702,3517,0.5000,413.4500,0.5420,3,292,1
703,3675,0.0000,414.4500,0.5412,3,292,0
704,abc307_a,1.0000,414.4500,0.5418,3,293,1
705,abc324_e,0.0000,415.4500,0.5411,3,293,0
706,abc378_f,0.3333,416.1167,0.5417,3,293,0
707,3239,1.0000,416.1167,0.5424,3,294,1
708,3406,0.0000,417.1167,0.5416,3,294,0
709,3677,0.0000,418.1167,0.5408,3,294,0
710,3809,0.0000,419.1167,0.5401,3,294,0
711,abc380_g,0.0000,420.1167,0.5393,3,294,0
712,abc322_d,0.0000,421.1167,0.5386,3,294,0
713,3349,1.0000,421.1167,0.5392,3,295,1
714,3502,0.0000,422.1167,0.5385,3,295,0
715,abc343_e,0.5000,422.6167,0.5391,3,296,1
716,1873_D,1.0000,422.6167,0.5397,3,297,1
717,arc192_e,0.0000,423.6167,0.5390,3,297,0
718,3261,0.0000,424.6167,0.5382,3,297,0
719,3716,1.0000,424.6167,0.5389,3,298,1
720,abc397_f,0.0000,425.6167,0.5381,3,298,0
721,abc306_b,0.0000,426.6167,0.5374,3,298,0
722,3396,1.0000,426.6167,0.5380,3,299,1
723,abc383_d,0.0000,427.6167,0.5373,3,299,0
724,abc382_d,1.0000,427.6167,0.5379,3,300,1
725,3263,0.3333,428.2833,0.5386,3,300,0
726,abc310_e,1.0000,428.2833,0.5392,3,301,1
727,3032,0.0000,429.2833,0.5385,3,301,0
728,2757,0.0000,430.2833,0.5377,3,301,0
729,abc364_b,1.0000,430.2833,0.5384,3,302,1
730,arc181_b,0.5000,430.7833,0.5390,3,303,1
731,3805,0.0000,431.7833,0.5383,3,303,0
732,abc379_g,0.3333,432.4500,0.5389,3,303,0
733,3811,1.0000,432.4500,0.5395,3,304,1
734,abc355_b,0.6667,432.7833,0.5401,3,305,1
735,2919,1.0000,432.7833,0.5408,3,306,1
736,abc313_a,0.6667,433.1167,0.5414,3,307,1
737,abc400_d,0.0000,434.1167,0.5407,3,307,0
738,abc384_d,0.2500,434.8667,0.5413,3,307,0
739,3329,0.0000,435.8667,0.5405,3,307,0
740,abc396_e,0.3333,436.5333,0.5412,3,307,0
741,3220,0.0000,437.5333,0.5404,3,307,0
742,3356,0.0000,438.5333,0.5397,3,307,0
743,arc195_d,0.0000,439.5333,0.5390,3,307,0
744,abc381_d,0.0000,440.5333,0.5383,3,307,0
745,3714,0.0000,441.5333,0.5375,3,307,0
746,abc312_f,0.0000,442.5333,0.5368,3,307,0
747,3141,1.0000,442.5333,0.5374,3,308,1
748,abc333_b,0.0000,443.5333,0.5367,3,308,0
749,abc378_g,0.0000,444.5333,0.5360,3,308,0
750,abc347_c,1.0000,444.5333,0.5366,3,309,1
751,2879,1.0000,444.5333,0.5372,3,310,1
752,3046,0.6667,444.8667,0.5378,3,311,1
753,abc373_f,0.0000,445.8667,0.5371,3,311,0
754,arc182_d,0.6667,446.2000,0.5377,3,312,1
755,3795,0.2500,446.9500,0.5384,3,312,0
756,2869,1.0000,446.9500,0.5390,3,313,1
757,abc400_e,0.0000,447.9500,0.5383,3,313,0
758,3364,0.3333,448.6167,0.5389,3,313,0
759,abc348_e,0.0000,449.6167,0.5382,3,313,0
760,3610,1.0000,449.6167,0.5388,3,314,1
761,abc336_c,0.0000,450.6167,0.5381,3,314,0
762,abc352_d,0.3333,451.2833,0.5387,3,314,0
763,arc183_c,0.0000,452.2833,0.5380,3,314,0
764,3791,1.0000,452.2833,0.5386,3,315,1
765,3033,1.0000,452.2833,0.5392,3,316,1
766,abc301_e,0.3333,452.9500,0.5398,3,316,0
767,abc348_c,1.0000,452.9500,0.5404,3,317,1
768,abc382_f,0.0000,453.9500,0.5397,3,317,0
769,abc311_e,0.2500,454.7000,0.5403,3,317,0
770,3355,0.0000,455.7000,0.5396,3,317,0
771,3507,0.0000,456.7000,0.5389,3,317,0
772,3494,0.0000,457.7000,0.5382,3,317,0
773,abc377_d,1.0000,457.7000,0.5388,3,318,1
774,3206,1.0000,457.7000,0.5394,3,319,1
775,arc189_d,0.0000,458.7000,0.5387,3,319,0
776,abc306_c,1.0000,458.7000,0.5393,3,320,1
777,3631,0.0000,459.7000,0.5386,3,320,0
778,3563,0.0000,460.7000,0.5379,3,320,0
779,3783,0.0000,461.7000,0.5372,3,320,0
780,abc310_f,0.0000,462.7000,0.5365,3,320,0
781,abc359_c,0.0000,463.7000,0.5358,3,320,0
782,abc385_b,0.3333,464.3667,0.5364,3,320,0
783,abc331_b,0.6667,464.7000,0.5370,3,321,1
784,3762,0.0000,465.7000,0.5363,3,321,0
785,2888,1.0000,465.7000,0.5369,3,322,1
786,abc397_b,0.6667,466.0333,0.5375,3,323,1
787,2877,1.0000,466.0333,0.5381,3,324,1
788,abc371_b,1.0000,466.0333,0.5387,3,325,1
789,abc375_d,1.0000,466.0333,0.5392,3,326,1
790,2893,1.0000,466.0333,0.5398,3,327,1
791,1899_C,0.0000,467.0333,0.5391,3,327,0
792,abc307_d,0.2500,467.7833,0.5397,3,327,0
793,abc386_f,1.0000,467.7833,0.5403,3,328,1
794,abc309_c,0.0000,468.7833,0.5396,3,328,0
795,3450,1.0000,468.7833,0.5402,3,329,1
796,3460,0.0000,469.7833,0.5395,3,329,0
797,2791,0.0000,470.7833,0.5388,3,329,0
798,abc333_a,1.0000,470.7833,0.5394,3,330,1
799,abc389_f,1.0000,470.7833,0.5400,3,331,1
800,abc308_d,0.6667,471.1167,0.5406,3,332,1
801,abc312_e,0.0000,472.1167,0.5399,3,332,0
802,3183,0.0000,473.1167,0.5392,3,332,0
803,3337,1.0000,473.1167,0.5398,3,333,1
804,abc359_a,1.0000,473.1167,0.5404,3,334,1
805,abc354_a,0.3333,473.7833,0.5409,3,334,0
806,arc194_e,1.0000,473.7833,0.5415,3,335,1
807,arc181_d,0.0000,474.7833,0.5408,3,335,0
808,3567,0.0000,475.7833,0.5402,3,335,0
809,abc392_d,0.0000,476.7833,0.5395,3,335,0
810,abc327_d,0.5000,477.2833,0.5401,3,336,1
811,abc376_a,1.0000,477.2833,0.5406,3,337,1
812,abc303_d,0.0000,478.2833,0.5400,3,337,0
813,3570,1.0000,478.2833,0.5405,3,338,1
814,3768,1.0000,478.2833,0.5411,3,339,1
815,3721,0.0000,479.2833,0.5404,3,339,0
816,3594,0.0000,480.2833,0.5398,3,339,0
817,abc396_d,0.6667,480.6167,0.5403,3,340,1
818,abc351_e,0.0000,481.6167,0.5397,3,340,0
819,abc367_a,0.3333,482.2833,0.5402,3,340,0
820,abc361_c,0.6667,482.6167,0.5408,3,341,1
821,abc394_a,1.0000,482.6167,0.5414,3,342,1
822,3262,0.6667,482.9500,0.5419,3,343,1
823,abc365_d,0.0000,483.9500,0.5413,3,343,0
824,3379,1.0000,483.9500,0.5418,3,344,1
825,arc183_a,0.0000,484.9500,0.5412,3,344,0
826,3196,0.5000,485.4500,0.5417,3,345,1
827,3193,1.0000,485.4500,0.5423,3,346,1
828,abc384_c,0.0000,486.4500,0.5416,3,346,0
829,abc362_a,0.0000,487.4500,0.5410,3,346,0
830,3789,0.0000,488.4500,0.5403,3,346,0
831,2891,1.0000,488.4500,0.5409,3,347,1
832,3388,0.3333,489.1167,0.5414,3,347,0
833,abc379_e,1.0000,489.1167,0.5420,3,348,1
834,2999,1.0000,489.1167,0.5425,3,349,1
835,3760,0.0000,490.1167,0.5419,3,349,0
836,abc396_b,0.0000,491.1167,0.5412,3,349,0
837,abc311_c,0.0000,492.1167,0.5406,3,349,0
838,2876,0.0000,493.1167,0.5399,3,349,0
839,abc311_b,1.0000,493.1167,0.5405,3,350,1
840,abc326_d,0.0000,494.1167,0.5398,3,350,0
841,3781,0.3333,494.7833,0.5404,3,350,0
842,abc338_c,0.0000,495.7833,0.5397,3,350,0
843,arc196_b,0.0000,496.7833,0.5391,3,350,0
844,2785,0.0000,497.7833,0.5385,3,350,0
845,3383,0.0000,498.7833,0.5378,3,350,0
846,abc329_f,0.0000,499.7833,0.5372,3,350,0
847,abc366_b,0.0000,500.7833,0.5366,3,350,0
848,1873_A,0.0000,501.7833,0.5359,3,350,0
849,abc362_e,0.0000,502.7833,0.5353,3,350,0
850,arc184_d,0.0000,503.7833,0.5347,3,350,0
851,abc363_e,0.0000,504.7833,0.5340,3,350,0
852,3249,0.0000,505.7833,0.5334,3,350,0
853,3744,0.0000,506.7833,0.5328,3,350,0
854,abc340_d,1.0000,506.7833,0.5333,3,351,1
855,abc390_f,0.0000,507.7833,0.5327,3,351,0
856,abc303_b,1.0000,507.7833,0.5333,3,352,1
857,arc190_d,0.0000,508.7833,0.5326,3,352,0
858,abc398_a,1.0000,508.7833,0.5332,3,353,1
859,abc372_c,0.3333,509.4500,0.5337,3,353,0
860,abc325_a,1.0000,509.4500,0.5343,3,354,1
861,abc370_g,0.0000,510.4500,0.5336,3,354,0
862,3104,0.5000,510.9500,0.5342,3,355,1
863,abc357_b,1.0000,510.9500,0.5347,3,356,1
864,3311,1.0000,510.9500,0.5353,3,357,1
865,abc384_g,0.0000,511.9500,0.5346,3,357,0
866,abc356_d,0.6667,512.2833,0.5352,3,358,1
867,abc393_e,0.0000,513.2833,0.5346,3,358,0
868,abc377_a,1.0000,513.2833,0.5351,3,359,1
869,abc377_e,0.3333,513.9500,0.5356,3,359,0
870,1883_B,1.0000,513.9500,0.5362,3,360,1
871,arc194_d,0.5000,514.4500,0.5367,3,361,1
872,3243,0.3333,515.1167,0.5372,3,361,0
873,abc353_e,0.0000,516.1167,0.5366,3,361,0
874,3697,0.3333,516.7833,0.5371,3,361,0
875,3153,0.0000,517.7833,0.5365,3,361,0
876,abc333_c,0.0000,518.7833,0.5359,3,361,0
877,abc372_g,0.0000,519.7833,0.5353,3,361,0
878,abc385_c,0.3333,520.4500,0.5358,3,361,0
879,arc192_d,0.0000,521.4500,0.5352,3,361,0
880,abc382_a,1.0000,521.4500,0.5358,3,362,1
881,3771,0.6667,521.7833,0.5363,3,363,1
882,3531,0.3333,522.4500,0.5368,3,363,0
883,3164,0.0000,523.4500,0.5362,3,363,0
884,abc377_f,0.0000,524.4500,0.5356,3,363,0
885,abc390_g,0.0000,525.4500,0.5350,3,363,0
886,2730,1.0000,525.4500,0.5355,3,364,1
887,abc391_d,0.0000,526.4500,0.5349,3,364,0
888,3436,0.0000,527.4500,0.5343,3,364,0
889,abc313_c,0.3333,528.1167,0.5348,3,364,0
890,abc361_e,0.5000,528.6167,0.5354,3,365,1
891,3367,1.0000,528.6167,0.5359,3,366,1
892,abc389_e,0.0000,529.6167,0.5353,3,366,0
893,abc342_a,0.6667,529.9500,0.5358,3,367,1
894,abc342_e,0.0000,530.9500,0.5352,3,367,0
895,3692,0.2500,531.7000,0.5357,3,367,0
896,3526,0.0000,532.7000,0.5351,3,367,0
897,abc351_b,1.0000,532.7000,0.5356,3,368,1
898,3794,0.0000,533.7000,0.5350,3,368,0
899,arc188_b,0.0000,534.7000,0.5344,3,368,0
900,3245,0.5000,535.2000,0.5350,3,369,1
901,abc370_d,0.0000,536.2000,0.5344,3,369,0
902,3235,0.0000,537.2000,0.5338,3,369,0
903,3150,1.0000,537.2000,0.5343,3,370,1
904,abc387_f,0.0000,538.2000,0.5337,3,370,0
905,2854,0.0000,539.2000,0.5331,3,370,0
906,abc383_c,0.3333,539.8667,0.5336,3,370,0
907,3025,0.6667,540.2000,0.5341,3,371,1
908,3451,0.5000,540.7000,0.5347,3,372,1
909,abc358_e,0.0000,541.7000,0.5341,3,372,0
910,3213,1.0000,541.7000,0.5346,3,373,1
911,abc399_e,0.5000,542.2000,0.5351,3,374,1
912,3725,1.0000,542.2000,0.5356,3,375,1
913,abc346_b,0.6667,542.5333,0.5361,3,376,1
914,3447,0.5000,543.0333,0.5366,3,377,1
915,abc352_a,1.0000,543.0333,0.5371,3,378,1
916,3413,0.0000,544.0333,0.5365,3,378,0
917,abc381_b,1.0000,544.0333,0.5370,3,379,1
918,abc315_f,0.0000,545.0333,0.5365,3,379,0
919,abc363_d,0.6667,545.3667,0.5370,3,380,1
920,3461,0.5000,545.8667,0.5375,3,381,1
921,abc381_a,0.7500,546.1167,0.5380,3,382,1
922,abc312_d,0.3333,546.7833,0.5385,3,382,0
923,3219,0.0000,547.7833,0.5379,3,382,0
924,abc318_b,1.0000,547.7833,0.5384,3,383,1
925,3224,0.0000,548.7833,0.5378,3,383,0
926,3371,1.0000,548.7833,0.5383,3,384,1
927,abc372_a,1.0000,548.7833,0.5388,3,385,1
928,abc391_f,1.0000,548.7833,0.5393,3,386,1
929,abc345_d,0.5000,549.2833,0.5398,3,387,1
930,abc356_a,1.0000,549.2833,0.5403,3,388,1
931,arc182_a,0.0000,550.2833,0.5397,3,388,0
932,abc306_a,1.0000,550.2833,0.5402,3,389,1
933,abc328_b,0.0000,551.2833,0.5396,3,389,0
934,abc377_b,1.0000,551.2833,0.5401,3,390,1
935,abc390_e,0.5000,551.7833,0.5406,3,391,1
936,3453,0.0000,552.7833,0.5400,3,391,0
937,abc396_f,0.0000,553.7833,0.5394,3,391,0
938,abc305_e,0.0000,554.7833,0.5389,3,391,0
939,2886,0.5000,555.2833,0.5394,3,392,1
940,abc318_e,0.3333,555.9500,0.5399,3,392,0
941,abc346_a,1.0000,555.9500,0.5403,3,393,1
942,abc328_c,1.0000,555.9500,0.5408,3,394,1
943,3593,0.6667,556.2833,0.5413,3,395,1
944,2824,1.0000,556.2833,0.5418,3,396,1
945,3604,0.0000,557.2833,0.5412,3,396,0
946,abc309_b,0.3333,557.9500,0.5417,3,396,0
947,2872,1.0000,557.9500,0.5422,3,397,1
948,abc386_c,1.0000,557.9500,0.5427,3,398,1
949,abc385_a,0.6667,558.2833,0.5432,3,399,1
950,3656,0.3333,558.9500,0.5436,3,399,0
951,abc330_a,1.0000,558.9500,0.5441,3,400,1
952,3571,0.0000,559.9500,0.5435,3,400,0
953,abc307_c,0.0000,560.9500,0.5430,3,400,0
954,3421,1.0000,560.9500,0.5435,3,401,1
955,3573,0.3333,561.6167,0.5439,3,401,0
956,abc372_d,0.0000,562.6167,0.5434,3,401,0
957,abc398_f,0.3333,563.2833,0.5438,3,401,0
958,abc319_c,0.0000,564.2833,0.5433,3,401,0
959,abc341_e,1.0000,564.2833,0.5437,3,402,1
960,3346,0.3333,564.9500,0.5442,3,402,0
961,3252,1.0000,564.9500,0.5447,3,403,1
962,abc312_b,0.3333,565.6167,0.5452,3,403,0
963,abc378_a,1.0000,565.6167,0.5456,3,404,1
964,abc362_b,1.0000,565.6167,0.5461,3,405,1
965,3291,0.6667,565.9500,0.5466,3,406,1
966,arc194_a,0.3333,566.6167,0.5471,3,406,0
967,abc367_b,1.0000,566.6167,0.5475,3,407,1
968,2902,1.0000,566.6167,0.5480,3,408,1
969,abc373_c,1.0000,566.6167,0.5485,3,409,1
970,3558,0.3333,567.2833,0.5489,3,409,0
971,abc400_c,0.0000,568.2833,0.5484,3,409,0
972,abc374_a,1.0000,568.2833,0.5488,3,410,1
973,abc318_d,0.0000,569.2833,0.5483,3,410,0
974,3551,0.0000,570.2833,0.5477,3,410,0
975,abc305_c,0.0000,571.2833,0.5471,3,410,0
976,abc336_d,0.3333,571.9500,0.5476,3,410,0
977,abc340_a,1.0000,571.9500,0.5481,3,411,1
978,3251,1.0000,571.9500,0.5485,3,412,1
979,abc338_e,0.6667,572.2833,0.5490,3,413,1
980,3653,0.3333,572.9500,0.5494,3,413,0
981,abc371_c,0.2000,573.7500,0.5499,3,413,0
982,3327,0.0000,574.7500,0.5493,3,413,0
983,abc321_a,1.0000,574.7500,0.5498,3,414,1
984,abc341_f,0.3333,575.4167,0.5503,3,414,0
985,3080,0.5000,575.9167,0.5507,3,415,1
986,abc388_c,1.0000,575.9167,0.5512,3,416,1
987,abc310_a,1.0000,575.9167,0.5516,3,417,1
988,3715,0.0000,576.9167,0.5511,3,417,0
989,2953,1.0000,576.9167,0.5515,3,418,1
990,abc323_c,0.0000,577.9167,0.5510,3,418,0
991,abc386_e,1.0000,577.9167,0.5514,3,419,1
992,abc309_a,0.6667,578.2500,0.5519,3,420,1
993,3026,0.6667,578.5833,0.5523,3,421,1
994,2849,0.0000,579.5833,0.5518,3,421,0
995,2892,1.0000,579.5833,0.5522,3,422,1
996,abc375_b,0.0000,580.5833,0.5517,3,422,0
997,abc302_a,1.0000,580.5833,0.5521,3,423,1
998,3479,1.0000,580.5833,0.5526,3,424,1
999,abc338_b,1.0000,580.5833,0.5530,3,425,1
1000,abc387_a,1.0000,580.5833,0.5534,3,426,1
1001,abc391_a,1.0000,580.5833,0.5539,3,427,1
1002,abc369_d,0.5000,581.0833,0.5543,3,428,1
1003,abc370_e,0.3333,581.7500,0.5548,3,428,0
