step,problem_id,reward,cumulative_regret,accuracy,n_examples,memory_size,cached
503,3017,0.3333,334.2000,0.4504,0,171,0
504,arc185_d,0.0000,335.2000,0.4495,0,171,0
505,abc340_e,0.3333,335.8667,0.4506,0,171,0
506,arc184_c,0.0000,336.8667,0.4497,0,171,0
507,abc359_d,0.2500,337.6167,0.4508,0,171,0
508,abc376_e,0.0000,338.6167,0.4499,0,171,0
509,3437,0.0000,339.6167,0.4490,0,171,0
510,abc382_c,0.0000,340.6167,0.4481,0,171,0
511,3616,0.0000,341.6167,0.4473,0,171,0
512,abc382_g,0.0000,342.6167,0.4464,0,171,0
513,abc324_d,0.3333,343.2833,0.4475,0,171,0
514,abc379_c,0.0000,344.2833,0.4466,0,171,0
515,abc330_c,1.0000,344.2833,0.4477,0,172,1
516,abc348_a,1.0000,344.2833,0.4487,0,173,1
517,abc327_a,1.0000,344.2833,0.4498,0,174,1
518,abc379_f,0.0000,345.2833,0.4489,0,174,0
519,3779,0.0000,346.2833,0.4481,0,174,0
520,arc182_e,0.3333,346.9500,0.4491,0,174,0
521,abc384_f,1.0000,346.9500,0.4502,0,175,1
522,arc190_a,0.2500,347.7000,0.4512,0,175,0
523,abc394_c,1.0000,347.7000,0.4523,0,176,1
524,abc338_d,0.6667,348.0333,0.4533,0,177,1
525,abc302_f,0.5000,348.5333,0.4544,0,178,1
526,1873_B,0.0000,349.5333,0.4535,0,178,0
527,abc360_a,1.0000,349.5333,0.4545,0,179,1
528,abc389_b,1.0000,349.5333,0.4556,0,180,1
529,abc314_c,1.0000,349.5333,0.4566,0,181,1
530,arc188_a,0.0000,350.5333,0.4557,0,181,0
531,abc389_g,0.0000,351.5333,0.4549,0,181,0
532,3522,0.0000,352.5333,0.4540,0,181,0
533,abc358_b,0.0000,353.5333,0.4532,0,181,0
534,abc353_d,1.0000,353.5333,0.4542,0,182,1
535,arc181_c,0.0000,354.5333,0.4534,0,182,0
536,abc334_c,0.3333,355.2000,0.4544,0,182,0
537,abc353_a,0.6667,355.5333,0.4554,0,183,1
538,arc189_a,0.0000,356.5333,0.4545,0,183,0
539,3463,0.0000,357.5333,0.4537,0,183,0
540,abc371_d,0.5000,358.0333,0.4547,0,184,1
541,3778,0.0000,359.0333,0.4539,0,184,0
542,arc181_a,0.0000,360.0333,0.4530,0,184,0
543,abc368_b,1.0000,360.0333,0.4540,0,185,1
544,2812,1.0000,360.0333,0.4550,0,186,1
545,abc331_c,0.0000,361.0333,0.4542,0,186,0
546,abc346_e,0.0000,362.0333,0.4534,0,186,0
547,abc391_b,1.0000,362.0333,0.4544,0,187,1
548,abc335_d,0.0000,363.0333,0.4536,0,187,0
549,3773,0.0000,364.0333,0.4527,0,187,0
550,3674,0.0000,365.0333,0.4519,0,187,0
551,abc388_d,0.0000,366.0333,0.4511,0,187,0
552,abc330_e,0.0000,367.0333,0.4503,0,187,0
553,arc187_b,0.0000,368.0333,0.4495,0,187,0
554,abc302_b,0.0000,369.0333,0.4486,0,187,0
555,2802,1.0000,369.0333,0.4496,0,188,1
556,3765,0.0000,370.0333,0.4488,0,188,0
557,3708,0.0000,371.0333,0.4480,0,188,0
558,abc326_b,1.0000,371.0333,0.4490,0,189,1
559,abc335_c,1.0000,371.0333,0.4500,0,190,1
560,3344,0.0000,372.0333,0.4492,0,190,0
561,abc303_c,1.0000,372.0333,0.4502,0,191,1
562,abc308_a,1.0000,372.0333,0.4512,0,192,1
563,3354,1.0000,372.0333,0.4521,0,193,1
564,2834,0.0000,373.0333,0.4513,0,193,0
565,abc342_b,0.0000,374.0333,0.4505,0,193,0
566,3114,1.0000,374.0333,0.4515,0,194,1
567,abc390_b,1.0000,374.0333,0.4525,0,195,1
568,3688,0.0000,375.0333,0.4517,0,195,0
569,abc380_c,0.0000,376.0333,0.4509,0,195,0
570,abc349_c,0.6667,376.3667,0.4518,0,196,1
571,abc331_d,0.0000,377.3667,0.4510,0,196,0
572,3312,1.0000,377.3667,0.4520,0,197,1
573,2808,0.0000,378.3667,0.4512,0,197,0
574,abc349_a,0.3333,379.0333,0.4522,0,197,0
575,3309,0.0000,380.0333,0.4514,0,197,0
576,arc194_c,0.3333,380.7000,0.4523,0,197,0
577,abc375_f,0.0000,381.7000,0.4516,0,197,0
578,3579,0.0000,382.7000,0.4508,0,197,0
579,abc385_e,0.0000,383.7000,0.4500,0,197,0
580,3471,0.0000,384.7000,0.4492,0,197,0
581,abc380_b,1.0000,384.7000,0.4502,0,198,1
582,3091,0.0000,385.7000,0.4494,0,198,0
583,3682,0.0000,386.7000,0.4486,0,198,0
584,3588,0.0000,387.7000,0.4479,0,198,0
585,abc337_c,0.0000,388.7000,0.4471,0,198,0
586,3606,0.0000,389.7000,0.4463,0,198,0
587,arc194_b,0.3333,390.3667,0.4473,0,198,0
588,abc326_e,0.0000,391.3667,0.4465,0,198,0
589,2844,0.0000,392.3667,0.4458,0,198,0
590,3195,1.0000,392.3667,0.4467,0,199,1
591,3801,1.0000,392.3667,0.4476,0,200,1
592,3229,0.0000,393.3667,0.4469,0,200,0
593,3748,0.0000,394.3667,0.4461,0,200,0
594,abc390_d,0.0000,395.3667,0.4454,0,200,0
595,2831,0.0000,396.3667,0.4446,0,200,0
596,abc364_a,0.6667,396.7000,0.4456,0,201,1
597,3230,1.0000,396.7000,0.4465,0,202,1
598,abc396_c,0.3333,397.3667,0.4474,0,202,0
599,3587,1.0000,397.3667,0.4483,0,203,1
600,3684,0.3333,398.0333,0.4493,0,203,0
601,abc393_b,0.0000,399.0333,0.4485,0,203,0
602,abc352_e,1.0000,399.0333,0.4494,0,204,1
603,3426,1.0000,399.0333,0.4503,0,205,1
604,abc355_e,0.0000,400.0333,0.4496,0,205,0
605,3651,0.0000,401.0333,0.4488,0,205,0
606,abc315_e,0.3333,401.7000,0.4498,0,205,0
607,3200,0.0000,402.7000,0.4490,0,205,0
608,abc331_e,0.3333,403.3667,0.4499,0,205,0
609,3659,0.0000,404.3667,0.4492,0,205,0
610,2848,1.0000,404.3667,0.4501,0,206,1
611,abc320_e,0.0000,405.3667,0.4493,0,206,0
612,3584,0.5000,405.8667,0.4502,0,207,1
613,3031,0.0000,406.8667,0.4495,0,207,0
614,2866,0.0000,407.8667,0.4488,0,207,0
615,abc388_f,0.3333,408.5333,0.4497,0,207,0
616,3622,0.5000,409.0333,0.4506,0,208,1
617,abc357_a,0.6667,409.3667,0.4515,0,209,1
618,abc368_f,0.5000,409.8667,0.4523,0,210,1
619,abc304_b,1.0000,409.8667,0.4532,0,211,1
620,abc334_a,1.0000,409.8667,0.4541,0,212,1
621,abc305_d,0.0000,410.8667,0.4534,0,212,0
622,abc367_e,0.3333,411.5333,0.4543,0,212,0
623,abc321_e,0.0000,412.5333,0.4535,0,212,0
624,abc319_e,0.0000,413.5333,0.4528,0,212,0
625,3240,0.0000,414.5333,0.4521,0,212,0
626,abc388_a,1.0000,414.5333,0.4530,0,213,1
627,3106,1.0000,414.5333,0.4538,0,214,1
628,3166,0.0000,415.5333,0.4531,0,214,0
629,3705,0.0000,416.5333,0.4524,0,214,0
630,3209,0.0000,417.5333,0.4517,0,214,0
631,3093,0.0000,418.5333,0.4509,0,214,0
632,abc325_b,0.6667,418.8667,0.4518,0,215,1
633,abc386_b,0.3333,419.5333,0.4527,0,215,0
634,1899_D,0.0000,420.5333,0.4520,0,215,0
635,abc388_e,0.0000,421.5333,0.4513,0,215,0
636,abc368_g,0.0000,422.5333,0.4505,0,215,0
637,abc325_e,1.0000,422.5333,0.4514,0,216,1
638,abc364_d,1.0000,422.5333,0.4523,0,217,1
639,arc186_d,0.0000,423.5333,0.4516,0,217,0
640,3559,0.0000,424.5333,0.4509,0,217,0
641,abc322_c,1.0000,424.5333,0.4517,0,218,1
642,abc339_d,0.3333,425.2000,0.4526,0,218,0
643,abc400_b,1.0000,425.2000,0.4534,0,219,1
644,arc186_c,0.0000,426.2000,0.4527,0,219,0
645,abc335_b,1.0000,426.2000,0.4536,0,220,1
646,abc383_a,0.0000,427.2000,0.4529,0,220,0
647,abc373_e,0.0000,428.2000,0.4522,0,220,0
648,abc357_d,0.0000,429.2000,0.4515,0,220,0
649,3709,1.0000,429.2000,0.4523,0,221,1
650,abc363_c,0.0000,430.2000,0.4516,0,221,0
651,2916,0.0000,431.2000,0.4509,0,221,0
652,3055,1.0000,431.2000,0.4518,0,222,1
653,3469,0.5000,431.7000,0.4526,0,223,1
654,abc369_a,0.3333,432.3667,0.4534,0,223,0
655,abc394_d,1.0000,432.3667,0.4543,0,224,1
656,2727,0.0000,433.3667,0.4536,0,224,0
657,2915,0.0000,434.3667,0.4529,0,224,0
658,abc379_a,1.0000,434.3667,0.4537,0,225,1
659,3376,1.0000,434.3667,0.4545,0,226,1
660,abc325_c,1.0000,434.3667,0.4554,0,227,1
661,abc373_b,0.0000,435.3667,0.4547,0,227,0
662,3203,0.0000,436.3667,0.4540,0,227,0
663,abc395_f,0.2500,437.1167,0.4548,0,227,0
664,abc374_f,0.0000,438.1167,0.4541,0,227,0
665,abc311_a,1.0000,438.1167,0.4550,0,228,1
666,arc191_a,0.0000,439.1167,0.4543,0,228,0
667,3750,0.0000,440.1167,0.4536,0,228,0
668,abc315_d,0.0000,441.1167,0.4529,0,228,0
669,abc397_c,1.0000,441.1167,0.4537,0,229,1
670,abc360_d,0.0000,442.1167,0.4531,0,229,0
671,3439,0.0000,443.1167,0.4524,0,229,0
672,abc392_f,1.0000,443.1167,0.4532,0,230,1
673,arc183_b,0.0000,444.1167,0.4525,0,230,0
674,abc350_c,0.0000,445.1167,0.4519,0,230,0
675,2955,0.5000,445.6167,0.4527,0,231,1
676,abc369_g,0.0000,446.6167,0.4520,0,231,0
677,2837,1.0000,446.6167,0.4528,0,232,1
678,3498,0.0000,447.6167,0.4521,0,232,0
679,3478,0.0000,448.6167,0.4515,0,232,0
680,abc394_b,1.0000,448.6167,0.4523,0,233,1
681,3484,0.5000,449.1167,0.4531,0,234,1
682,3176,0.0000,450.1167,0.4524,0,234,0
683,abc347_a,1.0000,450.1167,0.4532,0,235,1
684,abc310_c,0.0000,451.1167,0.4526,0,235,0
685,abc385_f,0.2500,451.8667,0.4534,0,235,0
686,3519,0.0000,452.8667,0.4527,0,235,0
687,3646,0.0000,453.8667,0.4520,0,235,0
688,abc301_a,0.6667,454.2000,0.4528,0,236,1
689,2954,0.0000,455.2000,0.4522,0,236,0
690,abc357_e,1.0000,455.2000,0.4530,0,237,1
691,3704,0.0000,456.2000,0.4523,0,237,0
692,3700,0.0000,457.2000,0.4517,0,237,0
693,3754,0.0000,458.2000,0.4510,0,237,0
694,abc356_c,0.0000,459.2000,0.4504,0,237,0
695,3408,0.3333,459.8667,0.4511,0,237,0
696,abc393_a,1.0000,459.8667,0.4519,0,238,1
697,abc376_f,0.6667,460.2000,0.4527,0,239,1
698,2873,0.5000,460.7000,0.4535,0,240,1
699,abc328_a,1.0000,460.7000,0.4543,0,241,1
700,abc379_d,0.0000,461.7000,0.4536,0,241,0
701,abc364_f,0.0000,462.7000,0.4530,0,241,0
702,3517,0.0000,463.7000,0.4523,0,241,0
703,3675,0.0000,464.7000,0.4517,0,241,0
704,abc307_a,1.0000,464.7000,0.4525,0,242,1
705,abc324_e,1.0000,464.7000,0.4533,0,243,1
706,abc378_f,0.0000,465.7000,0.4526,0,243,0
707,3239,0.0000,466.7000,0.4520,0,243,0
708,3406,0.0000,467.7000,0.4513,0,243,0
709,3677,0.0000,468.7000,0.4507,0,243,0
710,3809,1.0000,468.7000,0.4515,0,244,1
711,abc380_g,0.3333,469.3667,0.4522,0,244,0
712,abc322_d,0.5000,469.8667,0.4530,0,245,1
713,3349,1.0000,469.8667,0.4538,0,246,1
714,3502,0.0000,470.8667,0.4531,0,246,0
715,abc343_e,0.5000,471.3667,0.4539,0,247,1
716,1873_D,1.0000,471.3667,0.4547,0,248,1
717,arc192_e,0.0000,472.3667,0.4540,0,248,0
718,3261,0.0000,473.3667,0.4534,0,248,0
719,3716,0.0000,474.3667,0.4528,0,248,0
720,abc397_f,0.5000,474.8667,0.4535,0,249,1
721,abc306_b,0.0000,475.8667,0.4529,0,249,0
722,3396,1.0000,475.8667,0.4537,0,250,1
723,abc383_d,0.0000,476.8667,0.4530,0,250,0
724,abc382_d,0.0000,477.8667,0.4524,0,250,0
725,3263,0.0000,478.8667,0.4518,0,250,0
726,abc310_e,0.0000,479.8667,0.4512,0,250,0
727,3032,0.0000,480.8667,0.4505,0,250,0
728,2757,0.0000,481.8667,0.4499,0,250,0
729,abc364_b,1.0000,481.8667,0.4507,0,251,1
730,arc181_b,0.5000,482.3667,0.4514,0,252,1
731,3805,0.0000,483.3667,0.4508,0,252,0
732,abc379_g,0.0000,484.3667,0.4502,0,252,0
733,3811,0.5000,484.8667,0.4510,0,253,1
734,abc355_b,0.6667,485.2000,0.4517,0,254,1
735,2919,0.0000,486.2000,0.4511,0,254,0
736,abc313_a,0.3333,486.8667,0.4518,0,254,0
737,abc400_d,0.0000,487.8667,0.4512,0,254,0
738,abc384_d,0.5000,488.3667,0.4520,0,255,1
739,3329,0.0000,489.3667,0.4514,0,255,0
740,abc396_e,0.3333,490.0333,0.4521,0,255,0
741,3220,0.0000,491.0333,0.4515,0,255,0
742,3356,1.0000,491.0333,0.4522,0,256,1
743,arc195_d,0.0000,492.0333,0.4516,0,256,0
744,abc381_d,0.3333,492.7000,0.4523,0,256,0
745,3714,0.0000,493.7000,0.4517,0,256,0
746,abc312_f,0.0000,494.7000,0.4511,0,256,0
747,3141,0.0000,495.7000,0.4505,0,256,0
748,abc333_b,0.0000,496.7000,0.4499,0,256,0
749,abc378_g,0.0000,497.7000,0.4493,0,256,0
750,abc347_c,1.0000,497.7000,0.4501,0,257,1
751,2879,1.0000,497.7000,0.4508,0,258,1
752,3046,0.3333,498.3667,0.4515,0,258,0
753,abc373_f,0.0000,499.3667,0.4509,0,258,0
754,arc182_d,0.6667,499.7000,0.4517,0,259,1
755,3795,0.2500,500.4500,0.4524,0,259,0
756,2869,0.0000,501.4500,0.4518,0,259,0
757,abc400_e,1.0000,501.4500,0.4525,0,260,1
758,3364,0.0000,502.4500,0.4519,0,260,0
759,abc348_e,0.0000,503.4500,0.4513,0,260,0
760,3610,0.0000,504.4500,0.4507,0,260,0
761,abc336_c,0.0000,505.4500,0.4501,0,260,0
762,abc352_d,0.0000,506.4500,0.4495,0,260,0
763,arc183_c,0.0000,507.4500,0.4490,0,260,0
764,3791,0.0000,508.4500,0.4484,0,260,0
765,3033,0.5000,508.9500,0.4491,0,261,1
766,abc301_e,0.3333,509.6167,0.4498,0,261,0
767,abc348_c,1.0000,509.6167,0.4505,0,262,1
768,abc382_f,0.0000,510.6167,0.4499,0,262,0
769,abc311_e,0.2500,511.3667,0.4506,0,262,0
770,3355,0.0000,512.3667,0.4501,0,262,0
771,3507,1.0000,512.3667,0.4508,0,263,1
772,3494,0.0000,513.3667,0.4502,0,263,0
773,abc377_d,0.0000,514.3667,0.4496,0,263,0
774,3206,0.0000,515.3667,0.4490,0,263,0
775,arc189_d,0.0000,516.3667,0.4485,0,263,0
776,abc306_c,1.0000,516.3667,0.4492,0,264,1
777,3631,0.6667,516.7000,0.4499,0,265,1
778,3563,0.0000,517.7000,0.4493,0,265,0
779,3783,0.0000,518.7000,0.4487,0,265,0
780,abc310_f,0.0000,519.7000,0.4481,0,265,0
781,abc359_c,0.3333,520.3667,0.4488,0,265,0
782,abc385_b,0.0000,521.3667,0.4483,0,265,0
783,abc331_b,0.3333,522.0333,0.4490,0,265,0
784,3762,0.0000,523.0333,0.4484,0,265,0
785,2888,0.0000,524.0333,0.4478,0,265,0
786,abc397_b,1.0000,524.0333,0.4485,0,266,1
787,2877,0.5000,524.5333,0.4492,0,267,1
788,abc371_b,1.0000,524.5333,0.4499,0,268,1
789,abc375_d,0.3333,525.2000,0.4506,0,268,0
790,2893,0.0000,526.2000,0.4501,0,268,0
791,1899_C,0.0000,527.2000,0.4495,0,268,0
792,abc307_d,0.2500,527.9500,0.4502,0,268,0
793,abc386_f,0.6667,528.2833,0.4509,0,269,1
794,abc309_c,0.3333,528.9500,0.4516,0,269,0
795,3450,0.3333,529.6167,0.4523,0,269,0
796,3460,0.0000,530.6167,0.4517,0,269,0
797,2791,0.0000,531.6167,0.4511,0,269,0
798,abc333_a,1.0000,531.6167,0.4518,0,270,1
799,abc389_f,0.0000,532.6167,0.4512,0,270,0
800,abc308_d,0.3333,533.2833,0.4519,0,270,0
801,abc312_e,0.0000,534.2833,0.4514,0,270,0
802,3183,0.0000,535.2833,0.4508,0,270,0
803,3337,1.0000,535.2833,0.4515,0,271,1
804,abc359_a,1.0000,535.2833,0.4522,0,272,1
805,abc354_a,0.6667,535.6167,0.4529,0,273,1
806,arc194_e,0.5000,536.1167,0.4535,0,274,1
807,arc181_d,0.0000,537.1167,0.4530,0,274,0
808,3567,0.5000,537.6167,0.4536,0,275,1
809,abc392_d,0.0000,538.6167,0.4531,0,275,0
810,abc327_d,0.5000,539.1167,0.4538,0,276,1
811,abc376_a,1.0000,539.1167,0.4544,0,277,1
812,abc303_d,0.0000,540.1167,0.4539,0,277,0
813,3570,1.0000,540.1167,0.4545,0,278,1
814,3768,1.0000,540.1167,0.4552,0,279,1
815,3721,0.0000,541.1167,0.4547,0,279,0
816,3594,0.0000,542.1167,0.4541,0,279,0
817,abc396_d,0.3333,542.7833,0.4548,0,279,0
818,abc351_e,0.0000,543.7833,0.4542,0,279,0
819,abc367_a,0.3333,544.4500,0.4549,0,279,0
820,abc361_c,0.3333,545.1167,0.4555,0,279,0
821,abc394_a,1.0000,545.1167,0.4562,0,280,1
822,3262,0.0000,546.1167,0.4557,0,280,0
823,abc365_d,0.3333,546.7833,0.4563,0,280,0
824,3379,1.0000,546.7833,0.4570,0,281,1
825,arc183_a,0.0000,547.7833,0.4564,0,281,0
826,3196,0.5000,548.2833,0.4571,0,282,1
827,3193,0.0000,549.2833,0.4565,0,282,0
828,abc384_c,0.0000,550.2833,0.4560,0,282,0
829,abc362_a,1.0000,550.2833,0.4566,0,283,1
830,3789,0.0000,551.2833,0.4561,0,283,0
831,2891,0.0000,552.2833,0.4555,0,283,0
832,3388,0.0000,553.2833,0.4550,0,283,0
833,abc379_e,1.0000,553.2833,0.4556,0,284,1
834,2999,1.0000,553.2833,0.4563,0,285,1
835,3760,0.0000,554.2833,0.4557,0,285,0
836,abc396_b,0.0000,555.2833,0.4552,0,285,0
837,abc311_c,0.0000,556.2833,0.4547,0,285,0
838,2876,0.0000,557.2833,0.4541,0,285,0
839,abc311_b,0.6000,557.6833,0.4548,0,286,1
840,abc326_d,0.0000,558.6833,0.4542,0,286,0
841,3781,0.0000,559.6833,0.4537,0,286,0
842,abc338_c,0.2500,560.4333,0.4543,0,286,0
843,arc196_b,0.0000,561.4333,0.4538,0,286,0
844,2785,0.0000,562.4333,0.4533,0,286,0
845,3383,0.0000,563.4333,0.4527,0,286,0
846,abc329_f,0.0000,564.4333,0.4522,0,286,0
847,abc366_b,0.0000,565.4333,0.4517,0,286,0
848,1873_A,1.0000,565.4333,0.4523,0,287,1
849,abc362_e,0.3333,566.1000,0.4529,0,287,0
850,arc184_d,0.0000,567.1000,0.4524,0,287,0
851,abc363_e,0.0000,568.1000,0.4519,0,287,0
852,3249,0.0000,569.1000,0.4513,0,287,0
853,3744,0.0000,570.1000,0.4508,0,287,0
854,abc340_d,1.0000,570.1000,0.4515,0,288,1
855,abc390_f,0.0000,571.1000,0.4509,0,288,0
856,abc303_b,0.3333,571.7667,0.4516,0,288,0
857,arc190_d,0.3333,572.4333,0.4522,0,288,0
858,abc398_a,1.0000,572.4333,0.4529,0,289,1
859,abc372_c,0.0000,573.4333,0.4523,0,289,0
860,abc325_a,1.0000,573.4333,0.4530,0,290,1
861,abc370_g,0.0000,574.4333,0.4524,0,290,0
862,3104,0.0000,575.4333,0.4519,0,290,0
863,abc357_b,0.0000,576.4333,0.4514,0,290,0
864,3311,0.0000,577.4333,0.4509,0,290,0
865,abc384_g,0.0000,578.4333,0.4503,0,290,0
866,abc356_d,0.6667,578.7667,0.4510,0,291,1
867,abc393_e,0.0000,579.7667,0.4505,0,291,0
868,abc377_a,1.0000,579.7667,0.4511,0,292,1
869,abc377_e,0.3333,580.4333,0.4517,0,292,0
870,1883_B,1.0000,580.4333,0.4524,0,293,1
871,arc194_d,0.5000,580.9333,0.4530,0,294,1
872,3243,0.3333,581.6000,0.4536,0,294,0
873,abc353_e,0.0000,582.6000,0.4531,0,294,0
874,3697,0.0000,583.6000,0.4526,0,294,0
875,3153,0.0000,584.6000,0.4521,0,294,0
876,abc333_c,1.0000,584.6000,0.4527,0,295,1
877,abc372_g,0.0000,585.6000,0.4522,0,295,0
878,abc385_c,0.3333,586.2667,0.4528,0,295,0
879,arc192_d,0.0000,587.2667,0.4523,0,295,0
880,abc382_a,1.0000,587.2667,0.4529,0,296,1
881,3771,0.6667,587.6000,0.4535,0,297,1
882,3531,0.0000,588.6000,0.4530,0,297,0
883,3164,0.0000,589.6000,0.4525,0,297,0
884,abc377_f,0.0000,590.6000,0.4520,0,297,0
885,abc390_g,0.0000,591.6000,0.4515,0,297,0
886,2730,0.0000,592.6000,0.4510,0,297,0
887,abc391_d,0.0000,593.6000,0.4505,0,297,0
888,3436,0.0000,594.6000,0.4499,0,297,0
889,abc313_c,0.3333,595.2667,0.4506,0,297,0
890,abc361_e,0.5000,595.7667,0.4512,0,298,1
891,3367,0.0000,596.7667,0.4507,0,298,0
892,abc389_e,0.0000,597.7667,0.4502,0,298,0
893,abc342_a,0.6667,598.1000,0.4508,0,299,1
894,abc342_e,0.0000,599.1000,0.4503,0,299,0
895,3692,0.2500,599.8500,0.4509,0,299,0
896,3526,0.0000,600.8500,0.4504,0,299,0
897,abc351_b,1.0000,600.8500,0.4510,0,300,1
898,3794,0.0000,601.8500,0.4505,0,300,0
899,arc188_b,0.0000,602.8500,0.4500,0,300,0
900,3245,1.0000,602.8500,0.4506,0,301,1
901,abc370_d,0.0000,603.8500,0.4501,0,301,0
902,3235,0.0000,604.8500,0.4496,0,301,0
903,3150,1.0000,604.8500,0.4502,0,302,1
904,abc387_f,0.0000,605.8500,0.4497,0,302,0
905,2854,0.0000,606.8500,0.4492,0,302,0
906,abc383_c,0.3333,607.5167,0.4498,0,302,0
907,3025,0.0000,608.5167,0.4493,0,302,0
908,3451,0.5000,609.0167,0.4499,0,303,1
909,abc358_e,0.0000,610.0167,0.4495,0,303,0
910,3213,0.0000,611.0167,0.4490,0,303,0
911,abc399_e,0.5000,611.5167,0.4496,0,304,1
912,3725,0.0000,612.5167,0.4491,0,304,0
913,abc346_b,0.3333,613.1833,0.4497,0,304,0
914,3447,1.0000,613.1833,0.4503,0,305,1
915,abc352_a,1.0000,613.1833,0.4509,0,306,1
916,3413,0.0000,614.1833,0.4504,0,306,0
917,abc381_b,1.0000,614.1833,0.4510,0,307,1
918,abc315_f,0.0000,615.1833,0.4505,0,307,0
919,abc363_d,0.0000,616.1833,0.4500,0,307,0
920,3461,0.0000,617.1833,0.4495,0,307,0
921,abc381_a,1.0000,617.1833,0.4501,0,308,1
922,abc312_d,0.3333,617.8500,0.4507,0,308,0
923,3219,0.0000,618.8500,0.4502,0,308,0
924,abc318_b,0.0000,619.8500,0.4497,0,308,0
925,3224,0.0000,620.8500,0.4492,0,308,0
926,3371,1.0000,620.8500,0.4498,0,309,1
927,abc372_a,1.0000,620.8500,0.4504,0,310,1
928,abc391_f,1.0000,620.8500,0.4510,0,311,1
929,abc345_d,0.7500,621.1000,0.4516,0,312,1
930,abc356_a,1.0000,621.1000,0.4522,0,313,1
931,arc182_a,0.0000,622.1000,0.4517,0,313,0
932,abc306_a,1.0000,622.1000,0.4523,0,314,1
933,abc328_b,0.0000,623.1000,0.4518,0,314,0
934,abc377_b,0.3333,623.7667,0.4524,0,314,0
935,abc390_e,1.0000,623.7667,0.4530,0,315,1
936,3453,1.0000,623.7667,0.4536,0,316,1
937,abc396_f,0.0000,624.7667,0.4531,0,316,0
938,abc305_e,0.0000,625.7667,0.4526,0,316,0
939,2886,1.0000,625.7667,0.4532,0,317,1
940,abc318_e,0.3333,626.4333,0.4538,0,317,0
941,abc346_a,1.0000,626.4333,0.4544,0,318,1
942,abc328_c,0.0000,627.4333,0.4539,0,318,0
943,3593,1.0000,627.4333,0.4544,0,319,1
944,2824,1.0000,627.4333,0.4550,0,320,1
945,3604,0.0000,628.4333,0.4545,0,320,0
946,abc309_b,0.3333,629.1000,0.4551,0,320,0
947,2872,0.0000,630.1000,0.4546,0,320,0
948,abc386_c,0.6667,630.4333,0.4552,0,321,1
949,abc385_a,1.0000,630.4333,0.4558,0,322,1
950,3656,0.0000,631.4333,0.4553,0,322,0
951,abc330_a,1.0000,631.4333,0.4559,0,323,1
952,3571,0.0000,632.4333,0.4554,0,323,0
953,abc307_c,0.0000,633.4333,0.4549,0,323,0
954,3421,0.0000,634.4333,0.4545,0,323,0
955,3573,0.3333,635.1000,0.4550,0,323,0
956,abc372_d,0.0000,636.1000,0.4545,0,323,0
957,abc398_f,0.3333,636.7667,0.4551,0,323,0
958,abc319_c,0.0000,637.7667,0.4546,0,323,0
959,abc341_e,0.0000,638.7667,0.4542,0,323,0
960,3346,0.0000,639.7667,0.4537,0,323,0
961,3252,0.0000,640.7667,0.4532,0,323,0
962,abc312_b,0.3333,641.4333,0.4538,0,323,0
963,abc378_a,1.0000,641.4333,0.4544,0,324,1
964,abc362_b,1.0000,641.4333,0.4549,0,325,1
965,3291,0.0000,642.4333,0.4545,0,325,0
966,arc194_a,0.3333,643.1000,0.4550,0,325,0
967,abc367_b,1.0000,643.1000,0.4556,0,326,1
968,2902,0.0000,644.1000,0.4551,0,326,0
969,abc373_c,0.0000,645.1000,0.4546,0,326,0
970,3558,0.6667,645.4333,0.4552,0,327,1
971,abc400_c,0.0000,646.4333,0.4547,0,327,0
972,abc374_a,1.0000,646.4333,0.4553,0,328,1
973,abc318_d,0.0000,647.4333,0.4548,0,328,0
974,3551,0.0000,648.4333,0.4544,0,328,0
975,abc305_c,0.3333,649.1000,0.4549,0,328,0
976,abc336_d,0.3333,649.7667,0.4555,0,328,0
977,abc340_a,1.0000,649.7667,0.4560,0,329,1
978,3251,0.0000,650.7667,0.4556,0,329,0
979,abc338_e,0.6667,651.1000,0.4561,0,330,1
980,3653,0.3333,651.7667,0.4567,0,330,0
981,abc371_c,0.0000,652.7667,0.4562,0,330,0
982,3327,0.0000,653.7667,0.4557,0,330,0
983,abc321_a,1.0000,653.7667,0.4563,0,331,1
984,abc341_f,0.3333,654.4333,0.4569,0,331,0
985,3080,0.0000,655.4333,0.4564,0,331,0
986,abc388_c,1.0000,655.4333,0.4569,0,332,1
987,abc310_a,1.0000,655.4333,0.4575,0,333,1
988,3715,0.0000,656.4333,0.4570,0,333,0
989,2953,0.0000,657.4333,0.4566,0,333,0
990,abc323_c,0.0000,658.4333,0.4561,0,333,0
991,abc386_e,0.5000,658.9333,0.4567,0,334,1
992,abc309_a,0.6667,659.2667,0.4572,0,335,1
993,3026,0.6667,659.6000,0.4577,0,336,1
994,2849,1.0000,659.6000,0.4583,0,337,1
995,2892,0.0000,660.6000,0.4578,0,337,0
996,abc375_b,0.0000,661.6000,0.4574,0,337,0
997,abc302_a,1.0000,661.6000,0.4579,0,338,1
998,3479,0.0000,662.6000,0.4575,0,338,0
999,abc338_b,1.0000,662.6000,0.4580,0,339,1
1000,abc387_a,1.0000,662.6000,0.4585,0,340,1
1001,abc391_a,1.0000,662.6000,0.4591,0,341,1
1002,abc369_d,0.0000,663.6000,0.4586,0,341,0
1003,abc370_e,0.3333,664.2667,0.4592,0,341,0
