step,problem_id,pred,label,correct,cumulative_regret
480,480,"November 15, 1903","November 15, 1903",1,236.0000
481,481,"Ordos City China Science Flying Universe Science and Technology Co., Ltd.",Ordos City,0,237.0000
482,482,EA-18G Growler,Boeing EA-18G Growler,0,238.0000
483,483,"downtown San Luis Obispo, California","San Luis Obispo, California",0,239.0000
484,484,modern-day Mexico City,Mexico City,0,240.0000
485,485,Multiple awards,multiple awards,1,240.0000
486,486,Choral song,played,0,241.0000
487,487,Arena of Khazan,Arena of Khazan,1,241.0000
488,488,Pierre Womé,Pierre Nlend Womé,0,242.0000
489,489,The Big Bang Theory,"""The Big Bang Theory""",1,242.0000
490,490,Dave Bautista,David Michael Bautista Jr.,0,243.0000
491,491,New York City,the world,0,244.0000
492,492,England,England,1,244.0000
493,493,Animorphs,Animorphs,1,244.0000
494,494,"Samuel M ""Sam"" Raimi",Sam Raimi,0,245.0000
495,495,Yes,yes,1,245.0000
496,496,1901,1901,1,245.0000
497,497,John Lasseter,John Alan Lasseter,0,246.0000
498,498,Southern University Law Center,UDC,0,247.0000
499,499,Thon Maker,Thon Marial Maker,0,248.0000
500,500,The Seven Days Battles,The Seven Days Battles,1,248.0000
501,501,Romantic comedy,romantic comedy,1,248.0000
502,502,5,five times,0,249.0000
503,503,Terry Crews,Terry Crews,1,249.0000
504,504,Restoration Hardware,Restoration Hardware,1,249.0000
505,505,"January 3, 1989","June 6, 1959",0,250.0000
506,506,The Easter Rising,Easter Rising of 1916,0,251.0000
507,507,St. George,St.George,0,252.0000
508,508,"51,271","51,271",1,252.0000
509,509,Sir George Cayley,George Cayley,0,253.0000
510,510,Melanie Owen,Melanie Owen,1,253.0000
511,511,"Tales of various deities, beings, and heroes","various deities, beings, and heroes",0,254.0000
512,512,Reinhard Heydrich,Reinhard Heydrich,1,254.0000
513,513,Ed Martin,Edward Robert Martin Jr.,0,255.0000
514,514,2,second,0,256.0000
515,515,Orchids and flowering plants respectively,flowering plants,0,257.0000
516,516,1996,1996,1,257.0000
517,517,Viacom International Media Networks,Prof Media,0,258.0000
518,518,Felicity Jones,Felicity Rose Hadley Jones,0,259.0000
519,519,Tea Moderna,Tea Moderna,1,259.0000
520,520,Marsilea,Marsilea,1,259.0000
521,521,Exeter College,Exeter College,1,259.0000
522,522,Sue Rose,Thomas Warburton,0,260.0000
523,523,Ride a Wild Pony,Ride a Wild Pony,1,260.0000
524,524,Video game,video game,1,260.0000
525,525,Albert Park,Albert Park,1,260.0000
526,526,Betano,Hero,0,261.0000
527,527,a minor basilica,a minor basilica,1,261.0000
528,528,"Mark Gaudet is a Canadian musician, and Jan Axel Blomberg is a Norwegian heavy metal drummer.",drummer,0,262.0000
529,529,"Teide National Park is located in Tenerife, Canary Islands, Spain. Garajonay National Park is also located in Tenerife, Canary Islands, Spain.","Canary Islands, Spain",0,263.0000
530,530,Rihanna,Stargate,0,264.0000
531,531,Paris,1926 Paris,0,265.0000
532,532,CableACE Award for Best Actress in a Dramatic Series,BAFTA TV Award Best Actor,0,266.0000
533,533,Karen O,Karen O,1,266.0000
534,534,Detective Inspector Humphrey Goodman,DI Humphrey Goodman,0,267.0000
535,535,Bismarck,Bismarck,1,267.0000
536,536,Crystal Dynamics,Crystal Dynamics,1,267.0000
537,537,No,middle America,0,268.0000
538,538,1987,1987,1,268.0000
539,539,Armenian-American,Armenian–American,0,269.0000
540,540,Grand Forks International Airport,El Paso International Airport,0,270.0000
541,541,Ethan Jesse Coen,Joel David Coen,0,271.0000
542,542,Kathleen O'Brien,Kathleen O'Brien,1,271.0000
543,543,Chaplain to the Forces,Chaplain,0,272.0000
544,544,203 people per square mile,526,0,273.0000
545,545,Southern State Parkway,Southern State Parkway,1,273.0000
546,546,Alain Resnais,Scott Sidney,0,274.0000
547,547,Naked Soldier,"""Naked Killer""",0,275.0000
548,548,1901,1901,1,275.0000
549,549,Lismore,Lismore,1,275.0000
550,550,Hee Haw,Hee Haw,1,275.0000
551,551,Christopher 'Chris' Tarbell,"Christopher ""Chris"" Tarbell",1,275.0000
552,552,Último Dragón,Mossad,0,276.0000
553,553,Vanarama,Vanarama,1,276.0000
554,554,Both were directors and producers.,director and producer,0,277.0000
555,555,Isla Grande de Tierra del Fuego,Isla de Xativa,0,278.0000
556,556,45th,45th,1,278.0000
557,557,March and April,March and April,1,278.0000
558,558,"Alice Springs, Northern Territory, Australia","Alice Springs, Northern Territory",0,279.0000
559,559,Thomas Mawson,Thomas Mawson,1,279.0000
560,560,Jesper Myrfors,Jesper Myrfors,1,279.0000
561,561,None,great-grandfather,0,280.0000
562,562,American,Canadian,0,281.0000
563,563,Mrs. Eastwood & Company,Mrs. Eastwood & Company,1,281.0000
564,564,Erinsborough,Erinsborough,1,281.0000
565,565,Douglas County,Douglas,0,282.0000
566,566,"Film director, film producer","film director, film producer, writer",0,283.0000
567,567,Brad Silberling,Brad Silberling,1,283.0000
568,568,Cody,"Kairi in the video game series ""Kingdom Hearts"".",0,284.0000
569,569,Lakeland Square Mall,Winter Haven Mall,0,285.0000
570,570,World War II,World War II,1,285.0000
571,571,15,fifteen,0,286.0000
572,572,British,British,1,286.0000
573,573,Asante Traditional Buildings,Gulangyu,0,287.0000
574,574,Kingdom of the Isles,Kingdom of the Isles,1,287.0000
575,575,James Packer,James Packer,1,287.0000
576,576,Argentine Americans,Argentine Americans,1,287.0000
577,577,Baghban,Kal Ho Naa Ho,0,288.0000
578,578,"NCAA's all-time leader in total passing yards, touchdowns, and completions",most total touchdowns in NCAA history,0,289.0000
579,579,"4,613","4,613",1,289.0000
580,580,2011,2011,1,289.0000
581,581,None,Tharangambadi,0,290.0000
582,582,Perfect Strangers,Perfect Strangers,1,290.0000
583,583,2006,2006,1,290.0000
584,584,Fallujah and Dying Fetus both tour with other bands and have political/modern themes in their music.,death metal band,0,291.0000
585,585,Dissection,Dissection,1,291.0000
586,586,German Spitz,German Spitz,1,291.0000
587,587,stringed instrument,strings,0,292.0000
588,588,Yes,yes,1,292.0000
589,589,Polypodium,Polypodium,1,292.0000
590,590,tigers or panthers,Javan leopard,0,293.0000
591,591,Steeles Avenue,Steeles Avenue,1,293.0000
592,592,Joe Scarborough,Charles Joseph,0,294.0000
593,593,7 miles,7 miles,1,294.0000
594,594,Jim Pugh,Jim Pugh,1,294.0000
595,595,Pakistan,Pakistani,0,295.0000
596,596,New Jersey,Province of New York,0,296.0000
597,597,Sudan,Republic of Chad,0,297.0000
598,598,World's Best Goalkeeper,World's Best Goalkeeper,1,297.0000
599,599,Ogallala Aquifer,Ogallala Aquifer,1,297.0000
600,600,Giuseppe Verdi,Giuseppe Verdi,1,297.0000
601,601,Las Vegas Sands,Las Vegas Sands company.,0,298.0000
602,602,Květa Peschke,Květa Peschke,1,298.0000
603,603,Marktown,Marktown,1,298.0000
604,604,West Point Foundry,West Point Iron and Cannon Foundry,0,299.0000
605,605,Yes,yes,1,299.0000
606,606,"1,400 people","3,677 seated",0,300.0000
607,607,Macworld,Macworld,1,300.0000
608,608,Owsley Stanley,Owsley Stanley,1,300.0000
609,609,Keeper of the Privy Seal of Scotland,Keeper of the Privy Seal of Scotland,1,300.0000
610,610,28 January 1864,28 January 1864,1,300.0000
611,611,Ed O'Neill,"Edward Leonard ""Ed"" O'Neill",0,301.0000
612,612,Yes,yes,1,301.0000
613,613,October 1922,October 1922,1,301.0000
614,614,Caligula,Gaius Julius Caesar Augustus Germanicus,0,302.0000
615,615,FIFA Women's World Cup,international football competition,0,303.0000
616,616,Sinclair Hill,Sinclair Hill,1,303.0000
617,617,T. R. M. Howard,T. R. M. Howard,1,303.0000
618,618,Benedict of Nursia,Benedict of Nursia,1,303.0000
619,619,"Battle Creek, Michigan","Battle Creek, Michigan",1,303.0000
620,620,Sexy Beast,The Big Lebowski,0,304.0000
621,621,2013,2013,1,304.0000
622,622,Walt Disney Productions,Walt Disney Productions,1,304.0000
623,623,Yes,yes,1,304.0000
624,624,Treaty of Gandamak,Treaty of Gandamak,1,304.0000
625,625,Lavatera,Oplismenus,0,305.0000
626,626,over 600,over 600 stores,0,306.0000
627,627,Parthian Empire,the Parthian Empire,1,306.0000
628,628,Eddie Izzard,Eddie Izzard,1,306.0000
629,629,Green Chair,Green Chair,1,306.0000
630,630,Kang,Kodos,0,307.0000
631,631,Chloë Agnew,Chloë Alexandra Adele Emily Agnew,0,308.0000
632,632,Are You Ready,Na Na,0,309.0000
633,633,Mad Hot Ballroom,Mad Hot Ballroom,1,309.0000
634,634,2017,2017,1,309.0000
635,635,Queen Elizabeth II,Princess Elizabeth,0,310.0000
636,636,1916,1916,1,310.0000
637,637,Phoenix Television,Phoenix Television,1,310.0000
638,638,Larnelle Harris,Larnelle Harris,1,310.0000
639,639,NYPD's 83rd Precinct,NYPD's 83rd Precinct,1,310.0000
640,640,Christina Ricci,Christina Ricci,1,310.0000
641,641,over 150 million copies,150 million copies,0,311.0000
642,642,Flashback: The Quest for Identity,Fade to Black,0,312.0000
643,643,Kanichee Mine,Kanichee Mine,1,312.0000
644,644,Warner Bros. Records,Warner Bros,0,313.0000
645,645,Guadarrama National Park,Sierra de Guadarrama National Park,0,314.0000
646,646,Ian Schneider,Frederick King Keller,0,315.0000
647,647,political correctness,political correctness,1,315.0000
648,648,16th Street and Georgetown Road,16th Street and Georgetown Road,1,315.0000
649,649,"Brooklyn, New York","Brooklyn, New York",1,315.0000
650,650,Chief of the Operations Staff of the Armed Forces High Command (Oberkommando der Wehrmacht),Oberkommando der Wehrmacht,0,316.0000
651,651,Awake,Awake,1,316.0000
652,652,Dead Poets Society,Dead Poets Society,1,316.0000
653,653,Los Alamos National Laboratory,Manhattan Project,0,317.0000
654,654,Yes,yes,1,317.0000
655,655,"Cleveland, Ohio","Cleveland, Ohio",1,317.0000
656,656,Orlando Magic,Orlando Magic,1,317.0000
657,657,Norman,Norman,1,317.0000
658,658,"July 26, 1959","July 26, 1959",1,317.0000
659,659,"3,384,569","3,384,569",1,317.0000
660,660,No,no,1,317.0000
661,661,Maurice Ravel,Maurice Ravel,1,317.0000
662,662,Margarine Unie,Margarine Unie,1,317.0000
663,663,1977,1977,1,317.0000
664,664,Wayne 'Animal' Turner,Charles Kelley,0,318.0000
665,665,The Queen City,"""Queen City""",1,318.0000
666,666,Multinational Monitor,Multinational Monitor,1,318.0000
667,667,Limerick,Limerick,1,318.0000
668,668,X Ambassadors,X Ambassadors,1,318.0000
669,669,Michael Graves,architect Michael Graves,0,319.0000
670,670,Buckingham Palace,reigning monarch of the United Kingdom,0,320.0000
671,671,Margaret Landon,Margaret Landon,1,320.0000
672,672,Luca Parmitano,Luca Parmitano,1,320.0000
673,673,Dinosaur,Dinosaur,1,320.0000
674,674,Stephen Christian,and lead guitarist,0,321.0000
675,675,MGM Resorts International,MGM Resorts International,1,321.0000
676,676,Graduation,My Beautiful Dark Twisted Fantasy,0,322.0000
677,677,eastern shore,Firth of Clyde,0,323.0000
678,678,Stadio Olimpico,Stadio Olimpico,1,323.0000
679,679,Boston Celtics,Boston Celtics,1,323.0000
680,680,Ronald Reagan,Ronald Wilson Reagan,0,324.0000
681,681,Daron Malakian,Daron Vartan Malakian,0,325.0000
682,682,Roman Catholic family magazine and rock and heavy metal magazine respectively,magazine,0,326.0000
683,683,Zachary Levi,Zachary Levi,1,326.0000
684,684,IT products and services,IT products and services,1,326.0000
685,685,3 June 1865,1865,0,327.0000
686,686,Fagaceae family,trees,0,328.0000
687,687,Ehretia,Ehretia,1,328.0000
688,688,Vince Guaraldi,Vincent Anthony Guaraldi,0,329.0000
689,689,Yes,no,0,330.0000
690,690,Ferdi Taygan,Ferdi Taygan,1,330.0000
691,691,Bedknobs and Broomsticks,Bedknobs and Broomsticks,1,330.0000
692,692,Finding Nemo,Finding Nemo,1,330.0000
693,693,Toshi Ichiyanagi,Toshi Ichiyanagi,1,330.0000
694,694,Roy Scheider,Roy Richard Scheider,0,331.0000
695,695,George Archainbaud,George Archainbaud,1,331.0000
696,696,Boston,Boston,1,331.0000
697,697,Regional Rural Bank,Regional Rural Bank,1,331.0000
698,698,Pennacook,the Pennacook people,0,332.0000
699,699,orange,orange,1,332.0000
700,700,Fort Worth,Fort Worth,1,332.0000
701,701,"September 13, 1994","September 13, 1994",1,332.0000
702,702,Musician,musician,1,332.0000
703,703,Murray Hill,Murray Hill,1,332.0000
704,704,more than 70,more than 70 countries,0,333.0000
705,705,Teen Titans,Teen Titans Go!,0,334.0000
706,706,Xcel Energy,Xcel Energy Inc.,0,335.0000
707,707,1,three singles titles,0,336.0000
708,708,Slaughterhouse-Five,Slaughterhouse-Five,1,336.0000
709,709,Anandji Virji Shah,Anandji Virji Shah,1,336.0000
710,710,"5,112 feet (1,559 m)","5,112 feet",0,337.0000
711,711,Yes,yes,1,337.0000
712,712,Royal Australian Navy,Australian Defence Force,0,338.0000
713,713,Dr. John Patrick 'Jack' Ryan Sr.,Jack Ryan,0,339.0000
714,714,Miller Brewing,Miller Brewing,1,339.0000
715,715,Great Neck,"New York, United States",0,340.0000
716,716,Michael Seater,Michael Seater,1,340.0000
717,717,Anthony Hopkins,Anthony Hopkins,1,340.0000
718,718,D. Ross Lederman,David Ross Lederman,0,341.0000
719,719,3 June 2016,3 December,0,342.0000
720,720,1990 and 1992,28th,0,343.0000
721,721,hunting,hunting,1,343.0000
722,722,Black Swan,Swan Lake,0,344.0000
723,723,No,no,1,344.0000
724,724,business process outsourcing (BPO),IT,0,345.0000
725,725,Phoenix Suns,the Phoenix Suns,1,345.0000
726,726,"332,523,642","9,984",0,346.0000
727,727,No,no,1,346.0000
728,728,Man Booker Prize for Fiction,Man Booker Prize for Fiction,1,346.0000
729,729,Eenasul Fateh,Eenasul Fateh,1,346.0000
730,730,more than 10 million,more than 10 million,1,346.0000
731,731,New York Giants,New York Giants,1,346.0000
732,732,Kathantara,1999 Odisha cyclone,0,347.0000
733,733,Martha Coolidge,Martha Coolidge,1,347.0000
734,734,early 1970s,early 1970s,1,347.0000
735,735,North Carolina,North Carolina,1,347.0000
736,736,Every March,The High Sheriff changes every March.,0,348.0000
737,737,Chauncey Billups,signing free agent Chauncey Billups,0,349.0000
738,738,exploration and settlement of what is now Kentucky,Wilderness Road,0,350.0000
739,739,Fantastic Voyage,Gangsta's Paradise,0,351.0000
740,740,Lucie Šafářová,Kenneth Eliot Flach,0,352.0000
741,741,9,9 venues,0,353.0000
742,742,Gerry Adams,"Gerard ""Gerry"" Adams",0,354.0000
743,743,Tom Hiddleston,Tom Hiddleston,1,354.0000
744,744,Golden Films,Don Hahn,0,355.0000
745,745,Anna Clyne,Anna Clyne,1,355.0000
746,746,New York Yankees,New York Yankees,1,355.0000
747,747,Circus Diablo,Magic Dirt,0,356.0000
748,748,Eucryphia,Eucryphia,1,356.0000
749,749,"Götene, Sweden",Götene in Sweden,0,357.0000
750,750,"Field Marshal John Standish Surtees Prendergast Vereker, 6th Viscount Gort",Lord Gort,0,358.0000
751,751,Philip K. Dick,Philip K. Dick,1,358.0000
752,752,Horror,South Korean horror film,0,359.0000
753,753,Distillery,Distillery,1,359.0000
754,754,Maryland,Maryland,1,359.0000
755,755,7 January 1936,7 January 1936,1,359.0000
756,756,many deities and spirits,belief in many deities and spirits,0,360.0000
757,757,Cuyler Reynolds,Cuyler Reynolds,1,360.0000
758,758,"Fujioka, Gunma","Fujioka, Gunma",1,360.0000
759,759,Mahammed Dionne,Umaro Mokhtar Sissoco Embaló,0,361.0000
760,760,The Saturdays,The Saturdays,1,361.0000
761,761,Scandinavian design,Scandinavian design,1,361.0000
762,762,Foo Fighters,Foo Fighters,1,361.0000
763,763,Yes,yes,1,361.0000
764,764,documentary,documentary,1,361.0000
765,765,A5117,The A41,0,362.0000
766,766,more than 230,230,0,363.0000
767,767,"teacher, teachers teacher, speaker and writer",member of the Executive Council of the General Anthroposophical Society,0,364.0000
768,768,Happy Death Day,Happy Death Day,1,364.0000
769,769,Laurus,Laurus,1,364.0000
770,770,Sponsorgate,The sponsorship scandal,0,365.0000
771,771,6 April 1830,6 April 1830,1,365.0000
772,772,Oceans,The Bears and I,0,366.0000
773,773,Oakland County,Oakland County,1,366.0000
774,774,867 feet,867,0,367.0000
775,775,2015,2015,1,367.0000
776,776,No,no,1,367.0000
777,777,Yes,yes,1,367.0000
778,778,The Life of Larry and Larry & Steve,The Life of Larry and Larry & Steve,1,367.0000
779,779,John John Florence,John John Florence,1,367.0000
780,780,Pensacola,Warrington,0,368.0000
781,781,Johan Leysen,Johan Leysen,1,368.0000
782,782,1991's 'The Changing Scottish Landscape',The Changing Scottish Landscape,0,369.0000
783,783,219 passengers,219,0,370.0000
784,784,U.S. Bancorp,U.S. Bancorp,1,370.0000
785,785,Crystal Palace F.C. Player of the Year,Player of the Year,0,371.0000
786,786,Jim Davis,Jim Davis,1,371.0000
787,787,Taylor Swift,Taylor Swift,1,371.0000
788,788,Liberty,Liberty,1,371.0000
789,789,Stanisław Drzewiecki,Maria Szraiber,0,372.0000
790,790,Apsley Cherry-Garrard,Apsley George Benet Cherry-Garrard,0,373.0000
791,791,Michael Edwards,"Eddie ""The Eagle"" Edwards",0,374.0000
792,792,2010,2008,0,375.0000
793,793,Victor Reinier,Ryan Guno Babel,0,376.0000
794,794,1851,1851,1,376.0000
795,795,"August 26–30, 1914",26–30 August 1914,0,377.0000
796,796,CBS Corporation,CBS Corporation,1,377.0000
797,797,Selle v. Gibb,1964,0,378.0000
798,798,Salford City,Salford City Football Club,0,379.0000
799,799,Tetrapolis,northeastern,0,380.0000
800,800,Matt Serra,Peter 'Drago' Sell,0,381.0000
801,801,Valuation method,business,0,382.0000
802,802,Kew Gardens,Kew Gardens,1,382.0000
803,803,Austrian,American,0,383.0000
804,804,family member,a family member,1,383.0000
805,805,Sun Valley,"Sun Valley, Idaho",0,384.0000
806,806,Filthy Rich & Catflap,"""The Comic Strip Presents...""",0,385.0000
807,807,Roman Empire,Roman,0,386.0000
808,808,John Faso,John Faso,1,386.0000
809,809,"pioneer in watch design, manufacturing and distribution",Swiss made,0,387.0000
810,810,No,no,1,387.0000
811,811,Tufts University,Tufts College,0,388.0000
812,812,punk rock,punk rock,1,388.0000
813,813,Presbyterian Church (USA),Presbyterian Church,0,389.0000
814,814,Fictional character,fictional character,1,389.0000
815,815,1964 to 1974,1964 to 1974,1,389.0000
816,816,Yes,yes,1,389.0000
817,817,"orange clothing such as T-shirts, caps and scarfs",orange,0,390.0000
818,818,Philadelphia,Philadelphia,1,390.0000
819,819,John Lennon,John Lennon,1,390.0000
820,820,"8,211","8,211 at the 2010 census",0,391.0000
821,821,"5,042","5,042",1,391.0000
822,822,Bhushan Patel,Tinu Suresh Desai,0,392.0000
823,823,Pyotr Ilyich Tchaikovsky,Pyotr Ilyich Tchaikovsky,1,392.0000
824,824,No,no,1,392.0000
825,825,American,American,1,392.0000
826,826,Rocky Boy's Indian Reservation,Rocky Boy's Indian Reservation,1,392.0000
827,827,1986,1986,1,392.0000
828,828,Ready Player One,Ready Player One,1,392.0000
829,829,Hugo Award,Hugo Award,1,392.0000
830,830,"Chiba, Japan",Korea,0,393.0000
831,831,4,4 albums,0,394.0000
832,832,Carrefour,Carrefour,1,394.0000
833,833,Nikolai Morozov,Nikolai Morozov,1,394.0000
834,834,No,no,1,394.0000
835,835,Pavel Alexandrov,Pavel Sergeyevich Alexandrov,0,395.0000
836,836,May Revolution,May Revolution,1,395.0000
837,837,No,no,1,395.0000
838,838,stunt performer,stunt performances,0,396.0000
839,839,Archbishop of Canterbury,Archbishop of Canterbury,1,396.0000
840,840,Gloria Trevi,Gloria Trevi,1,396.0000
841,841,Robert Smigel,"Robert Smigel, Michael Koman and David Feldman",0,397.0000
842,842,Frank Thomas' Big Hurt,a pinball machine,0,398.0000
843,843,Princess Jessica,Princess Jessica,1,398.0000
844,844,Justin Spitzer,Justin Spitzer,1,398.0000
845,845,Apiaceae,Apium,0,399.0000
846,846,Bill Clinton,William Jefferson Clinton,0,400.0000
847,847,2005,2005,1,400.0000
848,848,Fazoli's,Fazoli's,1,400.0000
849,849,Future,The Bomb Factory,0,401.0000
850,850,Christian,evangelical Christian,0,402.0000
851,851,Laura Osnes,Laura Ann Osnes,0,403.0000
852,852,Impresario,impresario,1,403.0000
853,853,fifth-largest city in the state,fifth-largest,0,404.0000
854,854,Bhabananda Deka,Prof Bhabananda Deka,0,405.0000
855,855,ZZ Top,ZZ Top,1,405.0000
856,856,"276,170","276,170 inhabitants",0,406.0000
857,857,Leo Varadkar,Leo Varadkar,1,406.0000
858,858,"Violin Sonata No. 4 in A minor, Opus 23",Symphony No. 7,0,407.0000
859,859,Pepper Keenan,"Robert ""Rob"" Parissi",0,408.0000
860,860,Boston and Maine Railroad's Southern Division,Boston and Maine Railroad's Southern Division,1,408.0000
861,861,No,no,1,408.0000
862,862,1946,1945,0,409.0000
863,863,Mark Thomas Ciardi,Kurt Russell,0,410.0000
864,864,Australian Supercars Championship,Australian Supercars Championship,1,410.0000
865,865,Urijah Faber,Urijah Christopher Faber,0,411.0000
866,866,Nuptse,It lies two kilometres WSW of Mount Everest.,0,412.0000
867,867,"Las Vegas, Nevada",Las Vegas Strip in Paradise,0,413.0000
868,868,Piaggio,Piaggio,1,413.0000
869,869,"Hotel, Airport, Wheels","Hotel"" (1965), ""Airport"" (1968), ""Wheels"" (1971)",0,414.0000
870,870,John F. Kelly,John Francis Kelly,0,415.0000
871,871,Charlie Albright,Atsushi Ogata,0,416.0000
872,872,Greenwich Village,"Greenwich Village, New York City",0,417.0000
873,873,Chris Lee,Sean Yseult.,0,418.0000
874,874,"46 Albert Square, Walford, London E20","46 Albert Square, Walford, London E20",1,418.0000
875,875,AngloGold Ashanti,AngloGold Ashanti,1,418.0000
876,876,Dennis Hull,"Dennis Hull, as well as painter Manley MacDonald.",0,419.0000
877,877,Blue,Blue,1,419.0000
878,878,iSight iMac G5,keyboard function keys,0,420.0000
879,879,"April 29, 2005, $129.95","April 29, 2005 for US$129.95",0,421.0000
880,880,Yes,yes,1,421.0000
881,881,1614,1614,1,421.0000
882,882,More than two decades,more than two decades,1,421.0000
883,883,Ratatat,Ratatat,1,421.0000
884,884,Alceste,"""Alceste""",1,421.0000
885,885,Virginia Woolf,Adeline Virginia Woolf,0,422.0000
886,886,Babylon,Babylon,1,422.0000
887,887,Berea College,Berea College,1,422.0000
888,888,Severe acute respiratory syndrome,severe acute respiratory syndrome,1,422.0000
889,889,Hamlet,Hamlet,1,422.0000
890,890,January,January 2001,0,423.0000
891,891,"Royce da 5'9"" and Eminem","Royce da 5'9"" (Bad) and Eminem (Evil)",0,424.0000
892,892,Nelson Rockefeller,Nelson Rockefeller,1,424.0000
893,893,Kelly Osbourne,Kelly Lee Osbourne,0,425.0000
894,894,Ducks,Ducks,1,425.0000
895,895,No,yes,0,426.0000
896,896,seven,seven,1,426.0000
897,897,Mathieu Kassovitz,Mathieu Kassovitz,1,426.0000
898,898,Viaport Rotterdam,Viaport Rotterdam,1,426.0000
899,899,Schutzstaffel,Schutzstaffel,1,426.0000
900,900,Norse mythology,Norse,0,427.0000
901,901,Lincoln,Caistor is a town,0,428.0000
902,902,Drifting,Drifting,1,428.0000
903,903,November,November 2017,0,429.0000
904,904,Canadian,Canadian comedian,0,430.0000
905,905,Monthly,Girlfriends,0,431.0000
906,906,director,film director,0,432.0000
907,907,New Jewel Movement,New Jewel Movement,1,432.0000
908,908,An All-Colored Vaudeville Show,"""An All-Colored Vaudeville Show""",1,432.0000
909,909,Dutch,Dutch,1,432.0000
910,910,portraits,portrait,0,433.0000
911,911,Suicide Kings,Suicide Kings,1,433.0000
912,912,Nikolai Lobachevsky,Nikolai Ivanovich Lobachevsky,0,434.0000
913,913,French Canadians,French Canadians,1,434.0000
914,914,Art galleries,artists' lofts,0,435.0000
915,915,England,"London, England",0,436.0000
916,916,Carondelet Canal,Carondelet Canal,1,436.0000
917,917,The Conversation,The Conversation,1,436.0000
918,918,Heavyweights,Heavyweights,1,436.0000
919,919,Brothers Quay,Brothers Quay,1,436.0000
920,920,No,no,1,436.0000
921,921,January 2004,January 2004,1,436.0000
922,922,Scotch Collie,Scotch Collie,1,436.0000
923,923,Every Rose Has Its Thorn,Every Rose Has Its Thorn,1,436.0000
924,924,1961,1961,1,436.0000
925,925,Victoria,"Warrnambool, Victoria",0,437.0000
926,926,Yorgos Lanthimos,Yorgos Lanthimos,1,437.0000
927,927,Picric acid,picric acid,1,437.0000
928,928,Ogier the Dane,Ogier the Dane,1,437.0000
929,929,Burwash Mine,Burwash Mine,1,437.0000
930,930,A Bug's Life,A Bug's Life,1,437.0000
931,931,Obafemi Martins,Obafemi Martins,1,437.0000
932,932,Rockland,Rockland,1,437.0000
933,933,Live,Live,1,437.0000
934,934,No common genre between Tappi Tíkarrass and INXS.,rock,0,438.0000
935,935,"orange juice, sweetener, milk, powdered egg whites and vanilla flavoring",orange juice,0,439.0000
936,936,1932,1932,1,439.0000
937,937,Kevin Spacey,Kevin Spacey,1,439.0000
938,938,Philip Labonte,Philip Steven Labonte,0,440.0000
939,939,Nobel Prize,Nobel Prize,1,440.0000
940,940,Ivan Foster,Ian Paisley,0,441.0000
941,941,London,London,1,441.0000
942,942,"Canton, Michigan",lower Manhattan,0,442.0000
943,943,No,yes,0,443.0000
944,944,Stratford,"Gainesville, Florida",0,444.0000
945,945,1999,1999,1,444.0000
946,946,Hinduism,Hindi,0,445.0000
947,947,Philip Livingston,Philip Livingston,1,445.0000
948,948,Dodge Park,Dodge Memorial Park,0,446.0000
949,949,"March 30, 2025","March 30, 2025",1,446.0000
950,950,drawings,drawings,1,446.0000
951,951,Both structures are skyscrapers.,building,0,447.0000
952,952,Jimmy Page,Eric Clapton,0,448.0000
953,953,the George Washington Bridge,the George Washington Bridge,1,448.0000
954,954,Coyote Ugly,Coyote Ugly,1,448.0000
955,955,"April 1, 1949","April 1, 1949",1,448.0000
956,956,Discover Pure Energy,"""Discover Pure Energy""",1,448.0000
957,957,multiple-time world wushu tournament champion,world wushu tournament,0,449.0000
958,958,Republic of Ireland,Ireland,0,450.0000
959,959,1989,1989,1,450.0000
960,960,Dallas,Dallas,1,450.0000
961,961,Daniel Patrick Moynihan,"Daniel Patrick ""Pat"" Moynihan",0,451.0000
962,962,"2009, Big 12",2009 Big 12 Conference,0,452.0000
963,963,Lieutenant Commander Steve McGarrett,Steve McGarrett,0,453.0000
964,964,Hot toddy,Hot toddy,1,453.0000
965,965,"Laurel, Mississippi","Laurel, Mississippi",1,453.0000
966,966,Annie Morton,Terry Richardson,0,454.0000
967,967,McKenna's Fort,Casement's Fort,0,455.0000
968,968,Philip K. Dick,Philip K. Dick,1,455.0000
969,969,Soil,Drowning Pool,0,456.0000
970,970,Oregon,Oregon,1,456.0000
971,971,Physical optics,theory of direct scattering and inverse scattering,0,457.0000
972,972,Adam Silver,Adam Silver,1,457.0000
973,973,Gabrielle-Suzanne Barbot de Villeneuve,Margery Williams,0,458.0000
974,974,"To determine the accomplishment of the oldest player in the NFL, I'll follow these steps:

1. Identify the oldest player in the NFL mentioned in the context.
2. Research or recall any unique achievements associated with this player.

Step 1: The oldest player in the NFL mentioned is Adam Vinatieri, born on","score 1,000 points with two different teams",0,459.0000
975,975,Silver,a silver medal,0,460.0000
976,976,1992,1992,1,460.0000
977,977,Cyndi Lauper,"Cynthia Ann Stephanie ""Cyndi"" Lauper",0,461.0000
978,978,thermal and kinetic energy,electromagnetic field,0,462.0000
979,979,Rawhide,Rawhide,1,462.0000
980,980,Juan Carlos Onetti,Juan Carlos Onetti,1,462.0000
981,981,Big Mamie,Big Mamie,1,462.0000
982,982,The Royal Family,"""The Royal Family""",1,462.0000
