step,pred,label,correct,cumulative_regret
559,Thomas Mawson,Thomas Mawson,1,285.0000
560,Jesper Myrfors,Jesper Myrfors,1,285.0000
561,grandfather,great-grandfather,0,286.0000
562,American,Canadian,0,287.0000
563,Mrs. Eastwood & Company,Mrs. Eastwood & Company,1,287.0000
564,Erinsborough,Erinsborough,1,287.0000
565,Douglas County,Douglas,0,288.0000
566,"film director, writer, producer","film director, film producer, writer",0,289.0000
567,Brad Silberling,Brad Silberling,1,289.0000
568,Hayden Panettiere,"Kairi in the video game series ""Kingdom Hearts"".",0,290.0000
569,Lakeland Square Mall,Winter Haven Mall,0,291.0000
570,World War II,World War II,1,291.0000
571,15,fifteen,0,292.0000
572,British,British,1,292.0000
573,Asante Traditional Buildings,Gulangyu,0,293.0000
574,Hebrides,Kingdom of the Isles,0,294.0000
575,James Packer,James Packer,1,294.0000
576,Argentine Americans,Argentine Americans,1,294.0000
577,Joggers' Park,Kal Ho Naa Ho,0,295.0000
578,"NCAA's all-time leader in total passing yards, touchdowns, and completions",most total touchdowns in NCAA history,0,296.0000
579,"4,613","4,613",1,296.0000
580,2011,2011,1,296.0000
581,Nagapattinam District,Tharangambadi,0,297.0000
582,Perfect Strangers,Perfect Strangers,1,297.0000
583,2006,2006,1,297.0000
584,touring,death metal band,0,298.0000
585,Dissection,Dissection,1,298.0000
586,German Spitz,German Spitz,1,298.0000
587,stringed instrument,strings,0,299.0000
588,Yes,yes,1,299.0000
589,Polypodium,Polypodium,1,299.0000
590,tigers,Javan leopard,0,300.0000
591,Steeles Avenue,Steeles Avenue,1,300.0000
592,Joe Scarborough,Charles Joseph,0,301.0000
593,7 miles,7 miles,1,301.0000
594,Jim Pugh,Jim Pugh,1,301.0000
595,Pakistan,Pakistani,0,302.0000
596,New Jersey,Province of New York,0,303.0000
597,Sudan,Republic of Chad,0,304.0000
598,Peter Schmeichel,World's Best Goalkeeper,0,305.0000
599,Ogallala Aquifer,Ogallala Aquifer,1,305.0000
600,Giuseppe Verdi,Giuseppe Verdi,1,305.0000
601,Las Vegas Sands,Las Vegas Sands company.,0,306.0000
602,Květa Peschke,Květa Peschke,1,306.0000
603,Marktown,Marktown,1,306.0000
604,West Point Iron and Cannon Foundry,West Point Iron and Cannon Foundry,1,306.0000
605,Yes,yes,1,306.0000
606,"4,000","3,677 seated",0,307.0000
607,Soaps In Depth,Macworld,0,308.0000
608,Owsley Stanley,Owsley Stanley,1,308.0000
609,Keeper of the Great Seal of Scotland,Keeper of the Privy Seal of Scotland,0,309.0000
610,28 January 1864,28 January 1864,1,309.0000
611,Ed O'Neill,"Edward Leonard ""Ed"" O'Neill",0,310.0000
612,Yes,yes,1,310.0000
613,October 1922,October 1922,1,310.0000
614,Caligula,Gaius Julius Caesar Augustus Germanicus,0,311.0000
615,FIFA Women's World Cup,international football competition,0,312.0000
616,Sinclair Hill,Sinclair Hill,1,312.0000
617,T. R. M. Howard,T. R. M. Howard,1,312.0000
618,Benedict of Nursia,Benedict of Nursia,1,312.0000
619,"Battle Creek, Michigan","Battle Creek, Michigan",1,312.0000
620,Sexy Beast,The Big Lebowski,0,313.0000
621,2015,2013,0,314.0000
622,Walt Disney Productions,Walt Disney Productions,1,314.0000
623,Yes,yes,1,314.0000
624,Treaty of Gandamak,Treaty of Gandamak,1,314.0000
625,Oplismenus,Oplismenus,1,314.0000
626,over 600,over 600 stores,0,315.0000
627,Sasanian Empire,the Parthian Empire,0,316.0000
628,Eddie Izzard,Eddie Izzard,1,316.0000
629,Green Chair,Green Chair,1,316.0000
630,Kang,Kodos,0,317.0000
631,Chloë Agnew,Chloë Alexandra Adele Emily Agnew,0,318.0000
632,Hero,Na Na,0,319.0000
633,Koyaanisqatsi,Mad Hot Ballroom,0,320.0000
634,2017,2017,1,320.0000
635,Queen Elizabeth II,Princess Elizabeth,0,321.0000
636,1916,1916,1,321.0000
637,Phoenix Television,Phoenix Television,1,321.0000
638,Larnelle Harris,Larnelle Harris,1,321.0000
639,NYPD's 83rd Precinct,NYPD's 83rd Precinct,1,321.0000
640,Christina Ricci,Christina Ricci,1,321.0000
641,over 150 million copies,150 million copies,0,322.0000
642,Flashback: The Quest for Identity,Fade to Black,0,323.0000
643,Salmita Mine,Kanichee Mine,0,324.0000
644,Warner Bros. Records,Warner Bros,0,325.0000
645,Guadarrama National Park,Sierra de Guadarrama National Park,0,326.0000
646,Ian Schneider,Frederick King Keller,0,327.0000
647,political correctness,political correctness,1,327.0000
648,16th Street and Georgetown Road,16th Street and Georgetown Road,1,327.0000
649,Madrid,"Brooklyn, New York",0,328.0000
650,Chief of the Operations Staff of the Armed Forces High Command,Oberkommando der Wehrmacht,0,329.0000
651,Awake,Awake,1,329.0000
652,Dead Poets Society,Dead Poets Society,1,329.0000
653,Sandia National Laboratory,Manhattan Project,0,330.0000
654,Yes,yes,1,330.0000
655,"Washington, D.C.","Cleveland, Ohio",0,331.0000
656,Orlando Magic,Orlando Magic,1,331.0000
657,Oklahoma City,Norman,0,332.0000
658,"July 26, 1959","July 26, 1959",1,332.0000
659,"3,384,569","3,384,569",1,332.0000
660,Yes,no,0,333.0000
661,Maurice Ravel,Maurice Ravel,1,333.0000
662,Margarine Unie,Margarine Unie,1,333.0000
663,1985,1977,0,334.0000
664,Brooks and Dunn,Charles Kelley,0,335.0000
665,Bangor,"""Queen City""",0,336.0000
666,Multinational Monitor,Multinational Monitor,1,336.0000
667,Limerick,Limerick,1,336.0000
668,Test Icicles,X Ambassadors,0,337.0000
669,Michael Graves,architect Michael Graves,0,338.0000
670,Buckingham Palace,reigning monarch of the United Kingdom,0,339.0000
671,Margaret Landon,Margaret Landon,1,339.0000
672,Luca Parmitano,Luca Parmitano,1,339.0000
673,"McFarland, USA",Dinosaur,0,340.0000
674,Stephen Christian,and lead guitarist,0,341.0000
675,MGM Resorts International,MGM Resorts International,1,341.0000
676,Graduation,My Beautiful Dark Twisted Fantasy,0,342.0000
677,eastern shore,Firth of Clyde,0,343.0000
678,"Stadio Olimpico, Rome, Italy",Stadio Olimpico,0,344.0000
679,Boston Celtics,Boston Celtics,1,344.0000
680,Ronald Reagan,Ronald Wilson Reagan,0,345.0000
681,Daron Malakian,Daron Vartan Malakian,0,346.0000
682,magazine,magazine,1,346.0000
683,Zachary Levi,Zachary Levi,1,346.0000
684,IT products and services,IT products and services,1,346.0000
685,1865,1865,1,346.0000
686,Fagaceae,trees,0,347.0000
687,Ehretia,Ehretia,1,347.0000
688,Vince Guaraldi,Vincent Anthony Guaraldi,0,348.0000
689,Yes,no,0,349.0000
690,Ferdi Taygan,Ferdi Taygan,1,349.0000
691,Bedknobs and Broomsticks,Bedknobs and Broomsticks,1,349.0000
692,Finding Nemo,Finding Nemo,1,349.0000
693,Toshi Ichiyanagi,Toshi Ichiyanagi,1,349.0000
694,Roy Scheider,Roy Richard Scheider,0,350.0000
695,George Archainbaud,George Archainbaud,1,350.0000
696,Boston,Boston,1,350.0000
697,Regional Rural Bank,Regional Rural Bank,1,350.0000
698,Pennacook,the Pennacook people,0,351.0000
699,orange,orange,1,351.0000
700,Fort Worth,Fort Worth,1,351.0000
701,Ready to Die,"September 13, 1994",0,352.0000
702,musician,musician,1,352.0000
703,Murray Hill,Murray Hill,1,352.0000
704,more than 70,more than 70 countries,0,353.0000
705,Teen Titans,Teen Titans Go!,0,354.0000
706,Xcel Energy,Xcel Energy Inc.,0,355.0000
707,2,three singles titles,0,356.0000
708,Slaughterhouse-Five,Slaughterhouse-Five,1,356.0000
709,Anandji Virji Shah,Anandji Virji Shah,1,356.0000
710,"1,267 feet","5,112 feet",0,357.0000
711,Yes,yes,1,357.0000
712,Australian Defence Force,Australian Defence Force,1,357.0000
713,Jack Ryan,Jack Ryan,1,357.0000
714,Miller Brewing,Miller Brewing,1,357.0000
715,"Great Neck, New York","New York, United States",0,358.0000
716,Michael Seater,Michael Seater,1,358.0000
717,Anthony Hopkins,Anthony Hopkins,1,358.0000
718,D. Ross Lederman,David Ross Lederman,0,359.0000
719,3 June 2016,3 December,0,360.0000
720,1990,28th,0,361.0000
721,hunting,hunting,1,361.0000
722,Black Swan,Swan Lake,0,362.0000
723,No,no,1,362.0000
724,business process outsourcing (BPO),IT,0,363.0000
725,Phoenix Suns,the Phoenix Suns,1,363.0000
726,"3,392,924","9,984",0,364.0000
727,No,no,1,364.0000
728,Man Booker Prize for Fiction,Man Booker Prize for Fiction,1,364.0000
729,Eenasul Fateh,Eenasul Fateh,1,364.0000
730,more than 10 million,more than 10 million,1,364.0000
731,New York Giants,New York Giants,1,364.0000
732,Kathantara,1999 Odisha cyclone,0,365.0000
733,Martha Coolidge,Martha Coolidge,1,365.0000
734,early 1970s,early 1970s,1,365.0000
735,North Carolina,North Carolina,1,365.0000
736,March,The High Sheriff changes every March.,0,366.0000
737,Chauncey Billups,signing free agent Chauncey Billups,0,367.0000
738,Daniel Boone,Wilderness Road,0,368.0000
739,Fantastic Voyage,Gangsta's Paradise,0,369.0000
740,Lucie Šafářová,Kenneth Eliot Flach,0,370.0000
741,9,9 venues,0,371.0000
742,Gerry Adams,"Gerard ""Gerry"" Adams",0,372.0000
743,Tom Hiddleston,Tom Hiddleston,1,372.0000
744,Don Hahn,Don Hahn,1,372.0000
745,Anna Clyne,Anna Clyne,1,372.0000
746,New York Yankees,New York Yankees,1,372.0000
747,Circus Diablo,Magic Dirt,0,373.0000
748,Eucryphia,Eucryphia,1,373.0000
749,Pasvalys,Götene in Sweden,0,374.0000
750,"Field Marshal John Standish Surtees Prendergast Vereker, 6th Viscount Gort",Lord Gort,0,375.0000
751,Philip K. Dick,Philip K. Dick,1,375.0000
752,horror film,South Korean horror film,0,376.0000
753,Distillery,Distillery,1,376.0000
754,Maryland,Maryland,1,376.0000
755,7 January 1936,7 January 1936,1,376.0000
756,religion,belief in many deities and spirits,0,377.0000
757,Cuyler Reynolds,Cuyler Reynolds,1,377.0000
758,"Fujioka, Gunma","Fujioka, Gunma",1,377.0000
759,Umaro Sissoco Embaló,Umaro Mokhtar Sissoco Embaló,0,378.0000
760,The Saturdays,The Saturdays,1,378.0000
761,Scandinavian design,Scandinavian design,1,378.0000
762,Awolnation,Foo Fighters,0,379.0000
763,Yes,yes,1,379.0000
764,documentary,documentary,1,379.0000
765,A5117 road,The A41,0,380.0000
766,more than 230,230,0,381.0000
767,general secretary,member of the Executive Council of the General Anthroposophical Society,0,382.0000
768,Happy Death Day,Happy Death Day,1,382.0000
769,Laurus,Laurus,1,382.0000
770,Sponsorship scandal,The sponsorship scandal,1,382.0000
771,6 April 1830,6 April 1830,1,382.0000
772,Oceans,The Bears and I,0,383.0000
773,Oakland County,Oakland County,1,383.0000
774,"1,267 feet",867,0,384.0000
775,2015,2015,1,384.0000
776,Iceland,no,0,385.0000
777,yes,yes,1,385.0000
778,The Life of Larry and Larry & Steve,The Life of Larry and Larry & Steve,1,385.0000
779,John John Florence,John John Florence,1,385.0000
780,Pensacola,Warrington,0,386.0000
781,Johan Leysen,Johan Leysen,1,386.0000
782,The Changing Scottish Landscape,The Changing Scottish Landscape,1,386.0000
783,219,219,1,386.0000
784,U.S. Bancorp,U.S. Bancorp,1,386.0000
785,Crystal Palace F.C. Player of the Year,Player of the Year,0,387.0000
786,Jim Davis,Jim Davis,1,387.0000
787,Taylor Swift,Taylor Swift,1,387.0000
788,Liberty,Liberty,1,387.0000
789,Stanisław Drzewiecki,Maria Szraiber,0,388.0000
790,Apsley Cherry-Garrard,Apsley George Benet Cherry-Garrard,0,389.0000
791,Michael Edwards,"Eddie ""The Eagle"" Edwards",0,390.0000
792,2010,2008,0,391.0000
793,Victor Reinier,Ryan Guno Babel,0,392.0000
794,1976,1851,0,393.0000
795,Tannenberg,26–30 August 1914,0,394.0000
796,CBS Corporation,CBS Corporation,1,394.0000
797,Selle v. Gibb,1964,0,395.0000
798,Salford City,Salford City Football Club,0,396.0000
799,northeastern part,northeastern,0,397.0000
800,Peter 'Drago' Sell,Peter 'Drago' Sell,1,397.0000
801,valuation method,business,0,398.0000
802,Kew Gardens,Kew Gardens,1,398.0000
803,Austrian,American,0,399.0000
804,family member,a family member,1,399.0000
805,"Sun Valley, Idaho","Sun Valley, Idaho",1,399.0000
806,Filthy Rich & Catflap,"""The Comic Strip Presents...""",0,400.0000
807,Roman Empire,Roman,0,401.0000
808,John Faso,John Faso,1,401.0000
809,"pioneer in watch design, manufacturing and distribution",Swiss made,0,402.0000
810,no,no,1,402.0000
811,Tufts University,Tufts College,0,403.0000
812,punk rock,punk rock,1,403.0000
813,Presbyterian Church (USA),Presbyterian Church,0,404.0000
814,fictional character,fictional character,1,404.0000
815,1964 to 1974,1964 to 1974,1,404.0000
816,Yes,yes,1,404.0000
817,orange clothing,orange,0,405.0000
818,Philadelphia,Philadelphia,1,405.0000
819,John Lennon,John Lennon,1,405.0000
820,"8,211","8,211 at the 2010 census",0,406.0000
821,"5,042","5,042",1,406.0000
822,Vikram Bhatt,Tinu Suresh Desai,0,407.0000
823,Pyotr Ilyich Tchaikovsky,Pyotr Ilyich Tchaikovsky,1,407.0000
824,Yes,no,0,408.0000
825,American,American,1,408.0000
826,Rocky Boy's Indian Reservation,Rocky Boy's Indian Reservation,1,408.0000
827,1986,1986,1,408.0000
828,Ready Player One,Ready Player One,1,408.0000
829,Hugo Award for Best Series,Hugo Award,0,409.0000
830,"Chiba, Japan",Korea,0,410.0000
831,4,4 albums,0,411.0000
832,Carrefour,Carrefour,1,411.0000
833,Nikolai Morozov,Nikolai Morozov,1,411.0000
834,no,no,1,411.0000
835,Pavel Alexandrov,Pavel Sergeyevich Alexandrov,0,412.0000
836,May Revolution,May Revolution,1,412.0000
837,no,no,1,412.0000
838,stunt performer,stunt performances,0,413.0000
839,Archbishop of Canterbury,Archbishop of Canterbury,1,413.0000
840,Gloria Trevi,Gloria Trevi,1,413.0000
841,Robert Smigel,"Robert Smigel, Michael Koman and David Feldman",0,414.0000
842,Frank Thomas' Big Hurt,a pinball machine,0,415.0000
843,Princess Jessica,Princess Jessica,1,415.0000
844,Justin Spitzer,Justin Spitzer,1,415.0000
845,Apium,Apium,1,415.0000
846,Bill Clinton,William Jefferson Clinton,0,416.0000
847,2005,2005,1,416.0000
848,Fazoli's,Fazoli's,1,416.0000
849,Future,The Bomb Factory,0,417.0000
850,Christian,evangelical Christian,0,418.0000
851,Laura Osnes,Laura Ann Osnes,0,419.0000
852,impresario,impresario,1,419.0000
853,fifth-largest,fifth-largest,1,419.0000
854,Bhabananda Deka,Prof Bhabananda Deka,0,420.0000
855,ZZ Top,ZZ Top,1,420.0000
856,"276,170","276,170 inhabitants",0,421.0000
857,Leo Varadkar,Leo Varadkar,1,421.0000
858,Violin Sonata No. 4,Symphony No. 7,0,422.0000
859,Pepper Keenan,"Robert ""Rob"" Parissi",0,423.0000
860,Boston and Lowell Railroad,Boston and Maine Railroad's Southern Division,0,424.0000
861,Yes,no,0,425.0000
862,1946,1945,0,426.0000
863,Mark Thomas Ciardi,Kurt Russell,0,427.0000
864,Australian Supercars Championship,Australian Supercars Championship,1,427.0000
865,Urijah Faber,Urijah Christopher Faber,0,428.0000
866,Nuptse,It lies two kilometres WSW of Mount Everest.,0,429.0000
867,"Las Vegas, Nevada",Las Vegas Strip in Paradise,0,430.0000
868,Piaggio,Piaggio,1,430.0000
869,"Hotel, Airport, Wheels","Hotel"" (1965), ""Airport"" (1968), ""Wheels"" (1971)",0,431.0000
870,John F. Kelly,John Francis Kelly,0,432.0000
871,Charlie Albright,Atsushi Ogata,0,433.0000
872,Greenwich Village,"Greenwich Village, New York City",0,434.0000
873,Sean Yseult,Sean Yseult.,1,434.0000
874,"46 Albert Square, Walford, London E20","46 Albert Square, Walford, London E20",1,434.0000
875,AngloGold Ashanti,AngloGold Ashanti,1,434.0000
876,Dennis Hull,"Dennis Hull, as well as painter Manley MacDonald.",0,435.0000
877,Blue,Blue,1,435.0000
878,iSight iMac G5,keyboard function keys,0,436.0000
879,"April 29, 2005, $129.95","April 29, 2005 for US$129.95",0,437.0000
880,yes,yes,1,437.0000
881,1614,1614,1,437.0000
882,more than two decades,more than two decades,1,437.0000
883,Ratatat,Ratatat,1,437.0000
884,Alceste,"""Alceste""",1,437.0000
885,Emma Bull,Adeline Virginia Woolf,0,438.0000
886,Babylon,Babylon,1,438.0000
887,Berea College,Berea College,1,438.0000
888,Severe acute respiratory syndrome,severe acute respiratory syndrome,1,438.0000
889,Hamlet,Hamlet,1,438.0000
890,July,January 2001,0,439.0000
891,Frank n Dank,"Royce da 5'9"" (Bad) and Eminem (Evil)",0,440.0000
892,Nelson Rockefeller,Nelson Rockefeller,1,440.0000
893,Kelly Osbourne,Kelly Lee Osbourne,0,441.0000
894,Peabody Ducks,Ducks,0,442.0000
895,yes,yes,1,442.0000
896,7,seven,0,443.0000
897,Mathieu Kassovitz,Mathieu Kassovitz,1,443.0000
898,Viaport Rotterdam,Viaport Rotterdam,1,443.0000
899,Schutzstaffel,Schutzstaffel,1,443.0000
900,Norse mythology,Norse,0,444.0000
901,Caistor,Caistor is a town,0,445.0000
902,drifting,Drifting,1,445.0000
903,November,November 2017,0,446.0000
904,Canadian comedian,Canadian comedian,1,446.0000
905,Popular Science,Girlfriends,0,447.0000
906,director,film director,0,448.0000
907,New Jewel Movement,New Jewel Movement,1,448.0000
908,An All-Colored Vaudeville Show,"""An All-Colored Vaudeville Show""",1,448.0000
909,Dutch,Dutch,1,448.0000
910,portraits,portrait,0,449.0000
911,Suicide Kings,Suicide Kings,1,449.0000
912,Leonid Khachiyan,Nikolai Ivanovich Lobachevsky,0,450.0000
913,French Canadians,French Canadians,1,450.0000
914,artist's lofts and art galleries,artists' lofts,0,451.0000
915,"London, England","London, England",1,451.0000
916,Carondelet Canal,Carondelet Canal,1,451.0000
917,The Conversation,The Conversation,1,451.0000
918,Heavyweights,Heavyweights,1,451.0000
919,Brothers Quay,Brothers Quay,1,451.0000
920,No,no,1,451.0000
921,January 2004,January 2004,1,451.0000
922,Scotch Collie,Scotch Collie,1,451.0000
923,Every Rose Has Its Thorn,Every Rose Has Its Thorn,1,451.0000
924,1961,1961,1,451.0000
925,"Warrnambool, Victoria","Warrnambool, Victoria",1,451.0000
926,Yorgos Lanthimos,Yorgos Lanthimos,1,451.0000
927,Picric acid,picric acid,1,451.0000
928,Ogier the Dane,Ogier the Dane,1,451.0000
929,Burwash Mine,Burwash Mine,1,451.0000
930,A Bug's Life,A Bug's Life,1,451.0000
931,Obafemi Martins,Obafemi Martins,1,451.0000
932,Rockland,Rockland,1,451.0000
933,Live,Live,1,451.0000
934,punk,rock,0,452.0000
935,orange juice,orange juice,1,452.0000
936,1932,1932,1,452.0000
937,Kevin Spacey,Kevin Spacey,1,452.0000
938,Philip Labonte,Philip Steven Labonte,0,453.0000
939,Nobel Prize,Nobel Prize,1,453.0000
940,Ivan Foster,Ian Paisley,0,454.0000
941,London,London,1,454.0000
942,"Newark, New Jersey",lower Manhattan,0,455.0000
943,Yes,yes,1,455.0000
944,Gainesville,"Gainesville, Florida",0,456.0000
945,1999,1999,1,456.0000
946,Hinduism,Hindi,0,457.0000
947,Philip Livingston,Philip Livingston,1,457.0000
948,Dodge Park,Dodge Memorial Park,0,458.0000
949,"March 30, 2025","March 30, 2025",1,458.0000
950,drawings,drawings,1,458.0000
951,office building,building,0,459.0000
952,Jimmy Page,Eric Clapton,0,460.0000
953,George Washington Bridge,the George Washington Bridge,1,460.0000
954,Lucky Logan,Coyote Ugly,0,461.0000
955,"April 1, 1949","April 1, 1949",1,461.0000
956,Discover Pure Energy,"""Discover Pure Energy""",1,461.0000
957,Donnie Yen,world wushu tournament,0,462.0000
958,Ireland,Ireland,1,462.0000
959,1989,1989,1,462.0000
960,Dallas,Dallas,1,462.0000
961,Daniel Patrick Moynihan,"Daniel Patrick ""Pat"" Moynihan",0,463.0000
962,2009 Big 12 Conference football season,2009 Big 12 Conference,0,464.0000
963,Steve McGarrett,Steve McGarrett,1,464.0000
964,Hot toddy,Hot toddy,1,464.0000
965,"Laurel, Mississippi","Laurel, Mississippi",1,464.0000
966,Annie Morton,Terry Richardson,0,465.0000
967,Rahoneen,Casement's Fort,0,466.0000
968,Philip K. Dick,Philip K. Dick,1,466.0000
969,Soil,Drowning Pool,0,467.0000
970,Oregon,Oregon,1,467.0000
971,illusion optics,theory of direct scattering and inverse scattering,0,468.0000
972,Adam Silver,Adam Silver,1,468.0000
973,Gabrielle-Suzanne Barbot de Villeneuve,Margery Williams,0,469.0000
974,"score 1,000 points with two different teams","score 1,000 points with two different teams",1,469.0000
975,silver medal,a silver medal,1,469.0000
976,1992,1992,1,469.0000
977,Cyndi Lauper,"Cynthia Ann Stephanie ""Cyndi"" Lauper",0,470.0000
978,thermal transfer,electromagnetic field,0,471.0000
979,Rawhide,Rawhide,1,471.0000
980,Bryce Courtenay,Juan Carlos Onetti,0,472.0000
981,Big Mamie,Big Mamie,1,472.0000
982,The Royal Family,"""The Royal Family""",1,472.0000
983,No other actors are mentioned in the context for the movie 'Passengers'.,Gene Serdena,0,473.0000
984,5,44,0,474.0000
985,Big 12 Conference,Big 12 Conference,1,474.0000
986,No,no,1,474.0000
987,2.1 million,2.1 million,1,474.0000
988,Allerdale,"the Borough of Allerdale in Cumbria, England",0,475.0000
989,Yes,yes,1,475.0000
990,"September 30, 2017","September 30, 2017",1,475.0000
991,2014 FIFA World Cup,Brazil,0,476.0000
992,Brad Wilk,Brad Wilk,1,476.0000
993,Bob Iger,Robert A. Iger,0,477.0000
994,Yes,yes,1,477.0000
995,Pasek and Paul,Pasek and Paul,1,477.0000
996,New York City,"Queens, New York",0,478.0000
997,Scribner,Scribner,1,478.0000
998,1969-1974,1969 until 1974,0,479.0000
999,The Soloist,The Soloist,1,479.0000
1000,Epigaea,Bactris,0,480.0000
1001,center,Canadian professional ice hockey centre,0,481.0000
1002,mother goddess,Greek mythology,0,482.0000
1003,Arlo,Apatosaurus,0,483.0000
1004,Armenia,Armenian,0,484.0000
1005,1.95 m,1.95 m,1,484.0000
1006,Essex,Essex,1,484.0000
1007,Paula Patton,Paula Maxine Patton,0,485.0000
1008,State University of New York Upstate Medical University,University of New York Upstate,0,486.0000
1009,"June 28, 1945",28 June 1945,0,487.0000
1010,Bottom of the World,The Bye Bye Man,0,488.0000
1011,Catwoman,Catwoman,1,488.0000
1012,yes,no,0,489.0000
1013,military officer,officer,0,490.0000
1014,119 minutes,119 minutes,1,490.0000
1015,No,no,1,490.0000
1016,Academy Award for Best Animated Feature,Academy Award for Best Animated Feature,1,490.0000
1017,lifestyle and women's magazine,fortnightly women interest magazine,0,491.0000
1018,Her translation of and commentary on Isaac Newton's book 'Principia' contained a profound contribution to Newtonian mechanics—the postulate of an additional conservation law for total energy.,"commentary on Isaac Newton's book ""Principia""",0,492.0000
1019,Katherine Harris,Katherine Harris,1,492.0000
1020,Hessians,Hessians,1,492.0000
1021,Tori Amos,Tori Amos,1,492.0000
1022,Gal Gadot,Gal Gadot,1,492.0000
1023,"March 13, 2013","March 13, 2013",1,492.0000
1024,Rich Girl,"""Rich Girl""",1,492.0000
1025,Philip Glass,Philip Morris Glass,0,493.0000
1026,Bolshoi Theatre,Bolshoi Theatre,1,493.0000
1027,1957,1957,1,493.0000
1028,racehorse breeder and owner,racehorse breeder and owner,1,493.0000
1029,Ajax Amsterdam,Tel Aviv,0,494.0000
1030,2009,1976,0,495.0000
1031,personal care products,natural-ingredients-only personal care products,0,496.0000
1032,musical,musical,1,496.0000
1033,21,13,0,497.0000
1034,March and April 1968,1968,0,498.0000
1035,Phil Spector,Phil Spector,1,498.0000
1036,American musician,"musician, singer, and songwriter",0,499.0000
1037,Sir Syed University of Engineering and Technology,Sir Syed University of Engineering and Technology,1,499.0000
1038,Young Justice,focus on young superheroes,0,500.0000
1039,2006,2006,1,500.0000
1040,Portal A Interactive,Portal A Interactive,1,500.0000
1041,Cyclic Defrost,Cyclic Defrost,1,500.0000
1042,2006,2006,1,500.0000
1043,British Army,British Army,1,500.0000
1044,Hard Rock Stadium,"Miami Gardens, Florida,",0,501.0000
1045,Polka,Polka,1,501.0000
1046,Lithuanian-born French,Lithuanian-born French,1,501.0000
1047,Temple Terrace,Tampa,0,502.0000
1048,Yes,no,0,503.0000
1049,"Stapleton Cotton, 1st Viscount Combermere",Lord Combermere,0,504.0000
1050,Citizens for a Sound Economy,Citizens for a Sound Economy,1,504.0000
1051,Lakers,Los Angeles Lakers,0,505.0000
1052,Eliot Cutler,Eliot Cutler,1,505.0000
1053,American,American,1,505.0000
1054,French,German,0,506.0000
1055,anabolic-androgenic steroid,Anabolic steroids,0,507.0000
1056,R-8,The R-8 Human Rhythm Composer,0,508.0000
1057,J. M. Barrie,Edward Franklin Albee III,0,509.0000
1058,Berserk: The Golden Age Arc III - The Advent,Transporter 3,0,510.0000
1059,Royal Navy,Navy,0,511.0000
1060,Strange Synergy,Strange Synergy,1,511.0000
1061,"Port Moresby, Papua New Guinea","Port Moresby, Papua New Guinea",1,511.0000
1062,Jean-Loup Chrétien,Jean-Loup Jacques Marie Chrétien,0,512.0000
1063,Jackson Storm,Jackson Storm,1,512.0000
1064,My Cat from Hell,My Cat from Hell,1,512.0000
1065,No,no,1,512.0000
1066,Northrop F-15 Reporter,The Northrop P-61 Black Widow,0,513.0000
1067,Gauteng,Gauteng province,0,514.0000
1068,1944,1944,1,514.0000
1069,Garth Jennings,Garth Jennings,1,514.0000
1070,yes,yes,1,514.0000
1071,Salvia,Salvia,1,514.0000
1072,"450,000","about 450,000",0,515.0000
1073,Roseann O'Donnell,Rosie O'Donnell,0,516.0000
1074,215th,215th,1,516.0000
1075,Erika Jayne,Erika Jayne,1,516.0000
1076,Plato,Plato,1,516.0000
1077,board games,board game,0,517.0000
1078,aging issues,aging issues,1,517.0000
1079,Angiotensin,zona glomerulosa,0,518.0000
1080,Europe,Europe,1,518.0000
1081,Yes,yes,1,518.0000
1082,Guthred,Guthred or Guthfrith,0,519.0000
1083,7 October 1978,7 October 1978,1,519.0000
1084,1963 to 1991,1963 to 1991,1,519.0000
1085,South African,South African-born,0,520.0000
1086,David Dunn,David Dunn,1,520.0000
1087,action films,martial arts action films,0,521.0000
1088,Yes,yes,1,521.0000
1089,1966 Arizona State Sun Devils football team,Arizona State Sun Devils,0,522.0000
1090,Daniel Sturridge,Daniel Sturridge,1,522.0000
1091,Long Island Sound,110 miles,0,523.0000
1092,Bill McCutcheon,Bill McCutcheon,1,523.0000
1093,VH1's '100 Greatest Artists of Hard Rock',100 Greatest Artists of Hard Rock,0,524.0000
1094,"Nebula Award, Philip K. Dick Award, Hugo Award","Nebula Award, the Philip K. Dick Award, and the Hugo Award",0,525.0000
1095,I.O.U.S.A.,I.O.U.S.A.,1,525.0000
1096,Bronwyn Bishop,Kathryn Jean Martin,0,526.0000
1097,Yes,yes,1,526.0000
1098,Yes,yes,1,526.0000
1099,Joel Embiid,The Process,0,527.0000
1100,Game of Thrones,Game of Thrones,1,527.0000
1101,"35,124","35,124",1,527.0000
1102,2003,in 1896,0,528.0000
1103,Boyd Gaming,Boyd Gaming,1,528.0000
1104,east,the east of Ireland,0,529.0000
1105,Ubisoft,Massive Entertainment,0,530.0000
1106,Walt Disney Productions,Disney,0,531.0000
1107,Oregon Ducks,Oregon Ducks football,0,532.0000
1108,town meeting,town meeting legislative body,0,533.0000
1109,Vib Gyor,"Vib Gyor was a band that was formed in Leeds, England.",0,534.0000
1110,Start,IK Start,0,535.0000
1111,Viscount Cranborne,Viscount Cranborne,1,535.0000
1112,yes,no,0,536.0000
1113,Las Vegas,Las Vegas,1,536.0000
1114,"New Orleans, Louisiana",Louisiana.,0,537.0000
1115,University of Vienna,University of Vienna,1,537.0000
