step,problem_id,lib,correct,cumulative_regret
842,730,Scipy,0,574.0000
843,384,Numpy,1,574.0000
844,105,Pandas,0,575.0000
845,266,Pandas,0,576.0000
846,347,Numpy,0,577.0000
847,190,Pandas,0,578.0000
848,864,Sklearn,0,579.0000
849,850,Sklearn,0,580.0000
850,39,Pandas,0,581.0000
851,339,Numpy,0,582.0000
852,188,Pandas,1,582.0000
853,403,Numpy,1,582.0000
854,525,Matplotlib,0,583.0000
855,189,Pandas,0,584.0000
856,812,Scipy,0,585.0000
857,87,Pandas,0,586.0000
858,732,Scipy,0,587.0000
859,483,Numpy,0,588.0000
860,5,Pandas,0,589.0000
861,597,Matplotlib,0,590.0000
862,699,Tensorflow,0,591.0000
863,953,Pytorch,0,592.0000
864,442,Numpy,1,592.0000
865,893,Sklearn,1,592.0000
866,861,Sklearn,0,593.0000
867,385,Numpy,0,594.0000
868,332,Numpy,0,595.0000
869,790,Scipy,0,596.0000
870,359,Numpy,0,597.0000
871,590,Matplotlib,0,598.0000
872,504,Numpy,1,598.0000
873,962,Pytorch,0,599.0000
874,375,Numpy,0,600.0000
875,114,Pandas,0,601.0000
876,170,Pandas,1,601.0000
877,851,Sklearn,0,602.0000
878,123,Pandas,1,602.0000
879,301,Numpy,1,602.0000
880,615,Matplotlib,0,603.0000
881,602,Matplotlib,0,604.0000
882,711,Scipy,1,604.0000
883,786,Scipy,0,605.0000
884,918,Sklearn,0,606.0000
885,508,Numpy,1,606.0000
886,718,Scipy,0,607.0000
887,599,Matplotlib,1,607.0000
888,221,Pandas,0,608.0000
889,654,Matplotlib,0,609.0000
890,111,Pandas,1,609.0000
891,475,Numpy,1,609.0000
892,484,Numpy,0,610.0000
893,329,Numpy,0,611.0000
894,279,Pandas,0,612.0000
895,277,Pandas,1,612.0000
896,349,Numpy,1,612.0000
897,956,Pytorch,0,613.0000
898,187,Pandas,0,614.0000
899,65,Pandas,0,615.0000
900,974,Pytorch,1,615.0000
901,611,Matplotlib,0,616.0000
902,583,Matplotlib,0,617.0000
903,948,Pytorch,1,617.0000
904,69,Pandas,0,618.0000
905,410,Numpy,0,619.0000
906,689,Tensorflow,0,620.0000
907,637,Matplotlib,0,621.0000
908,177,Pandas,0,622.0000
909,736,Scipy,0,623.0000
910,982,Pytorch,1,623.0000
911,117,Pandas,1,623.0000
912,586,Matplotlib,1,623.0000
913,372,Numpy,0,624.0000
914,10,Pandas,1,624.0000
915,628,Matplotlib,0,625.0000
916,927,Sklearn,0,626.0000
917,669,Tensorflow,0,627.0000
918,63,Pandas,0,628.0000
919,735,Scipy,0,629.0000
920,500,Numpy,0,630.0000
921,1,Pandas,0,631.0000
922,42,Pandas,0,632.0000
923,634,Matplotlib,0,633.0000
924,529,Matplotlib,0,634.0000
925,167,Pandas,0,635.0000
926,809,Scipy,0,636.0000
927,821,Sklearn,1,636.0000
928,76,Pandas,0,637.0000
929,313,Numpy,0,638.0000
930,296,Numpy,1,638.0000
931,502,Numpy,1,638.0000
932,490,Numpy,1,638.0000
933,720,Scipy,1,638.0000
934,837,Sklearn,0,639.0000
935,543,Matplotlib,0,640.0000
936,641,Matplotlib,0,641.0000
937,939,Pytorch,1,641.0000
938,617,Matplotlib,0,642.0000
939,290,Pandas,1,642.0000
940,779,Scipy,0,643.0000
941,910,Sklearn,0,644.0000
942,212,Pandas,1,644.0000
943,555,Matplotlib,0,645.0000
944,967,Pytorch,1,645.0000
945,672,Tensorflow,0,646.0000
946,317,Numpy,1,646.0000
947,57,Pandas,0,647.0000
948,791,Scipy,1,647.0000
949,535,Matplotlib,0,648.0000
950,932,Pytorch,1,648.0000
951,272,Pandas,0,649.0000
952,15,Pandas,0,650.0000
953,432,Numpy,0,651.0000
954,503,Numpy,1,651.0000
955,828,Sklearn,1,651.0000
956,621,Matplotlib,0,652.0000
957,137,Pandas,0,653.0000
958,702,Tensorflow,0,654.0000
959,287,Pandas,0,655.0000
960,451,Numpy,0,656.0000
961,528,Matplotlib,0,657.0000
962,300,Numpy,1,657.0000
963,752,Scipy,1,657.0000
964,622,Matplotlib,0,658.0000
965,943,Pytorch,0,659.0000
966,195,Pandas,0,660.0000
967,34,Pandas,1,660.0000
968,286,Pandas,0,661.0000
969,314,Numpy,1,661.0000
970,970,Pytorch,0,662.0000
971,547,Matplotlib,0,663.0000
972,333,Numpy,1,663.0000
973,182,Pandas,1,663.0000
974,49,Pandas,0,664.0000
975,518,Matplotlib,0,665.0000
976,102,Pandas,0,666.0000
977,687,Tensorflow,0,667.0000
978,651,Matplotlib,0,668.0000
979,41,Pandas,0,669.0000
980,553,Matplotlib,0,670.0000
981,366,Numpy,0,671.0000
982,534,Matplotlib,0,672.0000
983,275,Pandas,1,672.0000
984,675,Tensorflow,0,673.0000
985,832,Sklearn,0,674.0000
986,303,Numpy,0,675.0000
987,113,Pandas,0,676.0000
988,749,Scipy,0,677.0000
989,908,Sklearn,0,678.0000
990,437,Numpy,1,678.0000
991,491,Numpy,0,679.0000
992,526,Matplotlib,0,680.0000
993,141,Pandas,0,681.0000
994,706,Tensorflow,0,682.0000
995,548,Matplotlib,0,683.0000
996,609,Matplotlib,0,684.0000
997,961,Pytorch,0,685.0000
998,973,Pytorch,0,686.0000
999,648,Matplotlib,0,687.0000
