step,problem_id,lib,n_icl,correct,cumulative_regret,mem_size
677,247,Pandas,3,1,433.0000,245
678,858,Sklearn,3,0,434.0000,245
679,228,Pandas,3,1,434.0000,246
680,696,Tensorflow,3,1,434.0000,247
681,655,Matplotlib,3,0,435.0000,247
682,876,Sklearn,3,1,435.0000,248
683,294,Numpy,3,1,435.0000,249
684,22,Pandas,3,1,435.0000,250
685,210,Pandas,3,0,436.0000,250
686,89,Pandas,3,1,436.0000,251
687,661,Matplotlib,3,0,437.0000,251
688,148,Pandas,3,0,438.0000,251
689,485,Numpy,3,0,439.0000,251
690,196,Pandas,3,0,440.0000,251
691,682,Tensorflow,3,0,441.0000,251
692,917,Sklearn,3,0,442.0000,251
693,134,Pandas,3,0,443.0000,251
694,524,Matplotlib,3,0,444.0000,251
695,882,Sklearn,3,0,445.0000,251
696,67,Pandas,3,0,446.0000,251
697,494,Numpy,3,0,447.0000,251
698,866,Sklearn,3,0,448.0000,251
699,497,Numpy,3,1,448.0000,252
700,989,Pytorch,3,1,448.0000,253
701,519,Matplotlib,3,0,449.0000,253
702,759,Scipy,3,1,449.0000,254
703,625,Matplotlib,3,1,449.0000,255
704,957,Pytorch,3,0,450.0000,255
705,537,Matplotlib,3,0,451.0000,255
706,604,Matplotlib,3,0,452.0000,255
707,358,Numpy,3,1,452.0000,256
708,722,Scipy,3,1,452.0000,257
709,489,Numpy,3,1,452.0000,258
710,233,Pandas,3,1,452.0000,259
711,109,Pandas,3,0,453.0000,259
712,930,Sklearn,3,0,454.0000,259
713,412,Numpy,3,1,454.0000,260
714,291,Numpy,3,1,454.0000,261
715,181,Pandas,3,1,454.0000,262
716,587,Matplotlib,3,0,455.0000,262
717,838,Sklearn,3,0,456.0000,262
718,405,Numpy,3,0,457.0000,262
719,391,Numpy,3,1,457.0000,263
720,165,Pandas,3,0,458.0000,263
721,449,Numpy,3,1,458.0000,264
722,846,Sklearn,3,0,459.0000,264
723,209,Pandas,3,0,460.0000,264
724,401,Numpy,3,1,460.0000,265
725,649,Matplotlib,3,0,461.0000,265
726,473,Numpy,3,1,461.0000,266
727,149,Pandas,3,1,461.0000,267
728,959,Pytorch,3,0,462.0000,267
729,70,Pandas,3,0,463.0000,267
730,255,Pandas,3,1,463.0000,268
731,37,Pandas,3,1,463.0000,269
732,428,Numpy,3,1,463.0000,270
733,886,Sklearn,3,0,464.0000,270
734,566,Matplotlib,3,0,465.0000,270
735,318,Numpy,3,0,466.0000,270
736,681,Tensorflow,3,0,467.0000,270
737,770,Scipy,3,0,468.0000,270
738,322,Numpy,3,1,468.0000,271
739,727,Scipy,3,1,468.0000,272
740,965,Pytorch,3,1,468.0000,273
741,949,Pytorch,3,1,468.0000,274
742,158,Pandas,3,0,469.0000,274
743,999,Pytorch,3,1,469.0000,275
744,95,Pandas,3,0,470.0000,275
745,348,Numpy,3,0,471.0000,275
746,487,Numpy,3,0,472.0000,275
747,175,Pandas,3,1,472.0000,276
748,341,Numpy,3,1,472.0000,277
749,804,Scipy,3,0,473.0000,277
750,186,Pandas,3,1,473.0000,278
751,920,Sklearn,3,1,473.0000,279
752,263,Pandas,3,0,474.0000,279
753,411,Numpy,3,0,475.0000,279
754,257,Pandas,3,0,476.0000,279
755,811,Scipy,3,1,476.0000,280
756,316,Numpy,3,1,476.0000,281
757,251,Pandas,3,1,476.0000,282
758,942,Pytorch,3,0,477.0000,282
759,600,Matplotlib,3,1,477.0000,283
760,506,Numpy,3,1,477.0000,284
761,78,Pandas,3,1,477.0000,285
762,240,Pandas,3,0,478.0000,285
763,760,Scipy,3,0,479.0000,285
764,376,Numpy,3,1,479.0000,286
765,214,Pandas,3,1,479.0000,287
766,549,Matplotlib,3,0,480.0000,287
767,418,Numpy,3,0,481.0000,287
768,884,Sklearn,3,0,482.0000,287
769,270,Pandas,3,0,483.0000,287
770,13,Pandas,3,1,483.0000,288
771,492,Numpy,3,0,484.0000,288
772,161,Pandas,3,0,485.0000,288
773,392,Numpy,3,1,485.0000,289
774,216,Pandas,3,0,486.0000,289
775,207,Pandas,3,0,487.0000,289
776,606,Matplotlib,3,0,488.0000,289
777,685,Tensorflow,3,0,489.0000,289
778,112,Pandas,3,0,490.0000,289
779,507,Numpy,3,0,491.0000,289
780,18,Pandas,3,0,492.0000,289
781,665,Matplotlib,3,1,492.0000,290
782,523,Matplotlib,3,0,493.0000,290
783,157,Pandas,3,0,494.0000,290
784,205,Pandas,3,0,495.0000,290
785,335,Numpy,3,1,495.0000,291
786,458,Numpy,3,0,496.0000,291
787,223,Pandas,3,1,496.0000,292
788,928,Sklearn,3,1,496.0000,293
789,578,Matplotlib,3,1,496.0000,294
790,521,Matplotlib,3,0,497.0000,294
791,362,Numpy,3,0,498.0000,294
792,895,Sklearn,3,0,499.0000,294
793,510,Numpy,3,0,500.0000,294
794,571,Matplotlib,3,0,501.0000,294
795,919,Sklearn,3,1,501.0000,295
796,407,Numpy,3,0,502.0000,295
797,826,Sklearn,3,0,503.0000,295
798,4,Pandas,3,0,504.0000,295
799,94,Pandas,3,0,505.0000,295
800,560,Matplotlib,3,1,505.0000,296
801,481,Numpy,3,1,505.0000,297
802,499,Numpy,3,0,506.0000,297
803,323,Numpy,3,1,506.0000,298
804,93,Pandas,3,0,507.0000,298
805,843,Sklearn,3,1,507.0000,299
806,877,Sklearn,3,0,508.0000,299
807,763,Scipy,3,0,509.0000,299
808,389,Numpy,3,0,510.0000,299
809,397,Numpy,3,0,511.0000,299
810,564,Matplotlib,3,0,512.0000,299
811,32,Pandas,3,0,513.0000,299
812,386,Numpy,3,0,514.0000,299
813,364,Numpy,3,0,515.0000,299
814,667,Tensorflow,3,0,516.0000,299
815,453,Numpy,3,1,516.0000,300
816,440,Numpy,3,0,517.0000,300
817,640,Matplotlib,3,0,518.0000,300
818,633,Matplotlib,3,0,519.0000,300
819,227,Pandas,3,1,519.0000,301
820,369,Numpy,3,0,520.0000,301
821,642,Matplotlib,3,1,520.0000,302
822,416,Numpy,3,0,521.0000,302
823,452,Numpy,3,1,521.0000,303
824,81,Pandas,3,0,522.0000,303
825,827,Sklearn,3,1,522.0000,304
826,820,Sklearn,3,0,523.0000,304
827,863,Sklearn,3,0,524.0000,304
828,370,Numpy,3,0,525.0000,304
829,311,Numpy,3,1,525.0000,305
830,450,Numpy,3,0,526.0000,305
831,52,Pandas,3,0,527.0000,305
832,912,Sklearn,3,1,527.0000,306
833,342,Numpy,3,0,528.0000,306
834,540,Matplotlib,3,0,529.0000,306
835,267,Pandas,3,0,530.0000,306
836,721,Scipy,3,0,531.0000,306
837,106,Pandas,3,0,532.0000,306
838,122,Pandas,3,0,533.0000,306
839,396,Numpy,3,1,533.0000,307
840,992,Pytorch,3,0,534.0000,307
841,533,Matplotlib,3,0,535.0000,307
842,730,Scipy,3,1,535.0000,308
843,384,Numpy,3,1,535.0000,309
844,105,Pandas,3,0,536.0000,309
845,266,Pandas,3,0,537.0000,309
846,347,Numpy,3,0,538.0000,309
847,190,Pandas,3,0,539.0000,309
848,864,Sklearn,3,0,540.0000,309
849,850,Sklearn,3,0,541.0000,309
850,39,Pandas,3,0,542.0000,309
851,339,Numpy,3,0,543.0000,309
852,188,Pandas,3,1,543.0000,310
853,403,Numpy,3,1,543.0000,311
854,525,Matplotlib,3,0,544.0000,311
855,189,Pandas,3,0,545.0000,311
856,812,Scipy,3,0,546.0000,311
857,87,Pandas,3,0,547.0000,311
858,732,Scipy,3,1,547.0000,312
859,483,Numpy,3,0,548.0000,312
860,5,Pandas,3,0,549.0000,312
861,597,Matplotlib,3,1,549.0000,313
862,699,Tensorflow,3,0,550.0000,313
863,953,Pytorch,3,0,551.0000,313
864,442,Numpy,3,1,551.0000,314
865,893,Sklearn,3,1,551.0000,315
866,861,Sklearn,3,0,552.0000,315
867,385,Numpy,3,0,553.0000,315
868,332,Numpy,3,0,554.0000,315
869,790,Scipy,3,0,555.0000,315
870,359,Numpy,3,1,555.0000,316
871,590,Matplotlib,3,0,556.0000,316
872,504,Numpy,3,0,557.0000,316
873,962,Pytorch,3,0,558.0000,316
874,375,Numpy,3,0,559.0000,316
875,114,Pandas,3,0,560.0000,316
876,170,Pandas,3,1,560.0000,317
877,851,Sklearn,3,0,561.0000,317
878,123,Pandas,3,1,561.0000,318
879,301,Numpy,3,1,561.0000,319
880,615,Matplotlib,3,0,562.0000,319
881,602,Matplotlib,3,0,563.0000,319
882,711,Scipy,3,1,563.0000,320
883,786,Scipy,3,0,564.0000,320
884,918,Sklearn,3,0,565.0000,320
885,508,Numpy,3,1,565.0000,321
886,718,Scipy,3,0,566.0000,321
887,599,Matplotlib,3,0,567.0000,321
888,221,Pandas,3,0,568.0000,321
889,654,Matplotlib,3,0,569.0000,321
890,111,Pandas,3,0,570.0000,321
891,475,Numpy,3,1,570.0000,322
892,484,Numpy,3,1,570.0000,323
893,329,Numpy,3,0,571.0000,323
894,279,Pandas,3,0,572.0000,323
895,277,Pandas,3,1,572.0000,324
896,349,Numpy,3,1,572.0000,325
897,956,Pytorch,3,0,573.0000,325
898,187,Pandas,3,0,574.0000,325
899,65,Pandas,3,0,575.0000,325
900,974,Pytorch,3,1,575.0000,326
901,611,Matplotlib,3,0,576.0000,326
902,583,Matplotlib,3,0,577.0000,326
903,948,Pytorch,3,1,577.0000,327
904,69,Pandas,3,0,578.0000,327
905,410,Numpy,3,0,579.0000,327
906,689,Tensorflow,3,0,580.0000,327
907,637,Matplotlib,3,0,581.0000,327
908,177,Pandas,3,0,582.0000,327
909,736,Scipy,3,1,582.0000,328
910,982,Pytorch,3,1,582.0000,329
911,117,Pandas,3,1,582.0000,330
912,586,Matplotlib,3,1,582.0000,331
913,372,Numpy,3,0,583.0000,331
914,10,Pandas,3,0,584.0000,331
915,628,Matplotlib,3,0,585.0000,331
916,927,Sklearn,3,0,586.0000,331
917,669,Tensorflow,3,0,587.0000,331
918,63,Pandas,3,0,588.0000,331
919,735,Scipy,3,0,589.0000,331
920,500,Numpy,3,1,589.0000,332
921,1,Pandas,3,0,590.0000,332
922,42,Pandas,3,0,591.0000,332
923,634,Matplotlib,3,0,592.0000,332
924,529,Matplotlib,3,0,593.0000,332
925,167,Pandas,3,0,594.0000,332
926,809,Scipy,3,0,595.0000,332
927,821,Sklearn,3,1,595.0000,333
928,76,Pandas,3,0,596.0000,333
929,313,Numpy,3,0,597.0000,333
930,296,Numpy,3,1,597.0000,334
931,502,Numpy,3,1,597.0000,335
932,490,Numpy,3,0,598.0000,335
933,720,Scipy,3,1,598.0000,336
934,837,Sklearn,3,0,599.0000,336
935,543,Matplotlib,3,0,600.0000,336
936,641,Matplotlib,3,0,601.0000,336
937,939,Pytorch,3,1,601.0000,337
938,617,Matplotlib,3,0,602.0000,337
939,290,Pandas,3,1,602.0000,338
940,779,Scipy,3,0,603.0000,338
941,910,Sklearn,3,0,604.0000,338
942,212,Pandas,3,1,604.0000,339
943,555,Matplotlib,3,0,605.0000,339
944,967,Pytorch,3,1,605.0000,340
945,672,Tensorflow,3,0,606.0000,340
946,317,Numpy,3,1,606.0000,341
947,57,Pandas,3,0,607.0000,341
948,791,Scipy,3,0,608.0000,341
949,535,Matplotlib,3,0,609.0000,341
950,932,Pytorch,3,1,609.0000,342
951,272,Pandas,3,0,610.0000,342
952,15,Pandas,3,0,611.0000,342
953,432,Numpy,3,0,612.0000,342
954,503,Numpy,3,0,613.0000,342
955,828,Sklearn,3,1,613.0000,343
956,621,Matplotlib,3,0,614.0000,343
957,137,Pandas,3,0,615.0000,343
958,702,Tensorflow,3,0,616.0000,343
959,287,Pandas,3,0,617.0000,343
960,451,Numpy,3,1,617.0000,344
961,528,Matplotlib,3,0,618.0000,344
962,300,Numpy,3,1,618.0000,345
963,752,Scipy,3,0,619.0000,345
964,622,Matplotlib,3,0,620.0000,345
965,943,Pytorch,3,0,621.0000,345
966,195,Pandas,3,0,622.0000,345
967,34,Pandas,3,1,622.0000,346
968,286,Pandas,3,0,623.0000,346
969,314,Numpy,3,0,624.0000,346
970,970,Pytorch,3,0,625.0000,346
971,547,Matplotlib,3,0,626.0000,346
972,333,Numpy,3,0,627.0000,346
973,182,Pandas,3,1,627.0000,347
974,49,Pandas,3,0,628.0000,347
975,518,Matplotlib,3,0,629.0000,347
976,102,Pandas,3,0,630.0000,347
977,687,Tensorflow,3,0,631.0000,347
978,651,Matplotlib,3,0,632.0000,347
979,41,Pandas,3,1,632.0000,348
980,553,Matplotlib,3,0,633.0000,348
981,366,Numpy,3,0,634.0000,348
982,534,Matplotlib,3,0,635.0000,348
983,275,Pandas,3,1,635.0000,349
984,675,Tensorflow,3,0,636.0000,349
985,832,Sklearn,3,1,636.0000,350
986,303,Numpy,3,1,636.0000,351
987,113,Pandas,3,0,637.0000,351
988,749,Scipy,3,0,638.0000,351
989,908,Sklearn,3,0,639.0000,351
990,437,Numpy,3,1,639.0000,352
991,491,Numpy,3,0,640.0000,352
992,526,Matplotlib,3,0,641.0000,352
993,141,Pandas,3,0,642.0000,352
994,706,Tensorflow,3,0,643.0000,352
995,548,Matplotlib,3,0,644.0000,352
996,609,Matplotlib,3,0,645.0000,352
997,961,Pytorch,3,1,645.0000,353
998,973,Pytorch,3,0,646.0000,353
999,648,Matplotlib,3,0,647.0000,353
